question,subject,choices,answer,b,sol,a,the,c,solution,d,none,ac,e,r,choice,output,ad,Unnamed: 18,false,cor,Ð°,which,un,?,.,bb,'},Ñ,3,aa,statement,letter,option,response,its,**,cho,1,f,db,bc,band,}',correct,dor,second,first,ab,ba,4,j,author,cd,2,forms,an,choose,ach,mon,dd,impl
When are countermeasures illegal?,international_law,"['Countermeasures are illegal when inter alia are disproportionate or in violation of a peremptory norm of international law (e.g. the use of force, human rights)'
 'Countermeasures are illegal when they are taken in the course of an armed conflict'
 'Countermeasures are illegal when they violate bilateral treaties'
 'Countermeasures are illegal when the responsible State does not consent to them']",0,2.1444447097181075e-05,3.726486137191607e-06,0.9999575315573334,,2.902190321749558e-06,,1.5534305374536562e-06,,,1.5534305374536562e-06,,,,,,,,6.475661912732019e-07,,,,,,,,,7.337886278996053e-07,,,,,,,,6.475661912732019e-07,,,,,,,,,,,,,,,,,,,,,,,
What is the difference between political and legal means of dispute settlement?,international_law,"['The outcome arising from legal methods, ie arbitration or adjudication by the ICJ, is final and binding upon the parties, whereas this is not the case with diplomatic methods'
 'The political methods are pursued upon the consent of then parties to the dispute, whereas the legal methods not'
 'The political means lead to a final settlement of the dispute, whereas this is not the case with the legal methods'
 'The legal methods of dispute settlement are pursued only in respect of significant disputes, whereas the political means are employed in all disputes']",0,5.143156619271815e-05,9.608681562395344e-05,0.9997525527122568,,2.4294551624525587e-05,6.960505577994104e-06,1.147593360126577e-05,,,,,,,,,,,3.725690158891524e-06,,,,,,,,,,,,,,,,,3.287910025211679e-06,,,,,,,,,,,,,,,,,,,,,,,
What is the rationale for the exhaustion of local remedies in international human rights?,international_law,"['The local remedies rule aims to free up international tribunals to deal with the most serious cases'
 'The local remedies rule aims to dissuade applicants abusing the system from filing unnecessary petitions'
 'The local remedies rule aims on the one hand to restrict the volume of petitions to international tribunals while at the same time building up the capacity of local courts'
 'The local remedies rule helps demonstrate that national courts are always better placed than international ones to deal with cases']",2,2.902303801487327e-06,2.699563056295106e-07,3.9278410701298514e-07,,0.9999951270495552,,3.9278410701298514e-07,,,,,,,,,,,,,,,9.931137485569145e-08,,,1.6373677614705237e-07,7.734377650551035e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following cases best illustrates the 'living instrument principle' used by the European Court of Human Rights?,international_law,"['Golder v UK (1978)' 'A v UK (2009)' 'Goodwin v UK (2002)'
 'Osman v UK (1998)']",2,0.9999329492493856,3.058813165775264e-07,5.194564089571303e-05,,1.994596737690482e-06,1.3708649533261171e-06,8.939162399039393e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6993931443816505e-07,,,,,,,,,,,,,,,,,,,
Is the recognition of foreign judgments subject to the same rules as those applicable to the incorporation and transformation of treaties?,international_law,"['Foreign judgments are enforced on the basis of the doctrine of incorporation'
 'Foreign judgments are enforced on the basis of the doctrine of transformation'
 'The recognition of foreign judgments is dependent on the existence of appropriate bilateral or multilateral treaties'
 'The courts exercise discretion as to the enforcement of foreign judgments on the basis of the rule of comity']",2,0.0293381929262461,,0.0426868188281006,,0.8574332561614333,,0.0703786661804122,1.1152299361742283e-05,,5.663604938700329e-05,,,,6.764211489190328e-06,,,,,,,5.969395687637598e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What was the most important finding by the House of Lords in the Pinochet case?,international_law,"['The Pinochet case confirmed that former heads of State enjoy absolute immunity'
 'The Pinochet case confirmed that all public acts enjoy immunity'
 'The Pinochet case confirmed that former heads of State cease to enjoy personal immunity once removed from office'
 'The Pinochet case confirmed that in respect of immunities there is no difference between a current and a former head of State']",2,5.143539215418749e-05,1.669862697240127e-05,3.119714233585735e-05,,0.999833255499135,,1.4736486580559704e-05,,,3.725967310610786e-06,,,7.887872858461317e-06,,,,,,,,,,,2.9017862592021365e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which one of the statements below is false?,international_law,"['The war crimes trials at Nuremberg and Tokyo took place immediately after the First World War'
 ""The war crimes trials introduced a 'crime against humanity' as an offence""
 'The war crimes trials held individuals legally responsible for acts such as war crimes and crimes against humanity'
 'The war crimes trials found that ""superior orders"" could not be used as a defence for war crimes or crimes against humanity']",0,1.1477498743334725e-05,2.144279062866851e-05,0.9998904099913104,,1.3005709946086184e-05,,5.421586515478352e-06,,,,,,,3.726198286125976e-06,,,,3.089126879312337e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.784533307004055e-06,,,
Which State exercises jurisdiction over vessels on the high seas?,international_law,"['All States may exercise jurisdiction over foreign vessels on the high seas'
 'States may exercise jurisdiction over foreign vessels on the high seas only in cases of criminal activity that concerns them'
 'The flag State is to exercise exclusive jurisdiction over its vessels on the high seas, with the exception of specific cases, such as piracy'
 'The flag State is the only State to exercise exclusive jurisdiction over its vessels on the high seas with no exception']",2,3.119883824101444e-05,1.4737287669432534e-05,1.8923051940590224e-05,,0.9998753971041674,,3.535291529028766e-05,,,,,,3.726169857597596e-06,,,,,,,,,,,,1.994475000882092e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Should treaties assume a particular form?,international_law,"['Treaties should always be designated as such and assume a particular form'
 'Treaties should always assume a particular form, no matter how they are designated'
 'Treaties do not have to assume a particular form or designated as such'
 'Treaties have to be designated as such, no matter what form they assume']",2,0.0670381333109837,,0.9254560228739772,,0.0048562260890774,,0.0025993505136507,6.443145743630664e-06,,3.907965438508952e-06,,,,,,,,,,,4.4283049912850414e-06,,,3.907965438508952e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the fundamental premise of monist theory?,international_law,"['Monism posits that international law is superior to domestic laws'
 'Monism posits that international and domestic law are part of the same legal order'
 'Monism posits that domestic laws are superior to international law'
 'Monism posits that domestic and international law never clash']",1,0.9999311599727904,1.0129340083469924e-05,4.78476145677007e-06,,1.0129340083469924e-05,1.7602153708552296e-06,7.888737989002946e-06,,,,,3.7263759693424063e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.682006318055332e-06,,
Where do we find the 'general principles of law recognized by civilized nations' (article 38 ICJ Statute)?,international_law,"['We look for established principles of law recognized only among the most civilised nations'
 'We look for established principles of law, which are common to all major legal systems'
 'We look for general principles of international law recognized by international courts and tribunals'
 'We look for general principles of law recognized by all nations']",1,0.0001583712828921,6.140721037437051e-06,2.7520802357476653e-05,1.0670973103045449e-06,0.0003352720085136,,0.999448064198424,,,2.5598333739483142e-06,,,1.209179666443366e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When does an illegal act of violence on the high seas fall short of qualifying as piracy?,international_law,"['When it is committed against a public vessel of another State'
 ""When it is committed for 'private ends'""
 'When it is committed by a warship even when its crew has mutinied and taken control of the ship'
 ""When it is not committed against another vessel and when it is not committed for 'private ends'""]",3,0.0004876899753898,1.2996497624129392e-05,0.0001583297538162,,4.536223395404959e-05,,0.9991737823535162,,,2.142760207750581e-05,,,,7.882774277916874e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.219345020690538e-06,
"What is the meaning of ""armed attack"" in Article 51 UN Charter?",international_law,"['Armed attack includes all types of armed force'
 'Armed attack includes all high intensity instances of armed force'
 'Armed attack includes terrorist attacks'
 'An ""armed attack"" gives the right to invade the aggressor State']",1,0.0007094067740574,5.138925435117276e-05,0.9989282240482984,,8.472655673419764e-05,,0.0001396904762808,3.342704460114101e-05,,,,,,2.558520319755388e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Who is an 'injured State' in the law of international responsibility?,international_law,"[""A State is 'injured' in case that it has suffered a damage from the internationally wrongful conduct""
 ""A State is 'injured' in cases that there has been a violation of a peremptory norm of international law""
 ""A State is 'injured' should it acknowledge the existence of the internationally wrongful conduct""
 ""A State is 'injured' if the obligation breached was owed to it individually or if it was owed to a group of States, including that State, and it was specially affected""]",3,2.1441175183866423e-05,1.0128094008319174e-05,0.9998071835050129,,4.784172852546654e-06,1.556551332462054e-05,0.0001233854440897,,,,,,,4.784172852546654e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is personal (ratione personae) immunity?,international_law,"['Personal immunity is afforded to all physical persons'
 'Personal immunity is that which is afforded in a personal capacity and hence does not cover conduct of the State as such'
 'Personal immunity is afforded only to particular persons irrespective if their conduct was undertaken in a private or public capacity'
 'Personal immunity is afforded to State officials for conduct undertaken in a public capacity']",2,0.9999571088942508,3.726486137191607e-06,6.143936959356957e-06,,2.1444447097181075e-05,,1.7602674104623792e-06,,,1.7602674104623792e-06,,,4.450653005695757e-07,,,,,,,,,,,,,,,,,,,,,,,,,,1.5534305374536562e-06,,,,,,,,,,,,,,,,,,,
Which of the following statements best describes the UN Human Rights Council?,international_law,"['The UN Human Rights Council has the power to impose economic sanctions on a state for human rights violations'
 'The UN Human Rights Council scrutinises the human rights records of member states on the Council and each member state of the UN'
 'The UN Human Rights Council replaced the Economic and Social Committee of the UN'
 'The UN Human Rights Council consists of 27 member states']",1,0.7047536001483918,0.0002364185229128,0.2939474970496641,3.1995767760787835e-05,,,3.1995767760787835e-05,,,,,,,3.625595474282217e-05,,,,,,,3.0057242189230368e-05,,,,,,,,,,,,,,,,,,,,,,,,7.675385679286292e-05,0.0001116762026724,,,,,,,,,,,,
When a reservation is considered as invalid under the law of treaties?,international_law,"['A reservation is invalid when the majority of the State parties objects to it'
 'A reservation is invalid only when an international tribunal says so'
 'A reservation is invalid only when is incompatible with a peremptory norm of international law (jus cogens)'
 'A reservation is invalid when it is incompatible with the object and purpose of the treaty']",3,0.0002609694477607,,1.890456338915211e-05,6.13741314862056e-06,0.000709388507631,,0.9989130356221384,,,1.0118883605205363e-05,,,,,,,,,,,,,,4.218178256557654e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What kind of rights do coastal States enjoy over their continental shelf?,international_law,"['The coastal State enjoy ipso facto and ab initio sovereign rights over its continental shelf for the purpose of exploring it and exploiting its natural resources'
 'The coastal State may exercise sovereign rights over its continental shelf only upon its declaration'
 'The coastal State exercise sovereign rights over its continental shelf for the purpose of exploiting its fishing resources'
 'The coastal State may exercise only limited rights over its continental shelf and only upon the consent of its neighbouring States']",0,8.939068623985772e-06,7.888700372658586e-06,0.9999249908428856,1.0676194993025217e-06,2.75342697892355e-05,,1.3006268102582238e-05,,,,,1.7602069775142882e-06,,,,,,1.7602069775142882e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Are there any limits to the application of article 103 of the UN Charter?,international_law,"['No, there are no limits to article 103'
 'Yes, Article 103 cannot trump multilateral treaties'
 'Yes, article 103 of the UN Charter cannot trump jus cogens norms'
 'Yes, when a case is submitted to the ICJ, article 103 ceases to have any effect']",2,0.0001086618550558,4.529700036059968e-05,0.0002300371489584,6.59067466326301e-05,0.9978561518743836,,0.0002606662394901,,,,,,0.0005893829655961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Can countries rely on their domestic law as an excuse to violate their obligations under international law?,international_law,"['Domestic law always prevails over international law'
 'Only customary international law prevails over domestic law'
 'Obligations under international law prevail over domestic law'
 'Constitutional obligations always prevail over obligations under international law']",2,0.00460776867064,0.000115291832571,5.118768621116145e-05,,0.9950310965463476,,6.572629011656794e-05,,,5.395142433772453e-06,,4.201741152203751e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is meant by an international organisation's implied powers?,international_law,"['Implied are those powers which are necessary in order for an organisation to carry out the tasks conferred upon it and which are not stipulated in its charter'
 'It refers to new powers assumed unilaterally by the organisation'
 'It refers to powers conferred upon the organisation by the international Community'
 ""Implied powers are those whose determination depends on an expansive interpretation of an organisation's charter""]",0,2.144475386465164e-05,4.450716673253084e-07,0.9999700764525228,,1.994672826968973e-06,,8.315033432481263e-07,,,1.8553347414290925e-07,,,,,,,,,,,,1.637327162568765e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0396921101515138e-06
What are the criteria for statehood under the 1933 Montevideo Convention?,international_law,"['It requires that the entity in question is not an aggressor and that it is peaceful'
 'It requires recognition by the majority of other nations'
 'It requires a permanent population, a defined territory, a government and a capacity to enter into foreign relations'
 'It requires stable and indissoluble borders as well as recognition']",2,2.1442422541931327e-05,2.7532615539197995e-05,1.0128683218548328e-05,,0.9998725287195358,,2.7532615539197995e-05,,,,,2.901916327991405e-06,3.7261343222421248e-06,,,,,,,,,,,,3.288301997992826e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
