question,subject,choices,answer,b,a,c,d,'},?,e,the,}},sol,',ad,output,none,all,cd,solution,ab,its,1,bd,bc,ac,f,p,3,2,according,}',**,(,y,.
"What is the meaning of ""armed attack"" in Article 51 UN Charter?",international_law,"['Armed attack includes all types of armed force'
 'Armed attack includes all high intensity instances of armed force'
 'Armed attack includes terrorist attacks'
 'An ""armed attack"" gives the right to invade the aggressor State']",1,0.40212505946810584,0.4557311103758599,0.01071626985115329,0.13055089274294368,8.181976900298062e-05,8.181976900298062e-05,8.181976900298062e-05,,,,3.410755415621152e-05,,,,,,,4.9626198470913114e-05,,,,,,,,,,,,,,,
Who is an 'injured State' in the law of international responsibility?,international_law,"[""A State is 'injured' in case that it has suffered a damage from the internationally wrongful conduct""
 ""A State is 'injured' in cases that there has been a violation of a peremptory norm of international law""
 ""A State is 'injured' should it acknowledge the existence of the internationally wrongful conduct""
 ""A State is 'injured' if the obligation breached was owed to it individually or if it was owed to a group of States, including that State, and it was specially affected""]",3,0.034598811493121516,0.15514685866908962,0.020985239960196037,0.7874652260709768,,,0.00014139736719135648,,,,,4.05110239637253e-05,0.00014139736719135648,,0.000743819717580263,,,,,,,,,,,,,,,,,,
What is personal (ratione personae) immunity?,international_law,"['Personal immunity is afforded to all physical persons'
 'Personal immunity is that which is afforded in a personal capacity and hence does not cover conduct of the State as such'
 'Personal immunity is afforded only to particular persons irrespective if their conduct was undertaken in a private or public capacity'
 'Personal immunity is afforded to State officials for conduct undertaken in a public capacity']",1.2959392204637783e-05,0.9963415014818814,0.000294954407053424,0.0019233452542618647,0.0011665678659226115,,1.1436623479971795e-05,6.581322408231565e-05,,,1.0092784797101365e-05,,,,,,,,,,,,,,,,,8.906851321894848e-06,,,,,,
Which of the following statements best describes the UN Human Rights Council?,international_law,"['The UN Human Rights Council has the power to impose economic sanctions on a state for human rights violations'
 'The UN Human Rights Council scrutinises the human rights records of member states on the Council and each member state of the UN'
 'The UN Human Rights Council replaced the Economic and Social Committee of the UN'
 'The UN Human Rights Council consists of 27 member states']",1,0.983416770487009,0.014061298959467542,0.0010160784734819944,0.0011513677504206242,,,1.8610126402912476e-05,,,2.1088035944838376e-05,,,2.7077574141197165e-05,,,,,,,,,,,,,,,,,,,,
When a reservation is considered as invalid under the law of treaties?,international_law,"['A reservation is invalid when the majority of the State parties objects to it'
 'A reservation is invalid only when an international tribunal says so'
 'A reservation is invalid only when is incompatible with a peremptory norm of international law (jus cogens)'
 'A reservation is invalid when it is incompatible with the object and purpose of the treaty']",3,0.001160318364132897,0.0010239773623593063,0.9911293917946986,0.005892582869602154,,3.503857853367847e-05,0.0001385802663627763,,,9.524473132313336e-05,,,3.9703911063098264e-05,,,,,,,,,,,,,,,,,,,,
What kind of rights do coastal States enjoy over their continental shelf?,international_law,"['The coastal State enjoy ipso facto and ab initio sovereign rights over its continental shelf for the purpose of exploring it and exploiting its natural resources'
 'The coastal State may exercise sovereign rights over its continental shelf only upon its declaration'
 'The coastal State exercise sovereign rights over its continental shelf for the purpose of exploiting its fishing resources'
 'The coastal State may exercise only limited rights over its continental shelf and only upon the consent of its neighbouring States']",0,0.0006258000632230678,0.9985618018512461,0.000379566925194895,0.0002956071595262339,1.1461933440015195e-05,,,6.135130866692117e-06,,1.6677014750147375e-05,6.95201405095471e-06,,,,,,,,,,,,,,,,,,,,,,
Are there any limits to the application of article 103 of the UN Charter?,international_law,"['No, there are no limits to article 103'
 'Yes, Article 103 cannot trump multilateral treaties'
 'Yes, article 103 of the UN Charter cannot trump jus cogens norms'
 'Yes, when a case is submitted to the ICJ, article 103 ceases to have any effect']",2,0.03056921763699223,0.07333174094528393,0.7885597409432915,0.10673761214381663,0.00018177125582449544,,0.00012492943532054678,,,,,,,,,,,,,,,,,,,,,,4.055864942250088e-05,,,,
Can countries rely on their domestic law as an excuse to violate their obligations under international law?,international_law,"['Domestic law always prevails over international law'
 'Only customary international law prevails over domestic law'
 'Obligations under international law prevail over domestic law'
 'Constitutional obligations always prevail over obligations under international law']",2,0.00590359633556578,0.00015732551338104402,0.9929615977606344,0.0002939227543750845,3.97781192130374e-05,2.7339074865589792e-05,,,,7.431531041401415e-05,,,0.00022890727126982,,,,,,,,,,,,,,,,,,,,
What is meant by an international organisation's implied powers?,international_law,"['Implied are those powers which are necessary in order for an organisation to carry out the tasks conferred upon it and which are not stipulated in its charter'
 'It refers to new powers assumed unilaterally by the organisation'
 'It refers to powers conferred upon the organisation by the international Community'
 ""Implied powers are those whose determination depends on an expansive interpretation of an organisation's charter""]",0,0.0003793255591565751,0.9979147139432509,0.000429832170566982,0.0010311137745253848,,,1.010867892793616e-05,,,1.4708041053279034e-05,,1.888549854209702e-05,1.6666393967166513e-05,,,,,,,,,,,,,,,,,,,,
What are the criteria for statehood under the 1933 Montevideo Convention?,international_law,"['It requires that the entity in question is not an aggressor and that it is peaceful'
 'It requires recognition by the majority of other nations'
 'It requires a permanent population, a defined territory, a government and a capacity to enter into foreign relations'
 'It requires stable and indissoluble borders as well as recognition']",3.992744687395938e-05,0.0009087449355269265,0.00048641611234954036,0.9966991735577482,0.00048641611234954036,4.5243724660134966e-05,,4.5243724660134966e-05,,,0.0003343084196383093,,,0.0002603596590016791,,,,,,,,,,,,,,,,,,,,
