question,subject,choices,answer,c,b,a,d,Ñ,e,output,the,Ð°,Unnamed: 13,sol,.,choice,solution,**,?,f,none,cho,}',source,'},(,8,r,ad,band,financial,fin,____,n,human,3,an,ac,care,ab,it,dc,cd,db,sp,business,g,material,1,social,4,david,cf,cif,fr,i,ex,book,sal,belief,john,ce,wrong,m,ne,letter,french,ind,individual,article,emp,country,national,provided,given,",",listed,directly,presented,mentioned,accurately
"This question refers to the following information.
At last it seems to me that I have come to understand why man is the most fortunate of all creatures and consequently worthy of all admiration. â¦ The nature of all other beings is limited. â¦ Imagine! The great generosity of God! The happiness of man! To man it is allowed to be whatever he chooses to be!
Pico della Mirandola, Oration on the Dignity of Man, 1486
From the passage, one may infer that Pico believed that humankind was unique because",high_school_european_history,"['human beings have a soul' 'human beings know that they will die'
 'it is possible for human beings to go to heaven'
 'the potential of the human being is unlimited']",3,1.4737231451248786e-05,6.604768912210407e-05,4.222287503221638e-06,0.9998707368313624,,6.143392067237204e-06,,,,,1.147736739453709e-05,1.994467392578271e-06,,3.2883208138616188e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The substitution of Plato for the scholastic Aristotle was hastened by contact with Byzantine scholarship. Already at the Council of Ferrera (1438), which nominally reunited the Eastern and Western churches, there was a debate in which the Byzantines maintained the superiority of Plato to Aristotle. Cosimo and Lorenzo de Medici were both addicted to Plato; Cosimo founded and Lorenzo continued the Florentine Academy, which was largely devoted to the study of Plato&â¦The humanists of the time, however, were too busy acquiring knowledge of antiquity to be able to produce anything of value.""
Bertrand Russell, British philosopher, History of Western Philosophy, 1946
The cultural diffusion described by Bertrand Russell most directly influenced the composition of which text?",high_school_european_history,"['Oration on the Dignity of Man' 'The Decameron'
 'Handbook of the Christian Knight' 'Utopia']",0,3.98769876482692e-05,0.0002294762198317,0.9953109716139048,0.004067563322308,,,,,,,0.000260030623518,3.7091376373636967e-06,,,,,,8.897758640195265e-06,,,,,,,,1.8836555189108944e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""Buckingham Palace, 10th May 1839.
The Queen forgot to ask Lord Melbourne if he thought there would be any harm in her writing to the Duke of Cambridge that she really was fearful of fatiguing herself, if she went out to a party at Gloucester House on Tuesday, an Ancient Concert on Wednesday, and a ball at Northumberland House on Thursday, considering how much she had to do these last four days. If she went to the Ancient Concert on Wednesday, having besides a concert of her own here on Monday, it would be four nights of fatigue, really exhausted as the Queen is.
But if Lord Melbourne thinks that as there are only to be English singers at the Ancient Concert, she ought to go, she could go there for one act; but she would much rather, if possible, get out of it, for it is a fatiguing time&â¦.
As the negotiations with the Tories are quite at an end, and Lord Melbourne has been here, the Queen hopes Lord Melbourne will not object to dining with her on Sunday?""
The Letters of Queen Victoria, Volume 1 (of 3), 1837-1843: A Selection from Her Majesty's Correspondence Between the Years 1837 and 1861
The long evenings of entertainment for Queen Victoria suggest what about the nature of the English monarchy in the nineteenth century?",high_school_european_history,"['That true political power lay elsewhere'
 'That she was very fond of attending balls and concerts'
 'That important political progress could only be made by attending social events'
 ""That with England's nineteenth-century economic success came more leisure time for the upper classes""]",0,0.9944527989948492,0.0008002036329958,2.416404439919116e-05,0.0046048539677874,6.10962721889944e-06,7.844916635554122e-06,,5.391727096625292e-06,,,,4.758182462353254e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The Government of the German Reich and The Government of the Union of Soviet Socialist Republics desirous of strengthening the cause of peace between Germany and the U.S.S.R., and proceeding from the fundamental provisions of the Neutrality Agreement concluded in April, 1926 between Germany and the U.S.S.R., have reached the following Agreement:
Article I. Both High Contracting Parties obligate themselves to desist from any act of violence, any aggressive action, and any attack on each other, either individually or jointly with other Powers.
Article II. Should one of the High Contracting Parties become the object of belligerent action by a third Power, the other High Contracting Party shall in no manner lend its support to this third Power.
Article III. The Governments of the two High Contracting Parties shall in the future maintain continual contact with one another for the purpose of consultation in order to exchange information on problems affecting their common interests.
Article IV. Should disputes or conflicts arise between the High Contracting Parties shall participate in any grouping of Powers whatsoever that is directly or indirectly aimed at the other party.
Article V. Should disputes or conflicts arise between the High Contracting Parties over problems of one kind or another, both parties shall settle these disputes or conflicts exclusively through friendly exchange of opinion or, if necessary, through the establishment of arbitration commissions.""
Molotov-Ribbentrop Pact, 1939
It can be inferred from the text that Germany and the Soviet Union",high_school_european_history,"['had some degree of a nonaggression agreement since at least 1926'
 'created their first peace agreement in 1926'
 'had technically been in a state of war since 1926'
 'previously held a peace agreement that expired in 1926']",0,,4.539598992946999e-05,0.9999174778653304,3.288474480820132e-06,,,,1.553365354281804e-06,,,5.421777824682712e-06,2.9020685435522524e-06,,5.5486077350655175e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Addison's Act had been conceived in the belief that, unless working-class aspirations were quickly met after the war, Britain might experience a revolution similar to that in Russia. By 1920 that fear was beginning to recede and Addison's policy was being regarded as extravagant. An immediate victim of the new attitude was the Borough's Kingfield Street scheme, provisional plans for which were approved in September 1920. Much to the Council's surprise, the Government's Housing Board deferred the scheme, ""having regard to the Council's present commitments and the money available at the present time, and in May 1921 the Government announced a drastic curtailment of the housing programme, cutting the housing target by half.
âExcerpt from a work by English historian Hermione Hobhouse Public Housing in Poplar: The Inter-war Years, 1994
Which of the following attitudes prevalent after the First World War is evident in the passage above?",high_school_european_history,"[""Women's suffrage should increase"" 'Democratization of society'
 'Increased disillusionment and cynicism'
 'The rise of communism as a world power']",2,0.9998913970937188,1.6699837320189666e-05,4.222380118041775e-06,2.144301557367403e-05,4.784583499019162e-06,,2.042607469589631e-05,,,,7.888444586273737e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Read the following quote.
I had now decided beyond all question that there existed in the heavens three stars wandering about Jupiter as do Venus and Mercury about the sun, and this became plainer than daylight from observations on similar occasions which followed. Nor were there just three such stars; four wanderers complete their revolutions about Jupiter, and of their alterations as observed more precisely later on we shall give a description here. Also I measured the distances between them by means of the telescope. . . .
Such are the observations concerning the four Medicean planets recently first discovered by me, and although from this data their periods have not yet been reconstructed in numerical form, it is legitimate at least to put in evidence some facts worthy of note. Above all, since they sometimes follow and sometimes precede Jupiter by the same intervals, and they remain within very limited distances either to east or west of Jupiter, accompanying that planet in both its retrograde and direct movements in a constant manner, no one can doubt that they complete their revolutions about Jupiter and at the same time effect all together a twelve-year period about the center of the universe.
âGalileo Galilei, 1610
Which of the following is best demonstrated by the passage about intellectual thought at the time?",high_school_european_history,"['It led to better scientific tools, which led to a rise in the standard of living during the seventeenth century across Europe.'
 'The ideas of the ancient Greeks guided all of their ideas.'
 'It used information obtained through experimentation to conceptualize the universe.'
 'It provided experimental proof of the theories of ancient thinkers, such as Aristotle, on how the universe worked.']",2,0.9987926267048018,0.0002609268927747,0.0003350367622201,4.001443499042079e-05,,,0.0001087705115105,5.137955156209959e-05,,,0.0001396641013656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
As with a Commander of the Army, or leader of any enterprise, so it is with the mistress of the house. Her spirit will be seen through the whole establishment; and just in proportion as she performs her duties intelligently and thoroughly, so will her domestics follow in her path. Of all of those acquirements, which more particularly belong to the feminine character, there are none which take a higher rank, in our estimation, than such as enter into a knowledge of household duties; for on these are perpetually dependent the happiness, comfort, and well-being of the family.
Isabella Beeton, Book of Household Management, 1861
From the passage, one may infer that Beeton believed that",high_school_european_history,"['women held considerable power and responsibility in the public sphere of social life'
 'women were denied power and responsibility in the public sphere of social life'
 'women held considerable power and responsibility within the domestic sphere of social life'
 'women were denied power and responsibility within the domestic sphere of social life']",2,0.9998170312347334,1.3004680520270802e-05,2.259874617320644e-06,0.0001398134917541,4.784154602410365e-06,2.560773426741873e-06,,,,,,1.994332350015016e-06,,,,,,,,,,1.7599921216125088e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Read the the following quotation to answer questions.
What is tolerance? â¦ We are full of weakness and errors; let us mutually pardon our follies. This is the last law of nature. â¦ Of all religions, the Christian ought doubtless to inspire the most tolerance, although hitherto the Christians have been the most intolerant of all men.
Voltaire, Letters on the English Nation, 1733
From the quotation, one can infer that",high_school_european_history,"['Voltaire was an atheist' 'tolerance was a value of the Enlightenment'
 'Voltaire believed tolerance violated the laws of nature'
 'Voltaire believed tolerance was uniquely English']",1,1.3006478967936866e-05,0.9999464938334096,1.5534023898393598e-06,6.143825633382848e-06,,,3.288552885096093e-06,2.902137735082937e-06,,,,,,,1.5534023898393598e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
The following excerpt is from a speech by Vladimir I. Lenin.
The independence of our country cannot be upheld unless we have an adequate industrial basis for defense. And such an industrial basis cannot be created if our industry is not more highly developed technically. That is why a fast rate of development of our industry is necessary and imperative. We cannot go on indefinitely, that is, for too long a period, basing the Soviet regime and socialist construction on two different foundations, the foundation of the most large-scale and united socialist industry and the foundation of the most scattered and backward, small commodity economy of the peasants. We must gradually, but systematically and persistently, place our agriculture on a new technical basis, the basis of large-scale production, and bring it up to the level of socialist industry. Either we accomplish this taskâin which case the final victory of socialism in our country will be assured, or we turn away from it and do not accomplish itâin which case a return to capitalism may become inevitable.
âVladimir I. Lenin Industrialization of the Country and the Right Deviation in the C.P.S.U., November 19,1928
Which of the following policies of Joseph Stalin was NOT used to correct the problem cited by Lenin above?",high_school_european_history,"['Collectivization' 'Persecution of the better-off peasants'
 'The Berlin blockade' 'The five-year plans']",2,0.9994202563635136,1.299912550808118e-05,1.0123729124937096e-05,0.0004304719162678,,,,1.0123729124937096e-05,,,2.3649138036043367e-05,,,1.4729938960703712e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Read the the following petition to answer questions.
The Scribbling-Machines have thrown thousands of your petitioners out of employ, whereby they are brought into great distress, and are not able to procure a maintenance for their families, and deprived them of the opportunity of bringing up their children to labour. â¦ The number of Scribbling-Machines extending about seventeen miles south-west of Leeds exceed all belief, being no less than one hundred and seventy! And as each machine will do as much work in twelve hours, as ten men can in that time do by hand, â¦ [And, as the machines do] as much work in one day as would otherwise employ twenty men, â¦ [a] full four thousand men are left to shift for a living how they can, and must of course fall to the Parish, if not timely relieved. â¦ How are those men, thus thrown out of employ to provide for their families; and what are they to put their children apprentice to, that the rising generation may have something to keep them at work, in order that they may not be like vagabonds strolling about in idleness? â¦ Many more evils we could enumerate, but we would hope, that the sensible part of mankind, who are not biased by interest, must see the dreadful tendency of their continuance; a depopulation must be the consequence; trade being then lost, the landed interest will have no other satisfaction but that of being last devoured.
Leeds Woolen Workers Petition, 1786
The sentiments expressed by the Leeds woolen workers illustrate which of the following historical trends?",high_school_european_history,"['The social effects of industrialization' 'The rise of nationalism'
 'Imperial expansion' 'Cultural changes in a material age']",0,2.561115349705797e-06,1.473820124497633e-05,0.9999395204224488,6.14379633740914e-06,,,,6.14379633740914e-06,,,1.9945986398870694e-06,,,3.2885372040913565e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2885372040913565e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Florence is more beautiful and five hundred forty years older than your Venice. â¦ We have round about us thirty thousand estates, owned by nobleman and merchants, citizens and craftsman, yielding us yearly bread and meat, wine and oil, vegetables and cheese, hay and wood, to the value of nine thousand ducats in cash. â¦ We have two trades greater than any four of yours in Venice put togetherâthe trades wool and silk. â¦ Our beautiful Florence contains within the city â¦ two hundred seventy shops belonging to the wool merchant's guild, from whence their wares are sent to Rome and the Marches, Naples and Sicily, Constantinople â¦ and the whole of Turkey. It contains also eighty-three rich and splendid warehouses of the silk merchant's guild.
Benedetto Dei, ""Letter to a Venetian,"" 1472
From the passage, one may infer that the economy of Renaissance Florence was primarily based on",high_school_european_history,"['banking' 'the export of agricultural goods' 'war and conquest'
 'the manufacture and export of wool and silk products']",3,7.887895425878868e-06,6.604453979795172e-05,3.725977970704019e-06,0.9998223223531182,,4.005803829406893e-05,,,,,,4.784250416402573e-06,,,,,,,,,,2.901794561291094e-06,,,,,,,,,,,,,,,,,,,,,,,,,,2.259919876645848e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Perestroika [Restructuring] is an urgent necessity arising from the profound processes of development in our socialist society. This society is ripe for change. It has long been yearning for it. Any delay in beginning perestroika could have led to an exacerbated internal situation in the near future, which, to put it bluntly, would have been fraught with serious social, economic, and political crises.
Mikhail Gorbachev, Perestroika: New Thinking for Our Country and the World, 1987
From the passage, one may infer that Gorbachev believed that",high_school_european_history,"['the problems that required perestroika were the fault of capitalist enemies of socialism'
 'the problems that required perestroika were internal to the development of socialist society'
 'a socialist society could not work'
 'a socialist society could not coexist with capitalism']",1,3.288609337332269e-06,0.9999578929962356,6.961986021765011e-06,1.7602657317413605e-06,,2.9021875540065064e-06,1.370896330293931e-06,1.2098117652489824e-06,,,2.9021875540065064e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
The text below is the government proclamation.
On the basis of the above-mentioned new arrangements, the serfs will receive in time the full rights of free rural inhabitants.
The nobles, while retaining their property rights to all the lands belonging to them, grant the peasants perpetual use of their household plots in return for a specified obligation[; . . . the nobles] grant them a portion of arable land fixed by the said arrangements as well as other property. . . . While enjoying these land allotments, the peasants are obliged, in return, to fulfill obligations to the noblemen fixed by the same arrangements. In this status, which is temporary, the peasants are temporarily bound. . . .
[T]hey are granted the right to purchase their household plots, and, with the consent of the nobles, they may acquire in full ownership the arable lands and other properties which are allotted them for permanent use. Following such acquisition of full ownership of land, the peasants will be freed from their obligations to the nobles for the land thus purchased and will become free peasant landowners.
WE have deemed it advisable:
3. To organize Peace Offices on the estates of the nobles, leaving the village communes as they are, and to open cantonal offices in the large villages and unite small village communes.
4. To formulate, verify, and confirm in each village commune or estate a charter which will specify, on the basis of local conditions, the amount of land allotted to the peasants for permanent use, and the scope of their obligations to the nobleman for the land.
6. Until that time, peasants and household serfs must be obedient towards their nobles, and scrupulously fulfill their former obligations.
7. The nobles will continue to keep order on their estates, with the right of jurisdiction and of police, until the organization of cantons and of cantonal courts.
âAlexander II, ""The Abolition of Serfdom in Russia,"" Manifesto of February 19, 1861
Which of the following best describes the long-term effects of Tsar Alexander II's emancipation?",high_school_european_history,"['Food production soared, which allowed Russians to export agricultural goods while investing the profits into their industrial sector.'
 ""The program was a complete disaster as agricultural output plummeted until Pyotr Stolypin's reforms made privatized Russian farming profitable.""
 'The emancipation terms relegated former serfs to communal farming, thus keeping them in perpetual poverty, and made wealthy conservatives nervous.'
 'No longer tied to the land, former serfs moved to the cities, thus spurning the commencement of an industrial revolution in Russia.']",2,0.6641247722665297,0.0137824864023953,0.3137040448767202,0.0083595005701252,,3.6007907965284096e-06,,,,,,,,,,,,3.17768672479144e-06,,,,,,,,2.183990017305555e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Read the following governmental regulation.
Press Law
So long as this decree shall remain in force no publication which appears in the form of daily issues, or as a serial not exceeding twenty sheets of printed matter, shall go to press in any state of the union without the previous knowledge and approval of the state officials. Writings which do not belong to one of the above-mentioned classes shall be treated according to the laws now in force, or which may be enacted, in the individual states of the union. . . . Each state of the union is responsible, not only to the state against which the offense is directly committed, but to the whole Confederation, for every publication appearing under its supervision in which the honor or security of other states is infringed or their constitution or administration attacked. . . .
âCarlsbad Resolutions adopted by the Germanic States, 1819
According to the above-mentioned decrees, the German confederated states most feared which of the following?",high_school_european_history,"['The effect liberal, young students would have on an impressionable faculty and the surrounding communities, where they would surely spread their message.'
 'The dissemination of liberal ideas by the media and the sharing of nationalist or liberal ideas at the university in the classroom or in secret.'
 'The dissolution of the union of German states that they had just created.'
 ""Support of Bonapartism, which was growing in strength prior to the passage of these Carlsbad Resolutions and preceeding Napoleon's invasion.""]",1,5.827626498004726e-05,0.9996858672959236,1.473454728256545e-05,4.005265212876827e-05,,2.143863979441868e-05,2.3432743924267937e-05,,,,0.0001233708539308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""It's come! It's posted at the district mayor's office,"" a passerby shouted at me as he ran. I reached the Rue Drout in one leap. â¦ I read the message at a glance. â¦ ""The First Day of Mobilization Will Be Sunday, August 2 [1914]."" â¦ It was an announcement to a million and a half Frenchmen. â¦ War! â¦ Dead tired but exhilarated, I got back to [my newspaper's office] and burst into the office of Georges Clemenceau, our chief. ""What is Paris saying?"" he asked me. ""It's singing, sir!"" ""It will be all right then[,"" Clemenceau replied].
Roland DoregelÃ¨s, After 50 Years, c. 1965
From the passage, one may infer that Clemenceau",high_school_european_history,"['was disgusted to hear that Paris was reacting with joy at the advent of war'
 ""had grave doubts about France's ability to win a war against Germany""
 'would one day serve as prime minister of France'
 'was relieved to hear that Paris was reacting with joy at the advent of war']",3,3.533848814325707e-05,0.0002304358891681,9.605997016503113e-05,0.9994620596201752,,7.481157998634202e-05,,,,,,4.782544302021375e-06,,6.958560899472298e-06,,,,,,,,4.220580533007469e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
The following excerpt is from a speech by Vladimir I. Lenin.
The independence of our country cannot be upheld unless we have an adequate industrial basis for defense. And such an industrial basis cannot be created if our industry is not more highly developed technically. That is why a fast rate of development of our industry is necessary and imperative. We cannot go on indefinitely, that is, for too long a period, basing the Soviet regime and socialist construction on two different foundations, the foundation of the most large-scale and united socialist industry and the foundation of the most scattered and backward, small commodity economy of the peasants. We must gradually, but systematically and persistently, place our agriculture on a new technical basis, the basis of large-scale production, and bring it up to the level of socialist industry. Either we accomplish this taskâin which case the final victory of socialism in our country will be assured, or we turn away from it and do not accomplish itâin which case a return to capitalism may become inevitable.
âVladimir I. Lenin Industrialization of the Country and the Right Deviation in the C.P.S.U., November 19,1928
Which of the following events was most likely the greatest influence on Lenin in his desire to industrialize his new nation?",high_school_european_history,"['His exile in Switzerland and other places led him to see how the industrialization of the West was needed in the Soviet Union.'
 'Russia had a large percentage of its population working in factories before the revolution occurred, and he wanted to build on that.'
 'Trotsky was able to lead the Bolshevik revolt in 1917 because he had control of the rail and telegraph stations.'
 'The humiliating defeat of Russia during the First World War had led to his rise to power and he knew another defeat would spell his doom.']",3,2.429142399872637e-05,0.000139787493547,6.603093644313185e-05,0.9996126007460296,,8.936315485910019e-06,1.0126172068976064e-05,,,,8.936315485910019e-06,,,6.959609498199845e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Albeit the king's Majesty justly and rightfully is and ought to be the supreme head of the Church of England, and so is recognized by the clergy of this realm in their convocations, yet nevertheless, for corroboration and confirmation thereof, and for increase of virtue in Christ's religion within this realm of England, and to repress and extirpate all errors, heresies, and other enormities and abuses heretofore used in the same, be it enacted, by authority of this present Parliament, that the king, our sovereign lord, his heirs and successors, kings of this realm, shall be taken, accepted, and reputed the only supreme head in earth of the Church of England, called Anglicans Ecclesia; and shall have and enjoy, annexed and united to the imperial crown of this realm, as well the title and style thereof, as all honors, dignities, preeminences, jurisdictions, privileges, authorities, immunities, profits, and commodities to the said dignity of the supreme head of the same Church belonging and appertaining; and that our said sovereign lord, his heirs and successors, kings of this realm, shall have full power and authority from time to time to visit, repress, redress, record, order, correct, restrain, and amend all such errors, heresies, abuses, offenses, contempts, and enormities, whatsoever they be, which by any manner of spiritual authority or jurisdiction ought or may lawfully be reformed, repressed, ordered, redressed, corrected, restrained, or amended, most to the pleasure of Almighty God, the increase of virtue in Christ's religion, and for the conservation of the peace, unity, and tranquility of this realm; any usage, foreign land, foreign authority, prescription, or any other thing or things to the contrary hereof notwithstanding.
English Parliament, Act of Supremacy, 1534
The passage can be used as evidence for which of the following historical trends of the time period?",high_school_european_history,"['The consolidation of the power of the monarchy'
 'The increased power of the Catholic Church'
 'The increased piety of the nobility'
 'The increasing religiosity of the masses']",0,2.260156964111147e-06,4.006224076994524e-05,0.9999282715591314,6.961773562054581e-06,,,,1.5533816498183434e-06,1.5533816498183434e-06,,,,,2.260156964111147e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3708544944964369e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""But you, my dear Pangloss,"" said Candide, ""how can it be that I behold you again?""
""It is true,"" said Pangloss, ""that you saw me hanged&â¦.A surgeon purchased my body, carried home, and dissected me. He began with making a crucial incision on me from the navel to the clavicula. One could not have been worse hanged than I was. The executioner of the Holy Inquisition was a sub-deacon, and knew how to burn people marvellously well, but he was not accustomed to hanging. The cord was wet and did not slip properly, and besides it was badly tied; in short, I still drew my breath, when the crucial incision made me give such a frightful scream that my surgeon fell flat upon his back&â¦[At length he] sewed up my wounds; his wife even nursed me. I was upon my legs at the end of fifteen days&â¦.
One day I took it into my head to step into a mosque, where I saw an old Iman and a very pretty young devotee who was saying her paternosters&â¦.She dropped her bouquet; I picked it up, and presented it to her with a profound reverence. I was so long in delivering it that the Iman began to get angry, and seeing that I was a Christian he called out for help. They carried me before the cadi, who ordered me a hundred lashes on the soles of the feet and sent me to the galleys. I was chained to the very same galley and the same bench as the young Baron. On board this galley there were four young men from Marseilles, five Neapolitan priests, and two monks from Corfu, who told us similar adventures happened daily. The Baron maintained that he had suffered greater injustice than I&â¦.We were continually disputing, and received twenty lashes with a bull's pizzle when the concatenation of universal events brought you to our galley, and you were good enough to ransom us.""
""Well, my dear Pangloss,"" said Candide to him, ""when you had been hanged, dissected, whipped, and were tugging at the oar, did you always think that everything happens for the best?""
""I am still of my first opinion,"" answered Pangloss, ""for I am a philosopher and I cannot retract, especially as Leibnitz could never be wrong; and besides, the pre-established harmony is the finest thing in the world, and so is his plenum and materia subtilis.""
Voltaire, French Enlightenment writer, Candide, 1759
The critiques offered by Voltaire through Candide are most closely shared by what other philosopher?",high_school_european_history,['Cesare Baccaria' 'Jean-Jacques Rousseau' 'Adam Smith' 'David Hume'],3,2.144013236642418e-05,0.000158422340824,6.142700768297946e-06,0.9997747933351212,,1.9942429606719587e-06,,2.9016063864404838e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.142700768297946e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""After all the slaves had been brought together and severally marked with the letter G, the emperor's fifths and then CortÃ©s' were deducted before we were aware of it; and, besides this, on the night preceding, the finest of the Indian females had been secretly set apart, so that when it came to a division among us soldiers, we found none left but old and ugly women&â¦.Another soldier asked CortÃ©s if the division he had made of the gold in Mexico was not a sufficient imposition, for, at first, he had merely spoken of 300,000 pesos, but when we were obliged to retreat from the city, it was estimated at 700,000 pesos. And now he was going to deprive the poor soldier, who had undergone so many hardships, and suffered from innumerable wounds, of this small remuneration, and not even allow him a pretty Indian female for a companion&â¦
[Later], when CortÃ©s learnt that there were still a great many bars of gold among the men, and heavy gambling in consequence, (for, according to the old saying, gold and love cannot lie long concealed,) he made known, under threats of severe punishment, that everyone should produce the gold he had obtained on the night of our retreat, of which one third was to be returned to him; but that anyone who refused to pay this, should have the whole taken from him. Many of our men refused downright to comply with this; yet CortÃ©s managed to extort a good deal of it under the pretence of a loan&â¦""
The Memoirs of the Conquistador Bernal Diaz del Castillo, 1568
The motivations described in the text are most similar to those of which explorer?",high_school_european_history,"['Christopher Columbus' 'Vasco de Gama' 'Francisco Pizarro'
 'Bartholomew Dias']",2,0.9999462268654958,1.670064957644548e-05,1.855274583311307e-07,3.535527543077754e-05,,,,,,,8.763696593067845e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.382219719906477e-07,8.763696593067845e-08,8.763696593067845e-08,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
The passage below is written by John Calvin.
If we need to be recalled to the origin of election, to prove that we obtain salvation from no other source than the mere goodness of God, they who desire to extinguish this principle, do all they can to obscure what ought to be magnificently and loudly celebrated, and to pluck up humility by the roots. In ascribing the salvation of the remnant of the people to the election of grace, Paul clearly testifies, that it is then only known that God saves whom upon which there can be no claim. They who shut the gates to prevent anyone from presuming to approach and taste this doctrine, do no less injury to man than to God; for nothing else will be sufficient to produce in us suitable humility, or to impress us with a due sense of our great obligations to God. Nor is there any other basis for solid confidence, even according to the authority of Christ, who, to deliver us from all fear, and render us invincible amidst so many dangers, snares, and deadly conflicts, promises to preserve in safety all whom the Father has committed to His care.
âJohn Calvin, Institutes of the Christian Religion, 1559
Which of the following religions that started around the same time as Calvinism was destroyed for supporting adult baptism and pacifism?",high_school_european_history,['Huguenots' 'Lutherans' 'Presbyterians' 'Anabaptists'],3,8.938378128882765e-06,1.8922546647335185e-05,1.012850934966986e-05,0.9998438602162784,,7.888091012868931e-06,,,,,5.421400383272238e-06,,,5.421400383272238e-06,,,,,,,,7.888091012868931e-06,,,,,,,,,,,,1.669908880528582e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""After all the slaves had been brought together and severally marked with the letter G, the emperor's fifths and then CortÃ©s' were deducted before we were aware of it; and, besides this, on the night preceding, the finest of the Indian females had been secretly set apart, so that when it came to a division among us soldiers, we found none left but old and ugly women&â¦.Another soldier asked CortÃ©s if the division he had made of the gold in Mexico was not a sufficient imposition, for, at first, he had merely spoken of 300,000 pesos, but when we were obliged to retreat from the city, it was estimated at 700,000 pesos. And now he was going to deprive the poor soldier, who had undergone so many hardships, and suffered from innumerable wounds, of this small remuneration, and not even allow him a pretty Indian female for a companion&â¦
[Later], when CortÃ©s learnt that there were still a great many bars of gold among the men, and heavy gambling in consequence, (for, according to the old saying, gold and love cannot lie long concealed,) he made known, under threats of severe punishment, that everyone should produce the gold he had obtained on the night of our retreat, of which one third was to be returned to him; but that anyone who refused to pay this, should have the whole taken from him. Many of our men refused downright to comply with this; yet CortÃ©s managed to extort a good deal of it under the pretence of a loan&â¦""
The Memoirs of the Conquistador Bernal Diaz del Castillo, 1568
The encomienda system, which is described in the text and was used during the colonization of the Americas to regulate the indigenous people, was NOT ended by which of the following?",high_school_european_history,"['The protests of the Catholic missionaries against abuses of forced labor'
 'The lack of new land to assign to well-connected Spaniards and conquistadores'
 ""The Spanish royal crown's desire to control the estates more directly""
 'An increase in the number of mestizos, who by law were forbidden from working on the encomiendas']",1,6.142366863623966e-06,1.8919821905570343e-05,3.5346880790419404e-05,0.9997028225429856,,,,,,,0.000179506272311,7.88695517151374e-06,,3.7255338259908633e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
