question,subject,choices,answer,a,d,b,c,e,ad,the,none,cd,ab,output,f,3,?,sol,Unnamed: 19,.,'},Ð°,p,s,solution,den,4,n,1,g,}',u,z,he,',ex,bd,ac,what,unknown,peter,all,european,l,input
"This question refers to the following information.
""When the Portuguese go from Macao in China to Japan, they carry much white silk, gold, musk, and porcelain: and they bring from Japan nothing but silver. They have a great carrack which goes there every year and she brings from there every year about six hundred coins: and all this silver of Japan, and two hundred thousand coins more in silver which they bring yearly out of India, they employ to their great advantage in China: and they bring from there gold, musk, silk, copper, porcelains, and many other things very costly and gilded.
When the Portuguese come to Canton in China to traffic, they must remain there but certain days: and when they come in at the gate of the city, they must enter their names in a book, and when they go out at night they must put out their names. They may not lie in the town all night, but must lie in their boats outside of the town. And, their time expired, if any man remains there, he is imprisoned.""
Ralph Fitch, an account of his travels to the Far East, 1599 C.E.
In addition to the sources of silver mentioned in the first paragraph, the greatest volume of additional silver came to China from which of the following regions?",high_school_world_history,['Central Asia' 'Europe' 'The Middle East' 'The New World'],3,0.3687241425826532,0.153712436266091,0.2533539591386001,0.223693214525383,0.0002351486566264,,,5.841325527301651e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
But the decline of Rome was the natural and inevitable effect of immoderate greatness. Prosperity ripened the principle of decay; the causes of destruction multiplied with the extent of conquest; and, as soon as time or accident had removed the artificial supports, the stupendous fabric yielded to the pressure of its own weight. . . . The victorious legions, who, in distant wars, acquired the vices of strangers and mercenaries, first oppressed the freedom of the republic, and afterwards violated the majesty of the purple. The emperors, anxious for their personal safety and the public peace, were reduced to the base expedient of corrupting the discipline which rendered them alike formidable to their sovereign and to the enemy; the vigour of the military . . . was relaxed . . . ; and the Roman world was overwhelmed by a deluge of Barbarians.
âAdapted from Decline and Fall of the Roman Empire, by Edward Gibbon
The reasons given in the above passage for the fall of the Roman Empire could also be applied to which other classical empires?",high_school_world_history,['Tang and Ottoman' 'Ming and Aztec' 'Han and Gupta' 'Qin and Etruscan'],2,0.9819148023633748,0.0005429772652969,0.001475965233523,0.0158919784438604,,,,8.776410089123857e-06,,,,,,8.776410089123857e-06,2.7033246229533504e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Woman, wake up; the bell of reason is being heard throughout the whole universe; discover your rights. Enslaved man has multiplied his strength, [but] having become free, he has become unjust to his companion. Oh, women, women! When will you cease to be blind? What advantage have you received from the Revolution? A more pronounced scorn, a more marked disdain. If our leaders persist, courageously oppose the force of reason to their empty pretentions of superiority. Regardless of what barriers confront you, it is in your power to free yourselves!
Olympe de Gouges, ""Declaration of the Rights of Woman and the Female Citizen,"" 1791
The independence? Nothing of what I hoped for was achieved. I had expected that my children would be able to have an education, but they did not get it. We were poor peasants then, we are poor peasants now. Nothing has changed. Everything is the same. The only thing is that we are free, the war is over, we work without fearâbut apart from that, nothing has changed.
Halima Ghomri, interviewed in the 1970s, after Algeria's war of independence
Which of the following factors is likeliest to have prevented the sort of progress hoped for by the speaker in the second passage?",high_school_world_history,"['Failure to eradicate Islamic traditionalism'
 'Lack of industrial assets or infrastructure'
 ""Hostility to women's rights on the part of new elites""
 'Prioritization of national liberation over social reform']",3,0.0015149738146497,0.9918454002082098,0.0027853231491869,0.0031561846177923,0.0005484626472914,,,,,,1.4616034473024155e-05,2.4097766928961262e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""And then Shapur, King of Kings, passed away. Then his son Hormizd, King of Kings, rose over the empire. And Hormizd, King of Kings, conferred on me cap and belt and created for me a higher rank and dignity, and at court and in kingdom after kingdom, place after place, throughout the whole empire he gave me more authority and power in matters of the divine services, and created for me the title ""Kerdir, Ahura Mazda's [Chief Priest]"" after the name of Ahura Mazda, the Deity. And thereupon in kingdom after kingdom, place after place, many divine services were performed in magnificence, and many Warham fires were established, and many magi became happy and prosperous, and many fires and magi were imperially installedâ¦
And then Hormizd, King of Kings, passed away. Then Bahram, King of Kings, son of Shapur, King of Kings, and brother of Hormizd, King of Kings, rose over the empire. And Bahram, King of Kings, also held me in high honor and dignity and at court and in kingdom after kingdom, place after place, gave me authority and power for divine services of every sort. And thereupon in kingdom after kingdom, place after place, many divine services were performed in magnificence and many Warharan fires were established, and many magi became happy and prosperous, and many fires and magi were imperially installedâ¦
And in kingdom after kingdom and place after place throughout the whole empire the services of Ahura Mazda and the gods became preeminent, and great dignity came to the Mazdayanian religion and the magi in the empire, and the gods and water and fire and small cattle in the empire attained great satisfaction, while Ahriman [the evil counterpart to Ahura Mazda] and the demons were punished and rebuked, and the teachings of Ahriman and the demons departed from the empire and were abandoned. And Jews, Buddhists, Hindus, Nasoreans [Orthodox Christians], Christians, Maktak [Baptists], and Manichaeans in the empire were smitten, and destruction of idols and scattering of the stores of the demons and god-seats and nests was abandoned.""
Excerpt from the inscription of Kerdir at Naqsh-e-Rustam, Persia, late third century C.E.
The source best supports which of the following inferences about sources of political authority in the period circa 600 B.C.E.â600 C.E.?",high_school_world_history,"['Rulers derived legitimacy for their rule by their sponsorship of religion and chief priests.'
 'Rulers were limited in their political authority by powerful religious figures.'
 'Rulers derived legitimacy for their rule through victories over foreign peoples.'
 'Rulers derived legitimacy for their rule through the consent of those they governed.']",0,0.9973754682402398,0.0001230762436311,0.0021815786176387,0.0002029184207925,1.1447873935319985e-05,,,,,4.772183849702443e-06,,,,,2.7462021951889005e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""Al-Zawawi also said 'This sultan Musa told me that at a town called ZKRY he has a copper mine from which ingots are brought to BYTY. ""There is nothing in my kingdom, Musa said, on which a duty is levied except this crude copper which is brought in. Duty is collected on this and on nothing else. We send it to the land of the pagan Sudan and sell it for two-thirds of its weight in gold, so that we sell 100 measures of this copper for 66 2/3 measures of gold.' He also stated that there are pagan nations in his kingdom from whom he does not collect the tribute (jizya) but whom he simply employs in extracting the gold from its deposits. The gold is extracted by digging pits about a man's height in depth and the gold is found embedded in the sides of the pits or sometimes collected at the bottom of them.""
From N. Levtzion & J.F.P. Hopkins, eds. Corpus of Early
Arabic Sources for West African History. Cambridge
University Press, 1981. Reprinted with permission of
Cambridge University Press.
Al' Umari, ca. 1300â1384
Based on your knowledge of world history and the passage, Mansa Musa's assertion about the lack of duties levied on goods in his kingdom most strongly reflects which of the following about the kingdom of Mali?",high_school_world_history,"[""Mali's wealth came in large part from its exploitation of minerals.""
 ""Mali's wealth came in large part from its conquest of pagan neighbors.""
 ""Mali's wealth came in large part from large agricultural estates.""
 ""Mali's wealth came in large part from the exploitation of the slave trade.""]",0,0.9988685319507448,0.0001582580474244,0.0007092633614351,9.59883579091749e-05,8.928308081092253e-06,,8.928308081092253e-06,,,,,,,,6.953373325057399e-06,,4.217434110075292e-06,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""When the Portuguese go from Macao in China to Japan, they carry much white silk, gold, musk, and porcelain: and they bring from Japan nothing but silver. They have a great carrack which goes there every year and she brings from there every year about six hundred coins: and all this silver of Japan, and two hundred thousand coins more in silver which they bring yearly out of India, they employ to their great advantage in China: and they bring from there gold, musk, silk, copper, porcelains, and many other things very costly and gilded.
When the Portuguese come to Canton in China to traffic, they must remain there but certain days: and when they come in at the gate of the city, they must enter their names in a book, and when they go out at night they must put out their names. They may not lie in the town all night, but must lie in their boats outside of the town. And, their time expired, if any man remains there, he is imprisoned.""
Ralph Fitch, an account of his travels to the Far East, 1599 C.E.
The description of the route Portuguese sailors took in the first paragraph most directly supports which of the following historical developments?",high_school_world_history,"[""Chinese merchants' domination of East Asian trade""
 'Competition between Dutch and Portuguese traders for markets in Japan'
 'European participation in East Asian trade patterns'
 'Jesuit missionary work in Japan and China']",2,0.0027964475302833,0.0011588420387546,0.0058850854706961,0.9899784409259104,5.09159657367771e-05,,1.458766842035572e-05,,,,1.136088758895904e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The spontaneous forces of capitalism have been steadily growing in the countryside in recent years, with new rich peasants springing up everywhere and many well-to-do middle peasants striving to become rich peasants. On the other hand, many poor peasants are still living in poverty for lack of sufficient means of production, with some in debt and others selling or renting out their land. If this tendency goes unchecked, the polarization in the countryside will inevitably be aggravated day by day. Those peasants who lose their land and those who remain in poverty will complain that we are doing nothing to save them from ruin or to help them overcome their difficulties. Nor will the well-to-do middle peasants who are heading in the capitalist direction be pleased with us, for we shall never be able to satisfy their demands unless we intend to take the capitalist road. Can the worker-peasant alliance continue to stand in these circumstances? Obviously not! There is no solution to this problem except on a new basis. And that means to bring about, step by step, the socialist transformation of the whole of agriculture simultaneously with the gradual realization of socialist industrialization and the socialist transformation of handicrafts and capitalist industry and commerce; in other words, it means to carry out co-operation and eliminate the rich-peasant economy and the individual economy in the countryside so that all the rural people will become increasingly well off together. We maintain that this is the only way to consolidate the worker-peasant alliance.""
Mao Zedong, On the Question of Agricultural Co-operation, 1955
Mao's quotation is best understood in the context of which of the following?",high_school_world_history,"['Governments in communist countries implementing liberal political and economic reforms to mitigate social unrest'
 'Governments promoting collectivization of the land to reduce inequality between sectors of the population'
 'Governments promoting policies intended to hasten industrialization'
 'Governments promoting capitalist policies to reduce inequality between sectors of the population']",1,0.0006372948045581,1.0115632037501689e-05,0.998600336710046,0.0004873986788964,2.1414793191438775e-05,,8.92701394078074e-06,,,,,,,,4.000810080915258e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
As for their men there is no sexual jealousy in them. And none of them derives his genealogy from his father but, on the contrary, from his maternal uncle. A man does not pass on inheritance except to the sons of his sister to the exclusion of his own sons. . . . They are Muslims keeping to the prayers, studying fiqh (Islamic jurisprudence) and learning the Qur'an by heart. With regard to their women, they are not modest in the presence of men; they do not veil themselves in spite of their perseverance in the prayers. He who wishes to marry among them can marry, but the women do not travel with the husband, and if one of them wanted to do that, she would be prevented by her family. The women there have friends and companions amongst men outside the prohibited degrees of marriage [i.e., other than brothers, fathers, etc.]. Likewise for the men, there are companions from amongst women outside the prohibited degrees. One of them would enter his house to find his wife with her companion and would not disapprove of that conduct.
âAdapted from an account by Ibn Battuta of his travels in Mali during the 1300s
What evidence is there in the passage that the Malians take their Muslim faith seriously?",high_school_world_history,"['The genealogy is derived from the maternal side.'
 'They study Islamic law faithfully.'
 'The men do not yield to sexual jealousy.'
 'They enjoy friendship with all, regardless of gender.']",1,0.0003452287242196,7.477299181936521e-05,0.9989829043453642,0.0003351093001933,3.117002038722517e-05,,,,,,,,,,,,8.930360359169931e-06,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The spontaneous forces of capitalism have been steadily growing in the countryside in recent years, with new rich peasants springing up everywhere and many well-to-do middle peasants striving to become rich peasants. On the other hand, many poor peasants are still living in poverty for lack of sufficient means of production, with some in debt and others selling or renting out their land. If this tendency goes unchecked, the polarization in the countryside will inevitably be aggravated day by day. Those peasants who lose their land and those who remain in poverty will complain that we are doing nothing to save them from ruin or to help them overcome their difficulties. Nor will the well-to-do middle peasants who are heading in the capitalist direction be pleased with us, for we shall never be able to satisfy their demands unless we intend to take the capitalist road. Can the worker-peasant alliance continue to stand in these circumstances? Obviously not! There is no solution to this problem except on a new basis. And that means to bring about, step by step, the socialist transformation of the whole of agriculture simultaneously with the gradual realization of socialist industrialization and the socialist transformation of handicrafts and capitalist industry and commerce; in other words, it means to carry out co-operation and eliminate the rich-peasant economy and the individual economy in the countryside so that all the rural people will become increasingly well off together. We maintain that this is the only way to consolidate the worker-peasant alliance.""
Mao Zedong, On the Question of Agricultural Co-operation, 1955
Mao's view of the cooperation of peasant labor most directly reflects the influence of which of the following?",high_school_world_history,"['The ideals of communism as stated by Joseph Stalin'
 'The ideals of the Enlightenment as stated by political revolutionaries such as Maximilian Robespierre'
 'The ideals of classical liberalism as stated by Adam Smith'
 'The ideals of globalization as evidenced by multinational trade blocs such as NAFTA or the European Union']",0,0.9862210869699368,0.0005454339234757,0.0021572330146301,0.0109553332091313,,,5.34724348082614e-06,1.533720949728538e-05,,,,,,,2.114875822280427e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""After the Tencteri came, in former days, the Bructeri; but the general account now is, that the Chamavi and Angrivarii entered their settlements, drove them out and utterly exterminated them with the common help of the [neighboring] tribes, either from hatred of their tyranny, or from the attractions of plunder, or from heaven's [favorable] regard for us. It did not even grudge us the spectacle of the conflict. More than sixty thousand fell, not beneath the Roman arms and weapons, but, grander far, before our delighted eyes. May the tribes, I pray, ever retain if not love for us, at least hatred for each other; for while the destinies of empire hurry us on, fortune can give no greater boon than discord among our foes.""
Germania, Publius Cornelius Tacitus, ca. 98 C.E.
The views expressed in the excerpt are best seen as evidence of which of the following in Roman society?",high_school_world_history,"['Disgust for barbarian peoples' 'Concern about barbarian attacks'
 'Absence of Stoicism among the aristocracy' 'Maintenance of large armies']",1,0.6958703442815013,0.0036510812090552,0.290041374590866,0.009924667704803,0.0002334058127868,,,2.4600791675970854e-05,,3.15880417825868e-05,,1.6907860368664963e-05,,,,,,,,,,,,,,,1.4921134404679664e-05,,,,,,,,,,,,,,,
"This question refers to the following information.
I have, in conformity without resolve, put together some few points concerning the reformation of the Christian estate, with the intent of placing the same before the Christian nobility of the German nation. . . . It is not out of mere arrogance and perversity that I, an individual poor man, have taken upon me to address your lordships. The distress and misery that oppress all the Christian estates, more especially in Germany, have led not only myself, but every one else, to cry aloud and to ask for help. . . . These Romanists have, with great adroitness, drawn three walls around themselves, with which they have hitherto protected themselves, so that no one could reform them, whereby all Christendom has fallen terribly. . . . That the Temporal Power Has no Jurisdiction over the Spirituality . . . That No One May Interpret the Scriptures but the Pope . . . That No One May Call a Council but the Pope. . . . Let us now consider the matters which should be treated in the councils, and with which popes, cardinals, bishops, and all learned men should occupy themselves day and night. . . . It is a distressing and terrible thing to see that the head of Christendom, who boasts of being the vicar of Christ and the successor of St. Peter, lives in a worldly pomp that no king or emperor can equal. What is the use in Christendom of the people called ""cardinals""? I will tell you. In Italy and Germany there are many rich convents, endowments, fiefs, and benefices, and as the best way of getting these into the hands of Rome, they created cardinals, and gave them the sees, convents, and prelacies, and thus destroyed the service of God.
âMartin Luther, Address to the Christian Nobility of the German Nation
In his letter, Martin Luther avoided speaking about which of the following topics?",high_school_world_history,"['The wealth of the church' 'The power of the clergy'
 'The sale of indulgences' 'The political nature of the church']",2,0.1672168367146908,0.1014236088540639,0.0696987574675815,0.6613426834788914,0.000221835972588,,,,,,,1.2515129176481463e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""MAHATMA GANDHI'S MESSAGE.
REMAIN NON-VIOLENT
The following message was sent by Mahatma Gandhi from Waltair:â
Maulana Mohamed AH was arrested at Waltair under sections 107 and 108 to be called upon to give security, to be of good behaviour for one year. The place and date of trial is unknown.
The Begum Saheba and Mr. Hayat were permitted to see him after arrest.
He and I were going to address a meeting outside the station. He was arrested. I continued going to the meeting and addressed them. There is no cause for sorrow, but every cause for congratulation. There should be no hartal. Perfect peace and calmness should be observed. I regard the arrest as a prelude to Swaraj and the redress of the Khilafat and the Punjab wrongs, if we can remain non-violent. Retain Hindu-Muslim Unity despite the madness of some Moplahs, and fulfil the Swadeshi programme.
I hope every Indian, man or woman, will completely boycott foreign cloth and take up spinning or weaving during every spare minute.
By striving like the Maulana, be insistent on religious and national rights.
Let us earn imprisonment. I am conscious of the Maulana's innocence and I am sure the imprisonment of the innocent will enable the nation to reach the cherished goal.""
Mohandas Gandhi, The Pilgrims' March, 1921
The instructions indicated in the fourth paragraph to remain nonviolent most likely inspired which of the following historical developments?",high_school_world_history,"['The Zionist movement that created the modern state of Israel'
 'The independence movements that freed the states of southeast Asia from colonial rule'
 'The civil rights movements that changed the legal status of minorities in the United States'
 'The communist movement that changed the government of Cuba']",2,0.0037460450296768,0.0002351693694821,0.0948741176163733,0.9002831091926025,,,6.737715243121719e-05,,,,,,,,0.0002538438346521,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
An Act to place certain restrictions on Immigration and to provide for the removal from the Commonwealth of Prohibited Immigrants.
â¦
3. The immigration into the Commonwealth of the persons described in any of the following paragraphs in this section (hereinafter called ""prohibited immigrants"") is prohibited, namely
(a) Any person who when asked to do so by an officer fails to write out at dictation and sign in the presence of the officer a passage of fifty words in length in a European language directed by the officer;
(b) Any person in the opinion of the Minister or of an officer to become a charge upon the public or upon any public or charitable organisation;
â¦
(g) Any persons under a contract or agreement to perform manual labour within the Commonwealth: Provided that this paragraph shall not apply to workmen exempted by the Minister for special skill required by Australiaâ¦
Immigration Restriction Act of 1901 (Australia)
Whereas in the opinion of the Government of the United States the coming of Chinese laborers to this country endangers the good order of certain localities within the territory thereof;
Therefore,
Be it enacted by the Senate and House of Representatives of the United States of America in Congress assembled, That from and after the expiration of ninety days next after the passage of this act, the coming of Chinese laborers to the United States be suspended; and during such suspension it shall not be lawful for any Chinese laborer to come, or having so come after the expiration of said ninety days to remain within the United States.
SEC. 2. That the master of every vessel who shall knowingly bring within the United States on such vessel, and land or permit to be landed, any Chinese laborer, from any foreign port or place, shall be deemed guilty of a misdemeanor, and on conviction thereof shall be punished by a fine of not more than five hundred dollars for each and every such Chinese laborer so brought, and may be also imprisoned for a term not exceeding one yearâ¦.
Chinese Exclusion Act of 1882 (United States)
Which of the following economic activities did the most to drive the rising levels of immigration that led to the enactment of the law described in the second passage?",high_school_world_history,"['Railroad construction' 'Fertilizer harvesting' 'Sugarcane production'
 'Gold mining']",0,0.0931916869316461,0.8819917891121004,0.0161542407050361,0.0031809585988804,0.0002033519767792,,,,,,0.0021862387412884,,,0.0001397616334613,,,,,,,,,,,,,0.0002304279779155,,,,,,,,,,,,,,,
"This question refers to the following information.
""The quicksilver mines of Huancavelica are where the poor Indians are so harshly punished, where they are tortured and so many Indians die; it is there that the noble caciques [headmen] of this kingdom are finished off and tortured. The same is true in all the other mines: the silver mines of Potosi [and others]â¦.The owners and stewards of the mines, whether Spaniards, mestizos, or Indians, are such tyrants, with no fear of God or Justice, because they are not audited and are not inspected twice a yearâ¦.
And they are not paid for the labor of traveling to and from the mines or for the time they spend at the mines. The Indians, under the pretext of mining chores, are made to spend their workdays herding cattle and conveying goods; they are sent off to the plains, and the Indians die. These Indians are not paid for their labor, and their work is kept hidden.
And [the mine owners] keep Indian cooking women in their residences; they use cooking as a pretext for taking concubinesâ¦.And they oblige the Indians to accept corn or meat or chicha [corn beer]â¦at their own expense, and they deduct the price from their labor and their workdays. In this way, the Indians end up very poor and deep in debt, and they have no way to pay their tribute.
There is no remedy for all this, because any [colonial official] who enters comes to an agreement with the mine owners, and all the owners join forces in bribing himâ¦.Even the protector of the Indians is useless;â¦he [does not] warn Your Majesty or your royal Audiencia [court] about the harms done to the poor Indians.""
Excerpt from The First New Chronicle and Good Government [abridged], by Felipe Guaman Poma de Alaya. Selected, translated, and annotated by David Frye. Copyright 2006 Hackett Publishing Company. Reprinted with permission from the publisher.
Felipe Guaman Poma de Ayala, The First New Chronicle and Good Government, ca. 1610
The views expressed in the passage are best seen as evidence for which of the following in the society of Spanish South America?",high_school_world_history,"['The formal adoption of debt slavery as a means to clear debts'
 'The absence of corruption among elites'
 ""The king's lack of interest in the welfare of Native American subjects""
 'The imposition of social stratification based on origin of birth']",3,0.0099314279452369,0.0015230338032646,0.0942267872876507,0.8940374441735415,0.0001103281986634,,1.0262121044212444e-05,,,,1.6919377248092467e-05,1.917216615553004e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The Chinese are all infidels: they worship images, and burn their dead just like the [Hindus]. The King of China is a Tartar, and one of the descendants of [Ghenghis] Khanâ¦In all the Chinese provinces, there is a town for the [Muslims], and in this they reside. They also have cells, colleges, and mosques, and are made much of by the Kings of Chinaâ¦
When we approached this city [of Hangzhou] we were met by its judge, the [elders] of Islamism, and the great merchants. The [Muslims] are exceedingly numerous here. This whole city is surrounded by a wall: each of the six [districts of Hangzhou] is also surrounded by a wall. In the first reside the guards, with their commander. I was told that, in the muster-rolls, these amount to twelve thousandâ¦In the second division are the Jews, Christians, and the Turks who worship the sun: these are numerous, their number is not known: and theirs is the most beautiful city. Their streets are well disposed, and their great men are exceedingly wealthy. There are in the city a great number of [Muslims], with some of whom I resided for fifteen days; and was treated most [honorably]â¦""
Ibn Battuta, Voyages, 1332â1346 C.E.
Which of the following conclusions about the period 600 C.E.â1450 C.E. is most directly supported by the passage?",high_school_world_history,"['Long-distance contact between civilizations stagnated.'
 'New religious traditions overturned prior lasting religious beliefs.'
 'The empires of steppe nomads united trade links across Eurasia.'
 'Technological developments spread across trade routes.']",2,0.0116189169668221,0.027601741419353,0.0455398965106836,0.9146100503151172,0.0003066277229827,,,,,,,2.8520821031072984e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Every two months His Majesty sends from Lima 60,000 pesos to pay for the mita of the Indians. Up on the Huanacavelica range there are 3,000 or 4,000 Indians working in the mercury mine, with picks and hammers, breaking up the ore. And when they have filled up their little sacks, the poor fellows, loaded down, climb up those ladders and rigging, so distressing that a man can hardly get up them. That is the way they work in this mine, with many lights and the loud noise of the pounding and great confusion. Nor is that the greatest evil; that is due to thievish and undisciplined superintendents. According to His Majesty's warrant, the mine owners at PotosÃ­ have a right to the mita of 13,300 Indians. These mita Indians earn each day 4 reals. Besides these there are others not under obligation, who hire themselves out voluntarily: these each get from 12 to 16 reals, and some up to 24, according to how well they wield their picks or their reputation for knowing how to get the ore out.
Antonio Vasquez de Espinosa, report on mining in Huanacavelica and PotosÃ­, 1620s
The third principal reason the local Yakut and Tungus natives are ruined is that from the time they first came under Russian control, they have been forced to pay yasak tribute. Some have paid in sables, others in red foxes, still others in cash. At first there were plenty of furbearing animals there, but now there are no sables and not many foxes in those lands, from the shores of the Arctic Ocean all the way south to the great Lena River. Moreover, almost half the natives cannot hunt because they no longer have horses, many of which have been pawned to the yasak collectors.
Heinrich von FÃ¼ch, ""On the Treatment of Natives in Northeast Siberia,"" 1744
Both passages are best seen in the context of which of the following broad developments?",high_school_world_history,"['Emerging systems of coerced labor' 'The expansion of chattel slavery'
 'Increased reliance on prison-camp workforces'
 'Colonization of overseas territories by joint-stock companies']",0,0.9974976981187454,0.0013233728885655,0.0007083504627968,0.0002299678351586,0.0001230929119604,,4.772830150965309e-06,,,,,,,,1.1449424331451934e-05,,,,,,,4.772830150965309e-06,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Source 1:
""You may well ask: ""Why direct action? Why sit-ins, marches and so forth? Isn't negotiation a better path?"" You are quite right in calling, for negotiation. Indeed, this is the very purpose of direct action. Nonviolent direct action seeks to create such a crisis and foster such a tension that a community which has constantly refused to negotiate is forced to confront the issue. It seeks so to dramatize the issue that it can no longer be ignored. My citing the creation of tension as part of the work of the nonviolent-resister may sound rather shocking. But I must confess that I am not afraid of the word ""tension."" I have earnestly opposed violent tension, but there is a type of constructive, nonviolent tension which is necessary for growth. Just as Socrates felt that it was necessary to create a tension in the mind so that individuals could rise from the bondage of myths and half-truths to the unfettered realm of creative analysis and objective appraisal, we must we see the need for nonviolent gadflies to create the kind of tension in society that will help men rise from the dark depths of prejudice and racism to the majestic heights of understanding and brotherhood.""
Martin Luther King, Jr., Letter from a Birmingham Jail, 1966
Source 2:
""We, men and women, who hereby constitute ourselves as the National Organization for Women, believe that the time has come for a new movement toward true equality for all women in America, and toward a fully equal partnership of the sexes, as part of the world-wide revolution of human rights now taking place within and beyond our national borders.
The purpose of NOW is to take action to bring women into full participation in the mainstream of American society now, exercising all the privileges and responsibilities thereof in truly equal partnership with men.
We believe the time has come to move beyond the abstract argument, discussion and symposia over the status and special nature of women which has raged in America in recent years; the time has come to confront, with concrete action, the conditions that now prevent women from enjoying the equality of opportunity and freedom of which is their right, as individual Americans, and as human beings.""
National Organization for Women, Statement of Purpose, 1966
Source 3:
""The long-term goal of Gay Liberation, which inevitably brings us into conflict with the institutionalized sexism of this society, is to rid society of the gender-role system which is at the root of our oppression. This can only be achieved by eliminating the social pressures on men and women to conform to narrowly defined gender roles. It is particularly important that children and young people be encouraged to develop their own talents and interests and to express their own individuality rather than act out stereotyped parts alien to their nature.
As we cannot carry out this revolutionary change alone, and as the abolition of gender rotes is also a necessary condition of women's liberation, we will work to form a strategic alliance with the women's liberation movement, aiming to develop our ideas and our practice in close inter-relation. In order to build this alliance, the brothers in gay liberation will have to be prepared to sacrifice that degree of male chauvinism and male privilege that they still all possess.""
Gay Liberation Front, Manifesto, 1971
According to the text, the authors of Source 3 see which of the following as an obstacle to achieving Gay Liberation?",high_school_world_history,"['Rigid societal gender roles'
 ""Conflicts with the women's rights movement""
 'Societal privileging of some races over others' 'Inequity in pay scales']",0,0.994942765688938,0.0035880342289752,0.0013199640270594,7.446727469055259e-05,7.84879300761959e-06,4.201156157408323e-06,,,,,,4.7605336008594135e-06,,,,3.707507296187046e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
At the peak of their power, the domains of the Mongol khans, or rulers, made up a vast realm in which once-hostile peoples lived together in peace and virtually all religions were tolerated. . . . The law code first promulgated by Chinggis Khan ordered human interaction. The result was an important new stage in international contact. From eastern Europe to southern China, merchants and travelers could move across the well-policed Mongol domains without fear for their lives or property. The great swath of Mongol territory that covered or connected most of Europe, Asia, and the Middle East served as a bridge between the civilizations of the Eastern Hemisphere. The caravans and embassies that crossed the Mongol lands transmitted new food, inventions, and ideas from one civilized pool to others and from civilized pools to the nomadic peoples who served as intermediaries. Secure trade routes made for prosperous merchants and wealthy, cosmopolitan cities. They also facilitated the spread of foods [and] inventions . . . a major force for economic and social development and the enhancement of civilized life.
âRobert Guisepi, 1992
Which statement most accurately compares the Mongol (post-classical) empire with the Persian (classical) empire?",high_school_world_history,"['Both the Mongols and the Persians allowed conquered peoples to maintain their local traditions and cultures.'
 'The Mongols invested in building large-scale monuments, whereas the Persians focused on public works.'
 'Both the Persians and the Mongols improved the social, economic, and legal status of women.'
 'The Mongols created a new syncretic belief system, but the Persians maintained a traditional monotheistic religion.']",0,0.9992635885475816,0.0001583335287367,0.0003798223902932,0.0001397288486854,5.41787541901759e-06,,3.286107552137599e-06,,,,,,,,5.41787541901759e-06,1.993124981484685e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""At least one of the [world's] societies would have to somehow enormously increase its productivity [in order to achieve global hegemony]. That quantum jump would have to be made before the various scientific, technological, agricultural, and industrial revolutions on which our post-quantum-leap world rests. It could only be accomplished by exploiting the ecosystems, mineral resources, and human assets of whole continents outside the lands of the society making the jump. Western Europe did just that by means of its brutality and guns and, more important, by geographical and ecological luck.""
Copyright Â© 2015 Cambridge University Press.
Alfred Crosby, historian, Ecological Imperialism, 2004
Which of the following would best support the author's assertion regarding the ""quantum jump"" that would help Western Europe achieve global hegemony between 1450 and 1750 C.E.?",high_school_world_history,"['The colonization of the interior of Africa'
 'The conquest of the Aztec Empire'
 'The reformation of Catholic Christianity'
 'The isolationism of Tokugawa Japan']",1,0.7418576095194774,0.0154000460199353,0.2408356330772177,0.0018387288613559,2.6228071080125547e-05,,,,,3.132496381009901e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
