question,subject,choices,answer,b,a,<|end|>,Ã¢ÂÂ,c,d,ÃÂ±,Ã¢ÂÂÃ¢ÂÂ,none,not,error,ÃÂ,ÃÂ°,aa,an,ÃÂ­a,...,Ã¢ÂÂÃ¢ÂÂÃ¢ÂÂÃ¢ÂÂ,ai,e,option,ci,such,j,solution,s,ÃÂ´,article,Ã¢ÂÂ,**,all,ab,civil,bb,jeremy,'b,Ã¯Â»Â¿,ap,al,good,armed
Is the recognition of foreign judgments subject to the same rules as those applicable to the incorporation and transformation of treaties?,international_law,"['Foreign judgments are enforced on the basis of the doctrine of incorporation'
 'Foreign judgments are enforced on the basis of the doctrine of transformation'
 'The recognition of foreign judgments is dependent on the existence of appropriate bilateral or multilateral treaties'
 'The courts exercise discretion as to the enforcement of foreign judgments on the basis of the rule of comity']",2,4.058652552227191e-10,4.599055861091967e-10,5.4927889271466784e-11,4.508755715262016e-12,8.764249138810878e-08,0.999999911419845,,,,,,,,,,,,,,2.911071483582257e-12,,,,,,,9.54503592411218e-12,,,,,,,,,,,,,,
What was the most important finding by the House of Lords in the Pinochet case?,international_law,"['The Pinochet case confirmed that former heads of State enjoy absolute immunity'
 'The Pinochet case confirmed that all public acts enjoy immunity'
 'The Pinochet case confirmed that former heads of State cease to enjoy personal immunity once removed from office'
 'The Pinochet case confirmed that in respect of immunities there is no difference between a current and a former head of State']",2,1.388794386110644e-11,1.463778513719323e-12,1.0060392790038749e-12,,0.9999999997311328,1.4930946757824348e-10,,,,,,1.0261879628851502e-10,,,,,1.0603575988578549e-13,,,4.752193061451164e-13,,,,,,,,,,,,,,,,,,,,,
Which one of the statements below is false?,international_law,"['The war crimes trials at Nuremberg and Tokyo took place immediately after the First World War'
 ""The war crimes trials introduced a 'crime against humanity' as an offence""
 'The war crimes trials held individuals legally responsible for acts such as war crimes and crimes against humanity'
 'The war crimes trials found that ""superior orders"" could not be used as a defence for war crimes or crimes against humanity']",0,2.4133627712388656e-12,0.9999999998787474,1.879528816076204e-12,2.5436656467504844e-13,,,,,,,,,1.1628233027357237e-10,,,1.981008797561109e-13,,,,,,,,,2.2447770544681442e-13,,,,,,,,,,,,,,,,
Which State exercises jurisdiction over vessels on the high seas?,international_law,"['All States may exercise jurisdiction over foreign vessels on the high seas'
 'States may exercise jurisdiction over foreign vessels on the high seas only in cases of criminal activity that concerns them'
 'The flag State is to exercise exclusive jurisdiction over its vessels on the high seas, with the exception of specific cases, such as piracy'
 'The flag State is the only State to exercise exclusive jurisdiction over its vessels on the high seas with no exception']",2,2.2897348439463104e-11,,1.3887943854657594e-11,1.3887943854657594e-11,0.9999999994802128,5.7893563244342935e-12,,2.4133627700422253e-12,,,,4.5990553752392965e-10,,,,,,,,,,,,,,,,,,,,,,,,,1.0060392785367218e-12,,,,
Should treaties assume a particular form?,international_law,"['Treaties should always be designated as such and assume a particular form'
 'Treaties should always assume a particular form, no matter how they are designated'
 'Treaties do not have to assume a particular form or designated as such'
 'Treaties have to be designated as such, no matter what form they assume']",2,6.560200167210535e-12,1.2015425730044176e-13,5.384940216979776e-13,2.543665647011188e-13,0.999999999873418,4.8473687055732875e-11,,1.0603575989999234e-13,,,,7.052879850098078e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the fundamental premise of monist theory?,international_law,"['Monism posits that international law is superior to domestic laws'
 'Monism posits that international and domestic law are part of the same legal order'
 'Monism posits that domestic laws are superior to international law'
 'Monism posits that domestic and international law never clash']",1,0.999999999932112,4.8473687026512506e-11,9.545034915714383e-12,1.463778513033064e-12,2.1297851693657053e-12,1.291780003821564e-12,4.508755238928626e-12,4.752193059223205e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Where do we find the 'general principles of law recognized by civilized nations' (article 38 ICJ Statute)?,international_law,"['We look for established principles of law recognized only among the most civilised nations'
 'We look for established principles of law, which are common to all major legal systems'
 'We look for general principles of international law recognized by international courts and tribunals'
 'We look for general principles of law recognized by all nations']",1,0.9999999999399792,1.879528815432801e-12,2.5946094967492903e-11,1.2256067436885612e-11,4.5087552396409906e-12,1.879528815432801e-12,1.0815941550919475e-11,2.7346982899822425e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When does an illegal act of violence on the high seas fall short of qualifying as piracy?,international_law,"['When it is committed against a public vessel of another State'
 ""When it is committed for 'private ends'""
 'When it is committed by a warship even when its crew has mutinied and taken control of the ship'
 ""When it is not committed against another vessel and when it is not committed for 'private ends'""]",3,3.398267773636962e-09,1.818961663006969e-09,8.592166503226651e-10,1.3176514092284282e-10,4.944450435215491e-09,0.9999999886825826,,,,,,,,,,,,,,,,,,,,,1.1628232873303152e-10,,,4.8473686408571766e-11,,,,,,,,,,,
"What is the meaning of ""armed attack"" in Article 51 UN Charter?",international_law,"['Armed attack includes all types of armed force'
 'Armed attack includes all high intensity instances of armed force'
 'Armed attack includes terrorist attacks'
 'An ""armed attack"" gives the right to invade the aggressor State']",1,0.9999999337882316,1.7257826807946895e-08,1.3176513369144178e-10,,4.691163701073543e-08,1.8189615631805566e-09,2.0206837708568622e-11,,,,,,,,,,,,,,,,,,,,,,,4.8473683748288e-11,,,,,,,,,,,2.2897346890836952e-11
Who is an 'injured State' in the law of international responsibility?,international_law,"[""A State is 'injured' in case that it has suffered a damage from the internationally wrongful conduct""
 ""A State is 'injured' in cases that there has been a violation of a peremptory norm of international law""
 ""A State is 'injured' should it acknowledge the existence of the internationally wrongful conduct""
 ""A State is 'injured' if the obligation breached was owed to it individually or if it was owed to a group of States, including that State, and it was specially affected""]",3,1.3176514263805556e-10,1.0261879626803303e-10,7.052879847745412e-11,6.560200165022217e-12,1.0261879626803303e-10,0.9999999995779892,,2.129785169939116e-12,,,,,,,,,,,,,,,,,,,5.7893563259670575e-12,,,,,,,,,,,,,,
What is personal (ratione personae) immunity?,international_law,"['Personal immunity is afforded to all physical persons'
 'Personal immunity is that which is afforded in a personal capacity and hence does not cover conduct of the State as such'
 'Personal immunity is afforded only to particular persons irrespective if their conduct was undertaken in a private or public capacity'
 'Personal immunity is afforded to State officials for conduct undertaken in a public capacity']",2,9.056076975647875e-11,1.8795288136282888e-12,2.2897348420994798e-11,7.433680660839774e-12,0.9999999985447432,7.991959880576919e-11,,2.413362768095681e-12,,,,1.250152864450652e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following statements best describes the UN Human Rights Council?,international_law,"['The UN Human Rights Council has the power to impose economic sanctions on a state for human rights violations'
 'The UN Human Rights Council scrutinises the human rights records of member states on the Council and each member state of the UN'
 'The UN Human Rights Council replaced the Economic and Social Committee of the UN'
 'The UN Human Rights Council consists of 27 member states']",1,0.9999999994471048,2.7894680870888037e-10,5.492788339572951e-11,2.94007773319227e-11,5.492788339572951e-11,9.056076970907564e-11,3.3315445352630425e-11,1.0815941534873732e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When a reservation is considered as invalid under the law of treaties?,international_law,"['A reservation is invalid when the majority of the State parties objects to it'
 'A reservation is invalid only when an international tribunal says so'
 'A reservation is invalid only when is incompatible with a peremptory norm of international law (jus cogens)'
 'A reservation is invalid when it is incompatible with the object and purpose of the treaty']",3,3.581747868394509e-10,2.789468044669979e-10,8.592166470710904e-10,7.991959754861639e-11,1.52299794815553e-08,0.9999999830578284,,3.3315444846009804e-11,,,,,,,,,,,,,,,,,,,1.0261879454387878e-10,,,,,,,,,,,,,,
What kind of rights do coastal States enjoy over their continental shelf?,international_law,"['The coastal State enjoy ipso facto and ab initio sovereign rights over its continental shelf for the purpose of exploring it and exploiting its natural resources'
 'The coastal State may exercise sovereign rights over its continental shelf only upon its declaration'
 'The coastal State exercise sovereign rights over its continental shelf for the purpose of exploiting its fishing resources'
 'The coastal State may exercise only limited rights over its continental shelf and only upon the consent of its neighbouring States']",0,1.0060392791260565e-12,0.999999999881558,1.0060392791260565e-12,,,,,,,,,,1.1628233028403283e-10,4.420228102950218e-14,6.431393940446669e-14,,,,3.9008376095709494e-14,,,,,,,,,,,,,,,,,,,,,,
Are there any limits to the application of article 103 of the UN Charter?,international_law,"['No, there are no limits to article 103'
 'Yes, Article 103 cannot trump multilateral treaties'
 'Yes, article 103 of the UN Charter cannot trump jus cogens norms'
 'Yes, when a case is submitted to the ICJ, article 103 ceases to have any effect']",2,1.201542573172677e-13,,7.287724095792386e-14,1.8426252147166583e-14,0.9999999999984174,2.2447770550125643e-13,,4.658886145085942e-15,,,,1.1399918530400842e-12,,,,,,1.9421126878927457e-15,,,,,,,,,,,,,,,,,,,,,,,
Can countries rely on their domestic law as an excuse to violate their obligations under international law?,international_law,"['Domestic law always prevails over international law'
 'Only customary international law prevails over domestic law'
 'Obligations under international law prevail over domestic law'
 'Constitutional obligations always prevail over obligations under international law']",2,5.6756852325688376e-14,1.3347932285825784e-15,1.3615261080743284e-13,2.200701987950595e-15,0.9999999999888802,1.0603575991404493e-13,,1.1779508898150172e-15,,,,1.0815941557163947e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is meant by an international organisation's implied powers?,international_law,"['Implied are those powers which are necessary in order for an organisation to carry out the tasks conferred upon it and which are not stipulated in its charter'
 'It refers to new powers assumed unilaterally by the organisation'
 'It refers to powers conferred upon the organisation by the international Community'
 ""Implied powers are those whose determination depends on an expansive interpretation of an organisation's charter""]",0,2.734698290913445e-12,0.9999999998849748,3.97896253485013e-12,,,,,,,,,,1.02618796291561e-10,,1.0060392790337364e-12,,,,2.882350792729328e-13,,,,,,3.97896253485013e-12,,,,,,,,,,,,,,,,
What are the criteria for statehood under the 1933 Montevideo Convention?,international_law,"['It requires that the entity in question is not an aggressor and that it is peaceful'
 'It requires recognition by the majority of other nations'
 'It requires a permanent population, a defined territory, a government and a capacity to enter into foreign relations'
 'It requires stable and indissoluble borders as well as recognition']",2,3.098819135845604e-12,3.266131339755933e-13,3.511422110117325e-12,1.6586783573747005e-12,0.9999999991229808,8.423463746650265e-12,,7.835041777792161e-13,,,,8.592166611199141e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
