question,subject,choices,answer,c,a,d,b,ac,e,cd,ca,abc,ad,f,g,ab,bd,abcd,bc,bcd,ba,dc,3,4,l,n,h,da,Ð°,1,aa,bac,poland,p,r,choice,j,cc,db,2,bs,dd,band,none,bf,s,france,mexico,m,mex
"This question refers to the following information.
Perestroika [Restructuring] is an urgent necessity arising from the profound processes of development in our socialist society. This society is ripe for change. It has long been yearning for it. Any delay in beginning perestroika could have led to an exacerbated internal situation in the near future, which, to put it bluntly, would have been fraught with serious social, economic, and political crises.
Mikhail Gorbachev, Perestroika: New Thinking for Our Country and the World, 1987
From the passage, one may infer that Gorbachev argued that",high_school_european_history,"['a restructuring of the socialist society of the Soviet Union was inevitable'
 'a restructuring of the socialist society of the Soviet Union would exacerbate the current situation'
 'a restructuring of the socialist society of the Soviet Union was necessary in order to avoid a crisis'
 'a restructuring of socialist society was necessary in order to avoid the collapse of the Soviet Union']",2,0.578764291801282,0.3977784927020709,0.0072855689670509,0.0044189209519672,0.0106004402976678,,0.0001039230599061,7.603173483530497e-05,7.603173483530497e-05,0.0002200051195477,,,0.0001039230599061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
From this moment until that in which the enemy shall have been driven from the soil of the Republic, all Frenchmen are in permanent requisition for the service of the armies. The young men shall go to battle; the married men shall forge arms and transport provisions; the women shall make tents and clothing and shall serve in the hospitals; the children shall turn old linen into lint; the aged shall betake themselves to the public places in order to arouse the courage of the warriors and preach the hatred of kings and the unity of the Republic. â¦
The Committee of Public Safety is charged to take all necessary measures to set up without delay an extraordinary manufacture of arms of every sort which corresponds with the ardor and energy of the French people. It is, accordingly, authorized to form all the establishments, factories, workshops, and mills which shall be deemed necessary for the carrying on of these works, as well as to put in requisition, within the entire extent of the Republic, the artists and workingmen who can contribute to their success.
The representatives of the people sent out for the execution of the present law shall have the same authority in their respective districts, acting in concert with the Committee of Public Safety; they are invested with the unlimited powers assigned to the representatives of the people to the armies.
The LevÃ©e en Masse, August 23, 1793
It could be argued that the passage represents a turning point in the history of warfare in modern European history because",high_school_european_history,"['it represented the introduction of weaponry produced by large-scale industrialization'
 ""it advocated the total extinction of a nation's enemies""
 'it was war run by a committee' 'it advocated total war']",3,0.0082360345271071,0.7413842677071482,0.2124101553450931,0.0369113459230628,,0.0004646452728392,,,,0.0002487066924945,4.3218742717287735e-05,,4.897325145358776e-05,3.814040658160696e-05,1.5899286918968152e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Read the following excerpt.
If civilized education developed in every child its natural inclinations, we should see nearly all rich children enamored of various very plebeian occupations, such as that of the mason, the carpenter, the smith, the saddler. I have instanced Louis the XVI, who loved the trade of locksmith; an Infanta of Spain preferred that of shoemaker; a certain king of Denmark gratified himself by manufacturing syringes; the former king of Naples loved to sell the fish he had caught in the market-place himself; the prince of Parma, whom Condillac had trained in metaphysical subtitles, in the understanding of intuition, of cognition, had no taste but for the occupation of church-warden and lay-brother.
The great majority of wealthy children would follow these plebeian tastes, if civilized education did not oppose the development of them; and if the filthiness of the workshops and the coarseness of the workmen did not arouse a repugnance stronger than the attraction. What child of a prince is there who has no taste for one of the four occupations I have just mentioned, that of mason, carpenter, smith, saddler, and who would not advance in them if he beheld from an early age the work carried on in blight workshops, by refined people, who would always arrange a miniature workshop for children, with little implements and light labor?
âCharles Fourier, On Education, 1838
Many in Fourier's circles advocated for universal male suffrage, which was propagated most by which of the following groups?",high_school_european_history,['Luddites' 'Liberals' 'Benthamites' 'Chartists'],3,0.0158456197235602,0.0013006876732032,0.9803358446552286,0.0024300044873439,,1.85533132131234e-05,4.406798151315655e-06,,,,3.888985718851586e-06,,,,,,,,,2.3587890736680628e-06,1.125315330301085e-05,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
I am of opinion that the principal and true profession of the Courtier ought to be that of arms; which I would have him follow actively above all else, and be known among others as bold and strong, and loyal to whomsoever he serves. . . .
I would have him well built and shapely of limb, and would have him show strength and lightness and suppleness, and know all bodily exercises that befit a man of war; whereof I think the first should be to handle every sort of weapon well on foot and on horse, to understand the advantages of each, and especially to be familiar with those weapons that are ordinarily used among gentlemen. . . .
Our Courtier then will be esteemed excellent and will attain grace in everything, particularly in speaking. . . .
I would have him more than passably accomplished in letters, at least in those studies that are called the humanities, and conversant not only with the Latin language but with the Greek, for the sake of the many different things that have been admirably written therein. Let him be well versed in the poets, and not less in the orators and historians, and also proficient in writing verse and prose, especially in this vulgar [vernacular] tongue of ours. . . .
You must know that I am not content with the Courtier unless he be also a musician and unless, besides understanding and being able to read notes, he can play upon divers instruments. . . .
I wish our Courtier to guard against getting the name of a liar or a boaster, which sometimes befalls even those who do not deserve it.
âFrom Baldassare Castiglione's Book of the Courtier, 1528
Which of the following themes of the Renaissance era is the above writing most connected to?",high_school_european_history,['Secularism' 'Individualism' 'Humanism' 'Perspective'],2,0.9466578676653729,0.0030130040443218,0.0367059123248962,0.0135033472943215,,7.95017036707391e-06,2.953846635710226e-05,,,,,,,3.997596710813589e-06,,8.462912303203142e-06,1.231346474382732e-05,,2.2777619460224136e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Read the following excerpt.
The revolutionary seed had penetrated into every country and spread more or less. It was greatly developed under the rÃ©gime of the military despotism of Bonaparte. His conquests displaced a number of laws, institutions, and customs; broke through bonds sacred among all nations, strong enough to resist time itself; which is more than can be said of certain benefits conferred by these innovators.
The monarchs will fulfil the duties imposed upon them by Him who, by entrusting them with power, has charged them to watch over the maintenance of justice, and the rights of all, to avoid the paths of error, and tread firmly in the way of truth. Placed beyond the passions which agitate society, it is in days of trial chiefly that they are called upon to despoil realities of their false appearances, and to show themselves as they are, fathers invested with the authority belonging by right to the heads of families, to prove that, in days of mourning, they know how to be just, wise, and therefore strong, and that they will not abandon the people whom they ought to govern to be the sport of factions, to error and its consequences, which must involve the loss of society.
Union between the monarchs is the basis of the policy which must now be followed to save society from total ruin. . . .
Let them not confound concessions made to parties with the good they ought to do for their people, in modifying, according to their recognized needs, such branches of the administration as require it.
Let them be just, but strong; beneficent, but strict.
Let them maintain religious principles in all their purity, and not allow the faith to be attacked and morality interpreted according to the social contract or the visions of foolish sectarians.
Let them suppress Secret Societies; that gangrene of society.
âKlemens von Metternich, Political Confession of Faith, 1820
The final result of the negotiations led by Metternich during the Congress of Vienna is being referenced in the document above in which of the following ways?",high_school_european_history,"[""Metternich's statement about the military despotism of Bonaparte led to the elimination of all empires in Europe.""
 ""Metternich's statement about fulfilling duties indicated his support for the Holy Alliance that controlled the fate of Europe.""
 ""Metternich's statement about the unity of monarchs alludes to the creation of the Concert of Europe.""
 ""Metternich's disgust for secret societies led to the creation of the Carlsbad Decrees.""]",2,0.1394420737285871,0.0061263000071243,0.0512948819411658,0.8023869318355543,,2.3519885597178195e-05,1.182654118852512e-05,,,,,,,5.300288038451597e-05,,0.0003456221958439,0.0001440767666052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
The assumption by a government of the office of Reliever-general to the poor is necessarily forbidden by the principle that a government cannot rightly do anything more than protect. In demanding from a citizen contributions for the mitigation of distress â¦ the state is â¦ reversing its function. â¦ To enforce the fundamental lawâto take care that every man has freedom to do all that he wills, provided he infringes not the equal freedom of any other man. â¦ [But that] is quite a separate thing from insuring him satisfaction. â¦
The poverty of the incapable, the distresses that come upon the imprudent, the starvation of the idle, and those shoulderings aside of the weak by the strong â¦ are the decrees of a large, farseeing benevolence. â¦ When regarded not separately, but in connection with the interests of universal humanity, these harsh fatalities are seen to be full of the highest beneficence.
Herbert Spencer, Social Statistics: Survival of the Fittest Applied to Humankind, 1851
From the passage, one may infer that Spencer was an advocate of which nineteenth-century political philosophy?",high_school_european_history,['Conservatism' 'Anarchism' 'Liberalism' 'Socialism'],2,0.6957073795500791,0.2258631240615906,0.0210085431161135,0.0571071409949298,3.5790561400447154e-05,9.632898919898018e-06,1.4919725710818066e-05,,,1.2368887049532947e-05,,,1.1619494066795685e-05,,,2.170807281769873e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Read the list of complaints below.
Article 3: Frenchmen should regard as laws of the kingdom those alone which have been prepared by the national assembly and sanctioned by the king.
Article 11: Personal liberty, proprietary rights and the security of citizens shall be established in a clear, precise and irrevocable manner. All lettres de cachet shall be abolished forever, subject to certain modifications which the States General may see fit to impose.
Article 12: And to remove forever the possibility of injury to the personal and proprietary rights of Frenchmen, the jury system shall be introduced in all criminal cases, and in civil cases for the determination of fact, in all the courts of the realm.
Article 17: All distinctions in penalties shall be abolished; and crimes committed by citizens of the different orders shall be punished irrespectively, according to the same forms of law and in the same manner. The States General shall seek to bring it about that the effects of transgression shall be confined to the individual and shall not be reflected upon the relatives of the transgressor, themselves innocent of all participation.
Article 21: No tax shall be legal unless accepted by the representatives of the people and sanctioned by the king.
âCahiers of the Third Estate of Versailles, 1789
Which of the following was NOT one of the problems in France that caused the French Revolution referenced in the document above?",high_school_european_history,"['Financial problems caused by debts and low revenues.'
 'The legal system of France was not equitable.'
 'The proliferation of Enlightenment ideals.'
 'There was a lot of social and political inequality in France in 1789.']",0,0.9926574322682206,0.0035809574417977,0.0005490228633067,0.0031594084383735,7.356907068600929e-06,1.4486608951997856e-06,,,1.2009820644899075e-06,,,,,,,4.749976207909132e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Read the the following quotation to answer questions.
1848 was the decisive year of German, and so of European, history: it recapitulated Germany's past and inspired Germany's future. â¦ Never has there been a revolution so inspired by a limitless faith in the power of ideas; never has a revolution so discredited the power of ideas in its result. The success of the revolution discredited conservative ideas; the failure of the revolution discredited liberal ideas. After it, nothing remained but the idea of Force, and this idea stood at the helm of German history from then on. For the first time since 1521, the German people stepped on to the centre of the German stage only to miss their cue once more. German history reached its turning-point and failed to turn. This was the fateful essence of 1848.
A. J. P. Taylor, The Course of German History, 1945
From the quotation, one may infer that Taylor argues that the most important effect of the political revolutions of 1848 was",high_school_european_history,"['the failure to bring about a change in the ruling class'
 'the demonstration of the power of ideas'
 'the discrediting of both conservative and liberal political ideology'
 'the creation of the idea of a modern police force']",2,0.9985223680920232,0.0003805070513279,0.0008035416543076,0.0002608716563028,,2.402544894049228e-06,1.1348818494075603e-06,,,,,,,,,,,,,5.086187580614913e-06,,,,,,,8.302972980344403e-07,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Addison's Act had been conceived in the belief that, unless working-class aspirations were quickly met after the war, Britain might experience a revolution similar to that in Russia. By 1920 that fear was beginning to recede and Addison's policy was being regarded as extravagant. An immediate victim of the new attitude was the Borough's Kingfield Street scheme, provisional plans for which were approved in September 1920. Much to the Council's surprise, the Government's Housing Board deferred the scheme, ""having regard to the Council's present commitments and the money available at the present time, and in May 1921 the Government announced a drastic curtailment of the housing programme, cutting the housing target by half.
âExcerpt from a work by English historian Hermione Hobhouse Public Housing in Poplar: The Inter-war Years, 1994
Which of the following is the best description of the plans being changed above?",high_school_european_history,"['Welfare programs were questioned after the First World War.'
 'Housing was a large part of the British budget.'
 'Workers were threatening communist revolution.'
 'The government Housing Board wanted to build more houses.']",0,0.393228132778726,0.5721435571793924,0.009247839290123,0.0251382334948511,4.852822996765114e-05,4.282601263436507e-05,,,,5.114837807950257e-06,6.1696720848317e-06,,4.804945450960716e-06,,,4.513828522738684e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Read the the following quotation to answer questions.
1848 was the decisive year of German, and so of European, history: it recapitulated Germany's past and inspired Germany's future. â¦ Never has there been a revolution so inspired by a limitless faith in the power of ideas; never has a revolution so discredited the power of ideas in its result. The success of the revolution discredited conservative ideas; the failure of the revolution discredited liberal ideas. After it, nothing remained but the idea of Force, and this idea stood at the helm of German history from then on. For the first time since 1521, the German people stepped on to the centre of the German stage only to miss their cue once more. German history reached its turning-point and failed to turn. This was the fateful essence of 1848.
A. J. P. Taylor, The Course of German History, 1945
Why might it be important to note that Taylor was writing his analysis in 1945?",high_school_european_history,"['A historian writing at the end of World War II might be inclined to look for, and find, the origins of perceived German belligerence.'
 'A historian writing in 1945 would be dead now, and therefore, his analysis is irrelevant.'
 'Historical analysis written in 1945 is ""out of date,"" and one should look for a more recent book.'
 'A historian writing at the end of World War II would be looking for the origins of the Cold War.']",0,0.0109764372106758,0.9880916148845272,0.000795130444643,0.0001076092552479,3.052639601162857e-06,4.172463627599038e-06,,,,,2.098046469891981e-06,,,,,,,,,,,,,,,,5.357549348042301e-06,,,,,,,,,,8.745958888185361e-07,,,,,,,,,,
"This question refers to the following information.
We have, by this perpetual and irrevocable edict, established and proclaimed:
""First, that the recollection of everything done be one party or the other â¦ during all the preceding period of troubles, remain obliterated and forgotten, as if no such things had ever happened. â¦
""We ordain that the Catholic Apostolic and Roman religion shall be restored and reestablished in all places and localities of this our kingdom and countries subject to our sway, where the exercise of the same has been interrupted, in order that it may be peaceably and freely exercised, without any trouble or hindrance. â¦
""And in order to leave no occasion for troubles or differences between our subjects, we have permitted, and herewith permit, those of the said religion called Reformed to live and abide in all the cities and places of this our kingdom and countries of our sway, and without being annoyed, molested, or compelled to do anything in the matter of religion contrary to their consciences. â¦""
Henry IV of France, The Edict of Nantes, 1598
From the passage, one may infer that",high_school_european_history,"['Henry IV was a Catholic' 'Henry IV was a Protestant'
 'prior to 1598, France had been free of religious conflict'
 'prior to 1598, France was stricken with religious conflict']",3,0.0095826654799658,0.005138533042999,0.9774586727800478,0.0074629873797087,,6.0655545524974905e-05,2.3753052916730908e-05,,,1.7378104749076948e-05,,,,6.0655545524974905e-05,,,1.0540353338012888e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
In order to make the title of this discourse generally intelligible, I have translated the term ""Protoplasm,"" which is the scientific name of the substance of which I am about to speak, by the words ""the physical basis of life."" I suppose that, to many, the idea that there is such a thing as a physical basis, or matter, of life may be novelâso widely spread is the conception of life as something which works through matter. â¦ Thus the matter of life, so far as we know it (and we have no right to speculate on any other), breaks up, in consequence of that continual death which is the condition of its manifesting vitality, into carbonic acid, water, and nitrogenous compounds, which certainly possess no properties but those of ordinary matter.
Thomas Henry Huxley, ""The Physical Basis of Life,"" 1868
From the passage, one may infer that Huxley's view is representative of the nineteenth-century ideology known as",high_school_european_history,['anarchism' 'materialism' 'conservatism' 'romanticism'],1,0.0002611424765989,0.0001407213219007,1.8917097556153208e-05,0.9995649747625758,,6.080891045199209e-07,,,,,,,,,,,,,,,,,,,,,6.8905522811354e-07,,,,,,,,,,2.2593251121224854e-06,,,,,,,,,,
"This question refers to the following information.
Under the name of Chartist well-meaning inconsiderate men and other misled men have in very many cases, all over the country from the extreme west to the extreme east and from Brighton in the south to nearly the extreme north of Scotland, denounced every man who is not a working man, applied to him, the grossest epithets and most atrocious intentions and conduct, have threatened them with vengeance and in some places, have proposed plans for the seizure and division of their propertyânumbers of misled men and others of bad character, under the self-denomination of Chartists have gone from place to place and in the most violent manner disturbed and dispersed meetings of various kinds. Your Committee object to the words Household Suffrage since under any honest definition of the wordsâthey would exclude a large majority of the men of these kingdomsâand because they have become reasonably obnoxious to the political portion of the working people.
âExcerpt of a letter from British social reformer Francis Place, written in 1842
The primary goal of the Chartist movement was which of the following?",high_school_european_history,"['Universal suffrage' 'Universal male suffrage' 'Universal health care'
 'Social security and unemployment insurance']",1,0.003909002036344,0.032729673331189,0.0064448548045304,0.9565011652901788,,,,,,1.0314358049135811e-05,,,4.3425069383036e-05,8.112871032607079e-05,,2.633863598095971e-05,,8.112871032607079e-05,,,,,,,,,,,,,,,,,,,,8.032830125545818e-06,,,,,,,,,
"This question refers to the following information.
From this moment until that in which the enemy shall have been driven from the soil of the Republic, all Frenchmen are in permanent requisition for the service of the armies. The young men shall go to battle; the married men shall forge arms and transport provisions; the women shall make tents and clothing and shall serve in the hospitals; the children shall turn old linen into lint; the aged shall betake themselves to the public places in order to arouse the courage of the warriors and preach the hatred of kings and the unity of the Republic. â¦
The Committee of Public Safety is charged to take all necessary measures to set up without delay an extraordinary manufacture of arms of every sort which corresponds with the ardor and energy of the French people. It is, accordingly, authorized to form all the establishments, factories, workshops, and mills which shall be deemed necessary for the carrying on of these works, as well as to put in requisition, within the entire extent of the Republic, the artists and workingmen who can contribute to their success.
The representatives of the people sent out for the execution of the present law shall have the same authority in their respective districts, acting in concert with the Committee of Public Safety; they are invested with the unlimited powers assigned to the representatives of the people to the armies.
The LevÃ©e en Masse, August 23, 1793
This passage established",high_school_european_history,"['the French Republic' 'the Committee of Public Safety'
 'war against the Coalition' 'mass conscription']",3,0.0021808547183758,0.0002298603961988,0.9969699038385796,0.000551406425503,,2.008497758075306e-05,,,,,1.8681939304813732e-06,,,6.125572072077622e-06,,,2.1169410623538024e-06,,,,2.553518345652543e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""In 1500 that work appeared which Erasmus had written after his misfortune at Dover, and had dedicated to Mountjoy, the Adagiorum Collectanea. It was a collection of about eight hundred proverbial sayings drawn from the Latin authors of antiquity and elucidated for the use of those who aspired to write an elegant Latin style. In the dedication Erasmus pointed out the profit an author may derive, both in ornamenting his style and in strengthening his argumentation, from having at his disposal a good supply of sentences hallowed by their antiquity. He proposes to offer such a help to his readers. What he actually gave was much more. He familiarized a much wider circle than the earlier humanists had reached with the spirit of antiquity.
Until this time the humanists had, to some extent, monopolized the treasures of classic culture, in order to parade their knowledge of which the multitude remained destitute, and so to become strange prodigies of learning and elegance. With his irresistible need of teaching and his sincere love for humanity and its general culture, Erasmus introduced the classic spirit, in so far as it could be reflected in the soul of a sixteenth-century Christian, among the people. Not he alone; but none more extensively and more effectively. Not among all the people, it is true, for by writing in Latin he limited his direct influence to the educated classes, which in those days were the upper classes.
Erasmus made current the classic spirit. Humanism ceased to be the exclusive privilege of a few. According to Beatus Rhenanus he had been reproached by some humanists, when about to publish the Adagia, for divulging the mysteries of their craft. But he desired that the book of antiquity should be open to all.""
Johan Huizinga, twentieth-century Dutch philosopher, Erasmus and the Age of Reformation, 1924
The type of humanism attributed to Erasmus in this passage is most similar to what Southern Renaissance movement?",high_school_european_history,['Neoplatonism' 'Antitrinitarianism' 'Pietism' 'Rationalism'],0,0.2516044973800517,0.414825661908769,0.2516044973800517,0.0816840208728912,,3.1050454325993584e-05,6.508528802943322e-06,,,5.743756508980105e-06,5.068847328375052e-06,,,,,,,,,,,,,,,,,,,,4.761741393682711e-06,5.8009885770971375e-05,,,,,,,,,,,,,,,
"This question refers to the following information.
""His Majesty the Emperor of China agrees, that British subjects, with their families and establishments, shall be allowed to reside, for the purposes of carrying on their mercantile pursuits, without molestation or restraint, at the cities and towns of Canton, Amoy, Foochowfoo, Ningpo, and Shanghai; and Her Majesty the Queen of Great Britain, &c., will appoint Superintendents, or Consular officers, to reside at each of the above-named cities or towns, to be the medium of communication between the Chinese authorities and the said merchants, and to see that the just duties and other dues of the Chinese Government, as hereafter provided for, are duly discharged by Her Britannic Majesty's subjects.""
Treaty of Nanjing, 1839
This treaty was the conclusion of a series of events that began with",high_school_european_history,"['the Boxer Rebellion' 'a treaty between China and colonial India'
 'the elimination of British Corn Laws'
 'the British forcing the Chinese to participate in the opium trade']",3,0.0021806436263416,0.0004886840987383,0.9968754912238602,0.0003789390422094,,2.008304306666812e-05,,,,,4.770140839124374e-06,,,3.714989420870951e-06,,,,,,,6.520009483657805e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
The following account of the Paris Exposition of 1889.
""The opportunities to study the natural history of man in Paris during the Exposition, and especially in August, when the great Congresses and the French Association held their sessions, were unparalleled in the history of anthropology. At any time the French capital affords rare advantages to the anthropologist. The MusÃ©e and Laboratoire Broca, the anthropometric operations of Bertillon in the Palais de Justice, the courses of lectures in the Ã©cole d'Anthropologie, the collections in the Jardin de Plantes, the facilities for original work in the Ã©coles de Medicine, and the hospitals give to the comparative anatomist and biologist abundant employment.""
Otis T. Mason, American ethnologist and curator, 1889
It can be inferred from the text that at the time of the Paris Exposition, the scientific community was changing due to",high_school_european_history,"['the inclusion of women'
 'an increase in funding from officials in the French capital'
 'the development of universal public education in many European countries'
 'the development of new, specialized fields']",3,0.0153951432348399,0.0064176505021152,0.952463611173182,0.0253822940651445,,7.129365721164773e-05,1.0933236437945931e-05,,,1.4038553472979126e-05,2.79189973104482e-05,,,9.1542867908379e-05,,,,,,,,,,,,,,,,,,,,,,6.631343109501549e-06,,,,,,,,,,,
"This question refers to the following information.
The assumption by a government of the office of Reliever-general to the poor is necessarily forbidden by the principle that a government cannot rightly do anything more than protect. In demanding from a citizen contributions for the mitigation of distress â¦ the state is â¦ reversing its function. â¦ To enforce the fundamental lawâto take care that every man has freedom to do all that he wills, provided he infringes not the equal freedom of any other man. â¦ [But that] is quite a separate thing from insuring him satisfaction. â¦
The poverty of the incapable, the distresses that come upon the imprudent, the starvation of the idle, and those shoulderings aside of the weak by the strong â¦ are the decrees of a large, farseeing benevolence. â¦ When regarded not separately, but in connection with the interests of universal humanity, these harsh fatalities are seen to be full of the highest beneficence.
Herbert Spencer, Social Statistics: Survival of the Fittest Applied to Humankind, 1851
From the passage, one may infer that Spencer",high_school_european_history,"['opposed the use of tax money to provide aid to the poor'
 ""challenged the government's right to tax the people""
 'believed that the government should do more than merely protect its people'
 'believed that working people should unite for a common cause']",0,0.0157348855974034,0.9734829823129134,0.003098382682131,0.0074326336674196,4.4196076391836286e-05,6.430491170993197e-05,,,,7.214811139039606e-06,9.861477603242668e-06,,1.842366566656652e-05,,,,,,,,,,,,,,,6.777687829745979e-06,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
At last it seems to me that I have come to understand why man is the most fortunate of all creatures and consequently worthy of all admiration. â¦ The nature of all other beings is limited. â¦ Imagine! The great generosity of God! The happiness of man! To man it is allowed to be whatever he chooses to be!
Pico della Mirandola, Oration on the Dignity of Man, 1486
From the passage, one may infer that Pico rejected the notion",high_school_european_history,"['that man was a unique kind of creature'
 'that God intended man to strive to achieve'
 'that man is unworthy of admiration' ""that humans are God's equals""]",2,0.5660594262577806,0.1621787312641752,0.0868080193718598,0.1837725784523407,0.0001151751538988,,0.0001305105474722,,,5.4404890408637273e-05,,,,6.985726207680139e-05,,0.0002438258027173,6.985726207680139e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
For the catastrophe of 1914 the Germans are responsible. â¦ Germany, in this matter, was unfortunate enough to allow herself (in spite of her skill at dissimulation) to be betrayed into an excess of candour by her characteristic tendency to go to extremes. Deutschland Ã¼ber alles. Germany above everything! â¦ There you have the ultimate framework of an old but childish race.
Georges Clemenceau, Grandeur and Misery of Victory, 1930
From the passage, one may infer that Clemenceau",high_school_european_history,"['blamed Germany for the Great Depression'
 'blamed Germany for World War I' 'blamed Germany for World War II'
 'blamed Germany for the Franco-Prussian War']",1,0.0003336335193511,0.0046056664726879,0.0003336335193511,0.9945566866676226,,3.945371592356988e-06,,,,,,,6.171599546557368e-05,,,,,1.465883379427464e-05,,,,,,,,,3.7063336115133583e-06,,,,,,,,,,4.199826198435945e-06,,,,,,,,,,
"This question refers to the following information.
Read the following letter.
It happened . . . that a Spaniard saw an Indian . . . eating a piece of flesh taken from the body of an Indian who had been killed. . . . I had the culprit burned, explaining that the cause was his having killed that Indian and eaten him[,] which was prohibited by Your Majesty, and by me in Your Royal name. I further made the chief understand that all the people . . . must abstain from this custom. . . . I came . . . to protect their lives as well as their property, and to teach them that they were to adore but one God[,] . . . that they must turn from their idols, and the rites they had practiced until then, for these were lies and deceptions which the devil . . . had invented. . . . I, likewise, had come to teach them that Your Majesty, by the will of Divine Providence, rules the universe, and that they also must submit themselves to the imperial yoke, and do all that we who are Your Majesty's ministers here might order them.
âHernan Cortez, Fifth Letter to Holy Roman Emperor Charles V, 1521
Which of the following superior technologies was most crucial to the Europeans' success in the New World?",high_school_european_history,"['New sailing technologies like the compass and the astrolabe'
 'New ships like the carrack and caravel'
 'Weapons like cannon and war horses'
 'Better educational systems that taught navigation and warfare']",2,0.0791695842112761,0.6628788127786741,0.0423764247401821,0.2152052421281701,1.610850233415251e-05,4.378744917861688e-05,,,,3.4101699709006174e-05,1.4215703415166316e-05,,7.219329885048652e-05,,,3.4101699709006174e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Read the following letter.
It happened . . . that a Spaniard saw an Indian . . . eating a piece of flesh taken from the body of an Indian who had been killed. . . . I had the culprit burned, explaining that the cause was his having killed that Indian and eaten him[,] which was prohibited by Your Majesty, and by me in Your Royal name. I further made the chief understand that all the people . . . must abstain from this custom. . . . I came . . . to protect their lives as well as their property, and to teach them that they were to adore but one God[,] . . . that they must turn from their idols, and the rites they had practiced until then, for these were lies and deceptions which the devil . . . had invented. . . . I, likewise, had come to teach them that Your Majesty, by the will of Divine Providence, rules the universe, and that they also must submit themselves to the imperial yoke, and do all that we who are Your Majesty's ministers here might order them.
âHernan Cortez, Fifth Letter to Holy Roman Emperor Charles V, 1521
Which of the following motivations for exploration is most evident from the document above?",high_school_european_history,"['The rise of mercantilism gave the state a new role in promoting commercial development and the acquisition of colonies overseas.'
 'European states sought direct access to gold and spices and luxury goods as a means to enhance personal wealth and state power.'
 'Individual captains sought great glory and wealth.'
 'Christianity served as a stimulus for exploration as governments and religious authorities sought to spread the faith and counter Islam, and as a justification for the physical and cultural subjugation of indigenous civilizations.']",3,0.0051530252456973,0.0096271185838203,0.9819928344150616,0.0031254678017886,,3.472081099045837e-05,1.525525967838644e-06,,,1.85847108900906e-05,5.0020070782553866e-06,,,6.033572245609506e-06,2.2196271859823496e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Read the list of complaints below.
Article 3: Frenchmen should regard as laws of the kingdom those alone which have been prepared by the national assembly and sanctioned by the king.
Article 11: Personal liberty, proprietary rights and the security of citizens shall be established in a clear, precise and irrevocable manner. All lettres de cachet shall be abolished forever, subject to certain modifications which the States General may see fit to impose.
Article 12: And to remove forever the possibility of injury to the personal and proprietary rights of Frenchmen, the jury system shall be introduced in all criminal cases, and in civil cases for the determination of fact, in all the courts of the realm.
Article 17: All distinctions in penalties shall be abolished; and crimes committed by citizens of the different orders shall be punished irrespectively, according to the same forms of law and in the same manner. The States General shall seek to bring it about that the effects of transgression shall be confined to the individual and shall not be reflected upon the relatives of the transgressor, themselves innocent of all participation.
Article 21: No tax shall be legal unless accepted by the representatives of the people and sanctioned by the king.
âCahiers of the Third Estate of Versailles, 1789
During the radical phase of the revolution, which of the following changes instituted by Robespierre was LEAST beneficial to the defense of France?",high_school_european_history,"['The conscription of huge armies' 'Fixing prices and wages'
 'Pursuing a policy of de-Christianization'
 'Promoting soldiers based upon their merits in the field']",2,0.4334482534309669,0.0025773776813074,0.382516741083531,0.180696857407995,,4.165941033871221e-05,0.0002115639425418,,,,,,,0.0001867045239917,,2.8632066086550687e-05,0.0001283200176412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
