question,subject,choices,answer,d,c,a,b,e,4,f,1,choice,а,option,re,2,band,bcd,3,sol,none,с,all,bd,ab,bc,ac,dd,ron,r,wood,б,n,not,cd,dc,p,i,no,g,ad,bx,bb,bs,yes,states,james,x,wrong,ب,support
"This question refers to the following information.
""In one view the slaveholders have a decided advantage over all opposition. It is well to notice this advantage—the advantage of complete organization. They are organized; and yet were not at the pains of creating their organizations. The State governments, where the system of slavery exists, are complete slavery organizations. The church organizations in those States are equally at the service of slavery; while the Federal Government, with its army and navy, from the chief magistracy in Washington, to the Supreme Court, and thence to the chief marshalship at New York, is pledged to support, defend, and propagate the crying curse of human bondage. The pen, the purse, and the sword, are united against the simple truth, preached by humble men in obscure places.""
Frederick Douglass, 1857
In what way did the actions of Abraham Lincoln in 1860 contradict Douglass's sentiments in the excerpt above?",high_school_us_history,"['Lincoln promoted the freedom of settlers within territories to determine the slave status of their new state.'
 'Lincoln passed the Homestead Act to give free land to all western settlers.'
 'Lincoln favored the exclusion of slavery from any of the new territories.'
 'Lincoln enacted the policy of giving newly freed slaves ""forty acres and a mule.""']",2,8.939367002571049e-06,0.9999566021594425,2.198127736270608e-05,6.143931100044872e-06,4.737690944912922e-07,,,,,,,,,,,1.287837920441176e-06,,,3.0588831772537957e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""We found that not only was it a civil war, an effort by a people who had for years been seeking their liberation from any colonial influence whatsoever, but also we found that the Vietnamese whom we had enthusiastically molded after our own image were hard put to take up the fight against the threat we were supposedly saving them from.
""We found most people didn't even know the difference between communism and democracy. They only wanted to work in rice paddies without helicopters strafing them and bombs with napalm burning their villages and tearing their country apart. They wanted everything to do with the war, particularly with this foreign presence of the United States of America, to leave them alone in peace, and they practiced the art of survival by siding with whichever military force was present at a particular time, be it Viet Cong, North Vietnamese or American.""
John Kerry, 1971
Which of the following best characterizes the policy of détente?",high_school_us_history,"['Direct confrontation' 'Covert sabotage' 'Decolonization'
 'Mutual coexistence']",3,0.9994433143913402,0.00037991513168947815,4.724721668735477e-05,9.605758833647468e-05,1.221235189684146e-05,3.964770175558003e-06,7.334087373854479e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""A drunkard in the gutter is just where he ought to be. . . . The law of survival of the fittest was not made by man, and it cannot be abrogated by man. We can only, by interfering with it, produce the survival of the unfittest. . . . The millionaires are a product of natural selection, acting on the whole body of men to pick out those who can meet the requirement of certain work to be done. In this respect they are just like the great statesmen, or scientific men, or military men. It is because they are thus selected that wealth—both their own and that entrusted to them—aggregates under their hands. Let one of them make a mistake and see how quickly the concentration gives way to dispersion.""
—William Graham Sumner, What Social Classes Owe to Each Other, 1883
The sociological ideas of William Graham Sumner reflect the idea that during the late 1800s",high_school_us_history,"['cultural and intellectual arguments justified the success of those at the top of the socioeconomic structure as both appropriate and inevitable.'
 'popular writers rejected ideas from the sciences, and based their arguments on faith.'
 'intellectuals were critical of the cut-throat competition of the ages, and proposed radical alternatives based on creating a cooperative economy.'
 'cultural products of the era tended to ignore the economic direction of society and looked back wistfully to the past.']",0,1.9946690224361125e-06,1.0129765136412935e-05,0.99997108803205,1.1478527694256587e-05,,,,6.893391686056742e-07,1.2608214116820465e-06,5.043313093969955e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""In one view the slaveholders have a decided advantage over all opposition. It is well to notice this advantage—the advantage of complete organization. They are organized; and yet were not at the pains of creating their organizations. The State governments, where the system of slavery exists, are complete slavery organizations. The church organizations in those States are equally at the service of slavery; while the Federal Government, with its army and navy, from the chief magistracy in Washington, to the Supreme Court, and thence to the chief marshalship at New York, is pledged to support, defend, and propagate the crying curse of human bondage. The pen, the purse, and the sword, are united against the simple truth, preached by humble men in obscure places.""
Frederick Douglass, 1857
Which of the following groups would be most likely to support the perspective of Frederick Douglass?",high_school_us_history,"['Southern Democrats in the 1880s' 'Western ranchers in the 1850s'
 'Southern farmers in the 1830s' 'Northern Republicans in the 1860s']",3,0.99997123416953,1.4816048960877767e-05,2.4457869049347613e-06,7.889061496968893e-06,3.6897631623856227e-07,1.9946671201724033e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
On Being Brought from Africa to America
'Twas mercy brought me from my Pagan land,
Taught my benighted soul to understand
That there's a God, that there's a Saviour too;
Once I redemption neither sought nor knew.
Some view our sable race with scornful eye,
""Their colour is a diabolic die.""
Remember, Christians, Negroes, black as Cain,
May be refin'd, and join th' angelic train.
—Phillis Wheatley, Poems on Various Subjects, Religious and Moral, 1773
The point of Wheatley's poem can best be compared to which of the following?",high_school_us_history,"['The Declaration of Independence'
 'Jonathan Edwards\'s sermon ""Sinners in the Hands of an Angry God""'
 'The Seneca Falls Declaration of Rights and Sentiments'
 'Martin Luther King, Jr.\'s ""I Have a Dream” speech']",3,0.2453620032693496,0.6670232939974252,0.006702367657163856,0.07965737026148274,6.823719818963359e-05,,,,,,,,,,,3.2232970077542626e-05,,0.0002693803689166551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
The man who mounted the steps of the Capitol, March 4, 1801, to claim the place of an equal between Pitt and Bonaparte, possessed a character which showed itself in acts; but person and manner can be known only by contemporaries, and the liveliest description was worth less than a moment of personal contact. Jefferson was very tall, six feet two-and-a-half inches in height; sandy-complexioned; shy in manner, seeming cold; awkward in attitude, and with little in his bearing that suggested command.… His skin was thin, peeling from his face on exposure to the sun, giving it a tettered appearance. This sandy face, with hazel eyes and sunny aspect; this loose, shackling person; this rambling and often brilliant conversation, belonged to the controlling influences of American history, more necessary to the story than three-fourths of the official papers, which only hid the truth. Jefferson's personality during these eight years appeared to be the government, and impressed itself, like that of Bonaparte, although by a different process, on the mind of the nation. In the village simplicity of Washington, he was more than a king, for he was alone in social as well as in political pre-eminence. Except the British Legation, no house in Washington was open to general society; the whole mass of politicians, even the Federalists, were dependent on Jefferson and ""The Palace"" for amusement; and if they refused to go there, they ""lived like bears, brutalized and stupefied.""
—Henry Adams, History of the United States During the Administration of Thomas Jefferson, 1889
According to Henry Adams, the city of Washington in 1801 was",high_school_us_history,"['the hub of American economic power'
 'rapidly turning into the ""Paris"" of North America'
 'still an underdeveloped cultural backwater'
 'still under the control of the British']",2,0.0009109892841352495,0.9990238006431744,1.4305968594618753e-05,4.0026075708685895e-05,5.038539344273703e-07,,,,,,,,,,,1.457949701114023e-06,,,1.2866360953572618e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""Whereas the laws and treaties of the United States, without interfering with the free expression of opinion and sympathy, or with the commercial manufacture or sale of arms or munitions of war, nevertheless impose upon all persons who may be within their territory and jurisdiction the duty of an impartial neutrality during the existence of the contest; And Whereas it is the duty of a neutral government not to permit or suffer the making of its waters subservient to the purposes of war;
""Now, Therefore, I, Woodrow Wilson, President of the United States of America, in order to preserve the neutrality of the United States…do hereby declare and proclaim….
""That the statutes and the treaties of the United States and the law of nations alike require that no person, within the territory and jurisdiction of the United States, shall take part, directly or indirectly, in the said wars, but shall remain at peace with all of the said belligerents, and shall maintain a strict and impartial neutrality….""
Woodrow Wilson, 1914
Which of the following statements is most accurate?",high_school_us_history,"['After World War I, debates intensified over American involvement overseas.'
 'After World War I, Americans generally favored the new era of American involvement overseas.'
 'American involvement in World War I was an extension of a long tradition of involvement overseas.'
 'American involvement in World War I was a direct result of ""dollar diplomacy.”']",0,0.03630564391082767,0.015134444046396363,0.9363577069099198,0.01040174113355008,0.00027719714411341567,,,,,,,,,,,,,0.0009790665785403497,,,,,,,,,,,,2.4221216516781867e-05,5.458335400919108e-05,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""Whereas the laws and treaties of the United States, without interfering with the free expression of opinion and sympathy, or with the commercial manufacture or sale of arms or munitions of war, nevertheless impose upon all persons who may be within their territory and jurisdiction the duty of an impartial neutrality during the existence of the contest; And Whereas it is the duty of a neutral government not to permit or suffer the making of its waters subservient to the purposes of war;
""Now, Therefore, I, Woodrow Wilson, President of the United States of America, in order to preserve the neutrality of the United States…do hereby declare and proclaim….
""That the statutes and the treaties of the United States and the law of nations alike require that no person, within the territory and jurisdiction of the United States, shall take part, directly or indirectly, in the said wars, but shall remain at peace with all of the said belligerents, and shall maintain a strict and impartial neutrality….""
Woodrow Wilson, 1914
The statement above is most in harmony with the sentiments in which of the following speeches?",high_school_us_history,3.2877814683158508e-06,0,6.9602334230435e-06,5.1429555224520526e-05,0.9997245712832818,0.0001584141825349285,,,,,2.6531243815476422e-05,,,,,,,,,,,,,2.9014569621637713e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
The 1980s have been born in turmoil, strife, and change. This is a time of challenge to our interests and our values and it's a time that tests our wisdom and skills.
At this time in Iran, 50 Americans are still held captive, innocent victims of terrorism and anarchy. Also at this moment, massive Soviet troops are attempting to subjugate the fiercely independent and deeply religious people of Afghanistan. These two acts—one of international terrorism and one of military aggression—present a serious challenge to the United States of America and indeed to all the nations of the world. Together we will meet these threats to peace.…
Three basic developments have helped to shape our challenges: the steady growth and increased projection of Soviet military power beyond its own borders; the overwhelming dependence of the Western democracies on oil supplies from the Middle East; and the press of social and religious and economic and political change in the many nations of the developing world, exemplified by the revolution in Iran.
Each of these factors is important in its own right. Each interacts with the others. All must be faced together, squarely and courageously. We will face these challenges, and we will meet them with the best that is in us. And we will not fail.
—Jimmy Carter, State of the Union Address, January 23, 1980
Which of the following best expresses Carter's approach to foreign policy in the passage above?",high_school_us_history,['Isolationism' 'Appeasement' 'Containment' 'A call for war'],2,9.610092853162381e-05,0.9998914559465995,8.314359423924886e-07,6.961527913596793e-06,2.5357363571675e-07,,,,,,,,,,,8.314359423924886e-07,,,5.714370092078258e-07,,,,,,,,,,,,,5.36815391024896e-07,,,,,,,,,,,,,,,,
"This question refers to the following information.
""Those whose condition is such that their function is the use of their bodies and nothing better can be expected of them, those, I say, are slaves of nature. It is better for them to be ruled thus.""
Juan de Sepulveda, Politics, 1522
""When Latin American nations gained independence in the 19th century, those two strains converged, and merged with an older, more universalist, natural law tradition. The result was a distinctively Latin American form of rights discourse. Paolo Carozza traces the roots of that discourse to a distinctive application, and extension, of Thomistic moral philosophy to the injustices of Spanish conquests in the New World. The key figure in that development seems to have been Bartolomé de Las Casas, a 16th-century Spanish bishop who condemned slavery and championed the cause of Indians on the basis of a natural right to liberty grounded in their membership in a single common humanity. 'All the peoples of the world are humans,' Las Casas wrote, and 'all the races of humankind are one.' According to Brian Tierney, Las Casas and other Spanish Dominican philosophers laid the groundwork for a doctrine of natural rights that was independent of religious revelation 'by drawing on a juridical tradition that derived natural rights and natural law from human rationality and free will, and by appealing to Aristotelian philosophy.'""
Mary Ann Glendon, ""The Forgotten Crucible: The Latin American Influence on the Universal Human Rights Idea,” 2003
Which one of the following statements about the Spanish conquest of the Americas is most accurate?",high_school_us_history,"['African slavery was a direct result of Spanish settlements in Florida.'
 'Early native civilizations in Mexico introduced Spanish explorers to cattle ranching and wheat cultivation.'
 'Christopher Columbus was not the first European to have explored North America.'
 'Due to racial prejudice, Spanish explorers shunned intermarriage with native people.']",2,0.14463993957463298,0.8323453709305775,0.00182074791625246,0.0038545233689539506,,,,,,,,,,,0.00011639652008258929,,,,,,0.000246411434948499,,0.00016935593741160246,0.0005216530118795254,,,,,,,,0.015244935654503173,0.0003585265223138175,,,,,,,,,,,,,,,
"This question refers to the following information.
""We found that not only was it a civil war, an effort by a people who had for years been seeking their liberation from any colonial influence whatsoever, but also we found that the Vietnamese whom we had enthusiastically molded after our own image were hard put to take up the fight against the threat we were supposedly saving them from.
""We found most people didn't even know the difference between communism and democracy. They only wanted to work in rice paddies without helicopters strafing them and bombs with napalm burning their villages and tearing their country apart. They wanted everything to do with the war, particularly with this foreign presence of the United States of America, to leave them alone in peace, and they practiced the art of survival by siding with whichever military force was present at a particular time, be it Viet Cong, North Vietnamese or American.""
John Kerry, 1971
The most important factor in the defeat of Democratic presidential candidates in the elections of 1952 and 1968 was",high_school_us_history,"[""the American public's desire to avoid conflict and return to a more conservative political and social life""
 'the Democratic Party platform pledge to increase taxes in order to pay off the national debt'
 ""the Democratic candidates' controversial positions on civil rights legislation""
 ""the Democratic Party's unequivocal support of the Equal Rights Amendment""]",0,7.88889597960798e-06,2.144424258797199e-05,0.9999517273829317,8.93929027569789e-06,3.927650034837095e-07,,,7.811064791686726e-07,8.314835188998903e-07,8.851095985504564e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""We conclude that, in the field of public education, the doctrine of ""separate but equal"" has no place. Separate educational facilities are inherently unequal. Therefore, we hold that the plaintiffs and others similarly situated for whom the actions have been brought are, by reason of the segregation complained of, deprived of the equal protection of the laws guaranteed by the Fourteenth Amendment.""
Brown v. Board of Education, 1954
In which decision did the Supreme Court validate the practice of ""separate but equal"" facilities for blacks and whites?",high_school_us_history,"['Marbury v. Madison' 'Bradwell v. Illinois' 'Plessy v. Ferguson'
 'Holden v. Hardy']",2,0.00017952527546469013,0.9998083442360503,3.7259282238631975e-06,4.22202980310861e-06,3.4656531057822995e-07,,,,,,,,,,,2.6990533526371013e-07,,,4.7369861559300514e-07,,,,,,,,,,,,,,,5.713895992371238e-07,,,,,,,,,,,,,,
"This question refers to the following information.
The man who mounted the steps of the Capitol, March 4, 1801, to claim the place of an equal between Pitt and Bonaparte, possessed a character which showed itself in acts; but person and manner can be known only by contemporaries, and the liveliest description was worth less than a moment of personal contact. Jefferson was very tall, six feet two-and-a-half inches in height; sandy-complexioned; shy in manner, seeming cold; awkward in attitude, and with little in his bearing that suggested command.… His skin was thin, peeling from his face on exposure to the sun, giving it a tettered appearance. This sandy face, with hazel eyes and sunny aspect; this loose, shackling person; this rambling and often brilliant conversation, belonged to the controlling influences of American history, more necessary to the story than three-fourths of the official papers, which only hid the truth. Jefferson's personality during these eight years appeared to be the government, and impressed itself, like that of Bonaparte, although by a different process, on the mind of the nation. In the village simplicity of Washington, he was more than a king, for he was alone in social as well as in political pre-eminence. Except the British Legation, no house in Washington was open to general society; the whole mass of politicians, even the Federalists, were dependent on Jefferson and ""The Palace"" for amusement; and if they refused to go there, they ""lived like bears, brutalized and stupefied.""
—Henry Adams, History of the United States During the Administration of Thomas Jefferson, 1889
Thomas Jefferson's victory in the election of 1800 was important because",high_school_us_history,"['he was the first southerner to become president.'
 'it was the first time the presidency shifted from one political party to another.'
 'he believed it was necessary to go to war with Great Britain.'
 'he encouraged the rapid industrialization of the United States.']",1,6.961986021765011e-06,1.670093626455637e-05,1.4992114846039295e-05,0.9999553294509876,2.3822606137692028e-07,,,3.256164192663722e-07,,,,,1.9946423909092676e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""Yesterday, December 7, 1941—a date which will live in infamy—the United States of America was suddenly and deliberately attacked by naval and air forces of the Empire of Japan. The United States was at peace with that nation and, at the solicitation of Japan, was still in conversation with its Government and its Emperor looking toward the maintenance of peace in the Pacific. Indeed, one hour after Japanese air squadrons had commenced bombing…the Japanese Ambassador to the United States and his colleague delivered to the Secretary of State a formal reply to a recent American message. While this reply stated that it seemed useless to continue the existing diplomatic negotiations, it contained no threat or hint of war or armed attack….The attack yesterday…has caused severe damage to American naval and military forces. Very many American lives have been lost. In addition American ships have been reported torpedoed on the high seas….As Commander-in-Chief of the Army and Navy, I have directed that all measures be taken for our defense.""
President Franklin D. Roosevelt, radio address, December 8, 1941
The above statements were most likely made after which major event?",high_school_us_history,"['The bombing of Pearl Harbor' 'The sinking of the U.S.S Maine'
 'The bombing of the U.S.S. Liberty' 'The Boxer Rebellion']",0,1.4592684050402351e-06,5.093347200578758e-06,0.9999309548242554,5.144098445599585e-05,,,,1.6535677357806373e-06,5.714577182454342e-07,3.2885121146393045e-06,4.450517184617424e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
It is natural, it is a privilege, I will go farther, it is a right, which all free men claim, that they are entitled to complain when they are hurt. They have a right publicly to remonstrate against the abuses of power in the strongest terms, to put their neighbors upon their guard against the craft or open violence of men in authority, and to assert with courage the sense they have of the blessings of liberty, the value they put upon it, and their resolution at all hazards to preserve it as one of the greatest blessings heaven can bestow.… But to conclude: The question before the Court and you, Gentlemen of the jury, is not of small or private concern. It is not the cause of one poor printer, nor of New York alone, which you are now trying. No! It may in its consequence affect every free man that lives under a British government on the main of America. It is the best cause. It is the cause of liberty. And I make no doubt but your upright conduct this day will not only entitle you to the love and esteem of your fellow citizens, but every man who prefers freedom to a life of slavery will bless and honor you as men who have baffled the attempt of tyranny, and by an impartial and uncorrupt verdict have laid a noble foundation for securing to ourselves, our posterity, and our neighbors, that to which nature and the laws of our country have given us a right to liberty of both exposing and opposing arbitrary power (in these parts of the world at least) by speaking and writing truth.
—Andrew Hamilton, concluding argument, libel trial of newspaper editor
John Peter Zenger, August 4, 1735
The Zenger Case can best be compared to which of the following?",high_school_us_history,"[""Abraham Lincoln's suspension of habeas corpus during the Civil War""
 'Government efforts to prevent the publication of the Pentagon Papers in 1971'
 'The trial of the accused Haymarket Square bombers in 1886'
 'The Brown v. Board of Education Supreme Court decision of 1954']",1,2.429888463069569e-05,2.429888463069569e-05,2.205200109676924e-05,0.9999225707983749,,,,2.102265436005716e-07,,,,,1.1364739574136527e-06,2.6993622524554756e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""Whereas the laws and treaties of the United States, without interfering with the free expression of opinion and sympathy, or with the commercial manufacture or sale of arms or munitions of war, nevertheless impose upon all persons who may be within their territory and jurisdiction the duty of an impartial neutrality during the existence of the contest; And Whereas it is the duty of a neutral government not to permit or suffer the making of its waters subservient to the purposes of war;
""Now, Therefore, I, Woodrow Wilson, President of the United States of America, in order to preserve the neutrality of the United States…do hereby declare and proclaim….
""That the statutes and the treaties of the United States and the law of nations alike require that no person, within the territory and jurisdiction of the United States, shall take part, directly or indirectly, in the said wars, but shall remain at peace with all of the said belligerents, and shall maintain a strict and impartial neutrality….""
Woodrow Wilson, 1914
Which of the following statements about the Treaty of Versailles is true?",high_school_us_history,"['The United States Senate rejected it because it treated Germany too leniently.'
 'The United States Senate rejected it because it required increased American involvement in European affairs.'
 'The United States Senate approved it, with reservations concerning the division of Eastern Europe.'
 'It was never voted on by the United States Senate.']",1,0.0002958694548750378,8.47680180661079e-05,0.00013975883446068482,0.999433295542225,3.2868127499784336e-06,,,,,,,,7.88465390181932e-06,,,1.4585143165431268e-06,,,,,,,,,,,,,,,,,,,1.5525804082125272e-06,,,,,,,,,,,,,
"This question refers to the following information.
Perhaps, however, I am more conscious of the importance of civil liberties in this particular moment of our history than anyone else, because I travel through the country and meet people and see things that have happened to little people, I realize what it means to democracy to preserve our civil liberties.
All through the years we have had to fight for civil liberty, and we know that there are times when the light grows rather dim, and every time that happens democracy is in danger. Now, largely because of the troubled state of the world as a whole, civil liberties have disappeared in many other countries.
It is impossible, of course, to be at war and keep freedom of the press and freedom of speech and freedom of assembly. They disappear automatically. And so in many countries where ordinarily they were safe, today they have gone. In other countries, even before war came, not only freedom of the press and freedom of assembly, and freedom of speech disappeared, but freedom of religion disappeared.
And so we know here in this country, we have a grave responsibility. We are at peace. We have no reason for the fears which govern so many other peoples throughout the world; therefore, we have to guard the freedoms of democracy.
—Eleanor Roosevelt, Address to the American Civil Liberties Union, Chicago, Illinois, March 14, 1940
Roosevelt's concerns can most directly be compared to those of the people who debated which of the following?",high_school_us_history,"['The Gulf of Tonkin Resolution of 1964' 'The Voting Rights Act of 1965'
 'The USA Patriot Act of 2001' 'The Affordable Care Act of 2010']",2,4.784998744067482e-06,0.999977029520365,5.499456226070889e-06,1.1478615268807075e-05,5.658483641279095e-08,,,,,,,,,,,2.3823105961103081e-07,,,1.4449444174991822e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""Whereas it is expedient that new provisions and regulations should be established for improving the revenue of this kingdom, and for extending and securing the navigation and commerce between Great Britain and your Majesty's dominions in America, which, by the peace, have been so happily enlarged: and whereas it is just and necessary, that a revenue be raised, in your Majesty's said dominions in America, for defraying the expenses of defending, protecting, and securing the same; we, your Majesty's most dutiful and loyal subjects, the commons of Great Britain, in parliament assembled, being desirous to make some provision, in this present session of parliament, towards raising the said revenue in America, have resolved to give and grant unto your Majesty the several rates and duties herein after-mentioned….""
The Sugar Act of 1764
The goals presented in the excerpt have the most in common with which of the following?",high_school_us_history,"['Antitrust reforms of the Progressive Era'
 'Free trade policies of the 1970s'
 'Increasing federal income tax rates after World War I'
 'Decreasing federal income tax rates in the 1980']",2,2.1443424570638898e-05,0.9999094974254887,3.139748576308688e-05,3.535423020626611e-05,1.6372256697184469e-07,,,,,,,,,,,3.927500209736318e-07,,,3.4660067699926495e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
It is natural, it is a privilege, I will go farther, it is a right, which all free men claim, that they are entitled to complain when they are hurt. They have a right publicly to remonstrate against the abuses of power in the strongest terms, to put their neighbors upon their guard against the craft or open violence of men in authority, and to assert with courage the sense they have of the blessings of liberty, the value they put upon it, and their resolution at all hazards to preserve it as one of the greatest blessings heaven can bestow.… But to conclude: The question before the Court and you, Gentlemen of the jury, is not of small or private concern. It is not the cause of one poor printer, nor of New York alone, which you are now trying. No! It may in its consequence affect every free man that lives under a British government on the main of America. It is the best cause. It is the cause of liberty. And I make no doubt but your upright conduct this day will not only entitle you to the love and esteem of your fellow citizens, but every man who prefers freedom to a life of slavery will bless and honor you as men who have baffled the attempt of tyranny, and by an impartial and uncorrupt verdict have laid a noble foundation for securing to ourselves, our posterity, and our neighbors, that to which nature and the laws of our country have given us a right to liberty of both exposing and opposing arbitrary power (in these parts of the world at least) by speaking and writing truth.
—Andrew Hamilton, concluding argument, libel trial of newspaper editor
John Peter Zenger, August 4, 1735
Which of the following best describes the significance of the Zenger Trial?",high_school_us_history,"['An important incident in opposing British taxation policy'
 'An early attack on the institution of slavery'
 'A landmark case concerning voting rights'
 'A landmark case concerning freedom of expression']",3,0.9999211688175494,4.6130055717336974e-05,1.2619982830026605e-05,2.1232128766650564e-06,1.459261446722832e-06,1.0129282123086871e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""I marvel not a little, right worshipful, that since the first discovery of America (which is now full four score and ten years), after so great conquests and plantings of the Spaniards and Portuguese there, that we of England could never have the grace to set fast footing in such fertile and temperate places as are left as yet unpossessed of them. But . . . I conceive great hope that the time approacheth and now is that we of England may share and part stakes [divide the prize] (if we will ourselves) both with the Spaniard and the Portuguese in part of America and other regions as yet undiscovered.
""And surely if there were in us that desire to advance the honor of our country which ought to be in every good man, we would not all this while have [neglected] the possessing of these lands which of equity and right appertain unto us, as by the discourses that follow shall appear most plainly.""
—Richard Hakluyt, Divers Voyages Touching the Discovery of America and the Islands Adjacent, 1582
By following the ideas of Richard Hakluyt, England was eventually able to",high_school_us_history,"['drive the French and Portuguese governments into bankruptcy.'
 'conquer large parts of Africa in the eighteenth century.'
 'establish several colonies along the Atlantic coastline of North America.'
 'destroy the Dutch commercial empire.']",2,4.784866409315671e-06,0.9999492146847625,2.629773106964142e-06,3.535564632432235e-05,3.256142455495154e-07,,,,,,,,,,,3.966793579925989e-06,,,4.737659317519277e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""I am in Birmingham because injustice is here. . . . Moreover, I am cognizant of the interrelatedness of all communities and states. I cannot sit idly by in Atlanta and not be concerned about what happens in Birmingham. Injustice anywhere is a threat to justice everywhere. We are caught in an inescapable network of mutuality, tied in a single garment of destiny. Whatever affects one directly affects all indirectly. Never again can we afford to live with the narrow, provincial 'outside agitator' idea. Anyone who lives inside the United States can never be considered an outsider anywhere in this country. . . .""
—Martin Luther King, Jr., ""Letter from a Birmingham Jail,"" April 16, 1963
Which other nineteenth-century reform movement made similar arguments to those written here by Susan B. Anthony?",high_school_us_history,"['The temperance movement.' 'Utopian communities.'
 'The abolition movement.' 'Public school advocates.']",2,5.232068634223882e-05,0.9998365376727448,2.1823934458515996e-05,6.604472875316604e-05,1.00283623539374e-06,,,,,,,,,,,8.39664499633125e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Let us not, I beseech you sir, deceive ourselves. Sir, we have done everything that could be done, to avert the storm which is now coming on. We have petitioned; we have remonstrated; we have supplicated; we have prostrated ourselves before the throne, and have implored its interposition to arrest the tyrannical hands of the ministry and Parliament. Our petitions have been slighted; our remonstrances have produced additional violence and insult; our supplications have been disregarded; and we have been spurned, with contempt, from the foot of the throne. In vain, after these things, may we indulge the fond hope of peace and reconciliation. There is no longer any room for hope.… It is in vain, sir, to extenuate the matter. Gentlemen may cry, Peace, Peace, but there is no peace. The war is actually begun! The next gale that sweeps from the north will bring to our ears the clash of resounding arms! Our brethren are already in the field! Why stand we here idle? What is it that gentlemen wish? What would they have? Is life so dear, or peace so sweet, as to be purchased at the price of chains and slavery? Forbid it, Almighty God! I know not what course others may take; but as for me, give me liberty or give me death!
—Patrick Henry, March 23, 1775
The sentiments expressed by Patrick Henry led most directly to which of the following?",high_school_us_history,"['The Declaration of Independence' 'The Albany Plan'
 'The Boston Tea Party' 'The Constitution of the United States']",0,1.5534764636035136e-06,2.561249689075126e-06,0.999989174470785,4.785044377589141e-06,,,,3.256263564425144e-07,7.265706106156794e-08,6.475853361407876e-07,6.023481926145117e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The economic ills we suffer have come upon us over several decades. They will not go away in days, weeks, or months, but they will go away. They will go away because we as Americans have the capacity now, as we've had in the past, to do whatever needs to be done to preserve this last and greatest bastion of freedom. In this present crisis, government is not the solution to our problem; government is the problem. . . .
""It is my intention to curb the size and influence of the Federal establishment and to demand recognition of the distinction between the powers granted to the Federal Government and those reserved to the States or to the people. All of us need to be reminded that the Federal Government did not create the States; the States created the Federal Government.""
—Ronald Reagan, First Inaugural Address, January 21, 1981
Which of the following ongoing debates in U.S. history is expressed in the quotation?",high_school_us_history,"['Debates over the powers of the president.'
 'Debates over participation in elections.'
 'Debates over federal power over the economy.'
 'Debates over federal power over international affairs.']",2,0.009483058155154876,0.9673234134657909,0.02013953543211344,0.0027287612910133078,4.125459952790506e-05,,,,,,,,,,,,,7.338355703050175e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
