question,subject,choices,answer,c,b,d,a,'},e,i,l,f,ac,',,bc,g,none,cd,}',yes,y,bd,n,ab,},''',{',h,ad,j,no,s,w,da,ca,both,all,o,cb,db,']},t,(,4,...',cc,v,2,3,abc,r,must,abcdef,abcd,abd
"A landlord leased a commercial building to a tenant for five years. Rent was payable on the first day of each month, and the landlord retained the right to terminate the lease if the tenant defaulted. The lease term ended 18 months ago. However, the tenant has stayed in possession of the building and has continued to pay the rent on time. The landlord has continued to accept the rent. The fair rental value of the building is now substantially more than what the tenant has been paying, and the landlord recently found a third party who will pay the higher rent. When the tenant paid the rent six weeks ago, the landlord accepted paid the rent six weeks ago, the landlord accepted the rent but told the tenant in writing that she had to vacate at the end of the month. The tenant, who is still in possession of the building, has informed the landlord that she does not want to move and is willing to pay the current fair rental value. The landlord has asked his lawyer for advice regarding the right to possession. Who should the lawyer say is entitled to possession?",professional_law,"['The landlord, because he gave proper notice to terminate the tenancy.'
 'The landlord, because he retained the right to reenter.'
 'The tenant, because she has stated that she is willing to pay the current fair rental value.'
 'The tenant, because the landlord has not shown good cause to terminate the tenancy.']",0,0.3412382333877363,0.010301810335858136,0.6374198308498543,0.010301810335858136,0.00010750903811656919,0.00014694743231682663,2.398850889235373e-05,,3.955036486320277e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A police officer entered a private home in response to a reported disturbance. She found no disturbance but did witness the two male residents engaging in consensual sexual relations with each other. She arrested and charged them with ""deviate sexual intercourse"", a state law that prohibits two persons of the same sex from engaging in mutual sexual relations. After conviction and unsuccessful appeals in the state courts, the men appealed to the United States Supreme Court. What is the likely holding and reasoning of the Supreme Court?",professional_law,"[""The statute violates the men's right to liberty encompassed within the constitutional guarantee of substantive due process.""
 ""The federal constitution cannot be used to interfere with a state's right to regulate sexual morality.""
 ""The statute is unconstitutional primarily because it infringes the men's right to freedom of expression under the First Amendment.""
 ""The relationship in question is not protected by the right to privacy and is subject to a state's criminal regulation.""]",2,6.603206994900791e-05,0.00014880556670178525,6.603206994900791e-05,0.9996550904424203,1.2902002920476221e-05,3.499571499651997e-06,,,,,,,,,,,,,,,,,,,1.8731856401080728e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A customer went into a bar to have a drink. The bar was crowded because a championship boxing match was being shown on the television sets in the bar, and many people had gone to the bar to watch it. During the second round of the boxing match, someone bumped into the customer, causing him to spill a drink on his pants. ""Hey, watch what you're doing, jerk!"" the customer said. The person who had bumped the customer was an employee of the bar hired as a bouncer to deal with unruly customers. Angered by the customer's statement, the employee immediately turned around and punched the customer in the mouth. If the customer asserts a battery claim against the owner of the bar, the customer will most likely",professional_law,"['prevail, because it was reasonably foreseeable that fights would occur in a crowd of people who were drinking a lot of alcohol.'
 'prevail, because the person who punched the customer was employed as a bouncer.'
 'not prevail, because the owner did not touch the customer.'
 'not prevail, because the owner should not be responsible for the intentional acts of the employee.']",1,0.034691414731192645,0.004410519489849057,0.8948744591041752,0.06486761554938245,0.00041024221750198616,6.697016909248726e-05,,,,,5.552022022713702e-05,4.602787921608503e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"On March 1, a man and a contractor executed a contract that provided that the contractor would construct a two-level redwood deck on each of the eight specified beach houses in a city that the man owned, with all work to be completed by May 1. The contract provided the following:""The cost is $2,500 per deck, to be paid upon completion of the decks in each of the eight beach houses. ""On the morning of March 25, the man went to one of the beach houses as the contractor and his assistants were completing the work on the fourth deck. The man said to the contractor, ""I'm very pleased with your progress to date. If you are willing, I would like you to build the same kind of decks on four identical beach houses that I own in a neighboring town, on the same terms and conditions as our existing contract, the work to be completed by May 20. If you can meet that deadline, I'll pay you $10,000 at that time. "" The contractor replied, ""Agreed. Let's shake hands on it. "" They shook hands. The contractor completed the work on the beach houses located in the city by April 15 and immediately started the construction of the decks on the four beach houses located in the town. On April 22, a hurricane totally destroyed four of the man's beach houses in the city. In addition, the hurricane demolished a beach house in the town on which the contractor had completed 85 percent of the deck work. Two of the contractor's assistants were seriously injured, and all of his equipment was washed away. The man then received a letter from the contractor, which stated:""The hurricane destroyed my equipment, worth $4,000. I am dead broke and cannot complete the work on the three remaining beach houses in the town. Please pay me $20,000 for the work I did in the city, and please send me $2,500 for the deck I built on the beach house in the town. ""What is the maximum amount that the contractor may recover from the man for the construction that he completed prior to the hurricane?",professional_law,"['$10,000. 00'
 '$10,000 plus the amount due for 85 percent of the completed work on the town beach house.'
 '$20,000. 00'
 '$20,000 plus the amount due for 85 percent of the work completed on the town beach house.']",2,0.03502443215393632,0.15689846763719478,0.7967455115810667,0.010675157884383854,0.0001185902919828103,8.676251105596966e-05,,,3.3976687514125696e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A man hired a videographer to film his daughter's wedding. The written contract entered included a ""payment clause,"" which provided that the videographer would be ""paid $10,000 for the filming and editing of a 60-minute video of the wedding and the reception. "" The man included in the contract a stipulation that the video would be filmed using high definition equipment. The contract made no other reference to compensation. Thereafter, the videographer filmed and edited the 60-minute video, using high definition equipment, and presented it to the man. The videographer then submitted to the man an invoice statement in the amount of $15,000. Besides the $10,000 contract figure, the bill included a $5,000 charge for the use of the high definition equipment. Denying any additional liability, the man sent the videographer a check for $10,000. The videographer then brought suit against the man to recover the additional $5,000. Which of the following arguments would be most persuasive to support the videographer's contention that when the written contract was executed, the man agreed to pay the videographer $5,000 for use of the high definition equipment in addition to the $10,000 fee?",professional_law,"['According to the customary trade practice of the video industry, a $10,000 fee for filming and editing means $10,000 in addition to a supplemental charge if high definition equipment is used.'
 'An oral agreement to that effect, if provable, would only supplement, not contradict, the ""payment clause"" as written.'
 'Under the UCC, extrinsic evidence, if available, of additional terms agreed to by the parties is admissible unless such terms ""would certainly vary or contradict those contained in the document. ""'
 'Assuming arguendo that the written ""payment clause"" was fully integrated and neither patently nor latently ambiguous, equitable considerations require admission of extrinsic evidence, if available, of the parties\' intent, since the videographer would stand to lose $5,000 on the contract.']",0,0.964272843786398,0.0014495703798904373,0.030993173928408748,0.00288281492928475,8.17791257771072e-05,6.3689647194106e-05,,,1.714183599414354e-05,,,,,,,3.8629723729505984e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A senior associate in a law firm was conducting spot checks of other associates as they left the office to determine who had taken some documents that were missing from the firm's library. A young associate was leaving his office for the day when he was stopped by the defendant, who asked him to open his briefcase. The senior associate explained that some files from the law office had been stolen. Startled, the young associate refused to permit the senior associate to look in his briefcase. The young associate said that he had personal papers in his briefcase and he didn't want the senior associate to see them. Having his suspicions aroused, the senior associate raised his clenched fist and exclaimed, ""If you don't hand over that briefcase, I'm going to punch you in the mouth. "" The young associate, who, unknown to the senior associate, suffered from a serious heart condition, had a seizure and died as a result of fright produced by the threatened attack. Which of the following is the most serious crime for which the senior associate should be found guilty?",professional_law,"['Assault.' 'Voluntary manslaughtÃ§r.' 'Involuntary manslaughter.'
 'Murder.']",2,0.06918842865095264,0.2736090895640466,0.6563415904590325,0.00063703711903694,3.8257052620747186e-05,4.335091999609585e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"An investor and a developer own adjoining lots in the central portion of a city. Each of their lots had an office building on it. The developer decided to raze the existing building on her lot and to erect a building of greater height. The developer has received all governmental approvals required to pursue her project. There is no applicable statute or ordinance (other than those dealing with various approvals for zoning, building, etc. ). After the developer had torn down the existing building, she proceeded to excavate deeper. The developer used shoring that met all local, state, and federal safety regulations, and the shoring was placed in accordance with those standards. The investor notified the developer that cracks were developing in the building situated on the investor's lot. The developer took the view that any subsidence suffered by the investor was due to the weight of the investor's building and correctly asserted that none would have occurred had the investor's land been in its natural state. The developer continued to excavate. The building on the investor's lot did suffer extensive damage, requiring the expenditure of $750,000 to remedy the defects. Which of the following is the best comment concerning the investor's action to recover damages from the developer?",professional_law,"[""The developer is liable, because she removed necessary support for the investor's lot.""
 'The developer cannot be held liable simply upon proof that support was removed, but may be held liable if negligence is proved.'
 'Once land is improved with a building, the owner cannot invoke the right of lateral support.'
 ""The developer's only obligation was to satisf' all local, state, and federal safety regulations.""]",1,0.004268401878906905,0.4354334249743525,0.0006149215931908471,0.5591632583609467,5.3731275620615325e-05,4.454479204646677e-05,,,,,,,,,,,,,,,,9.430132550237828e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A shop owner domiciled in State A sued a distributor in a federal district court in State A for breach of a contract. The shop owner sought $100,000 in damages for allegedly defective goods that the distributor had provided under the contract. The distributor is incorporated in State B, with its principal place of business in State C. The distributor brought in as a third-party defendant the wholesaler that had provided the goods to the distributor, alleging that the wholesaler had a duty to indemnify the distributor for any damages recovered by the shop owner. The wholesaler is incorporated in State B, with its principal place of business in State A. The wholesaler has asserted a $60,000 counterclaim against the distributor for payment for the goods at issue, and the distributor has moved to dismiss the counterclaim for lack of subject-matter jurisdiction. Should the motion to dismiss be granted?",professional_law,"[""No, because the wholesaler's and the distributor's principal places of business are diverse.""
 ""No, because there is supplemental jurisdiction over the wholesaler's counterclaim.""
 'Yes, because there is no diversity of citizenship between the distributor and the wholesaler.'
 'Yes, because there is no diversity of citizenship between the shop owner and the wholesaler.']",1,0.0038168863729068853,0.9942272661400864,0.0010273010307820663,0.0008516624676550728,9.76144344662587e-06,7.843540161153034e-06,3.269673993007747e-06,,,,,,,,,,,,4.331614271948815e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A grantor executed a deed by which he conveyed his apartment building for a consideration of one dollar, receipt of which was acknowledged, ""to my son for life, then to my uncle for life, but if my uncle moves to another state, to my brother for the life of my uncle, then to the heirs of my uncle if my uncle does not move to another state, and to the heirs of my brother if my uncle does move to another state. "" This deed was promptly recorded. During the son's lifetime, the brother's interest may best be described as a (an)",professional_law,"['estate pur autre vie.' 'contingent remainder pur autre vie.'
 'vested remainder pur autre vie.'
 'shifting executory interest pur autre vie.']",3,0.010516372315432104,0.7373576065915782,0.011916611021106688,0.23945062020952562,0.0001323815905810543,0.00010309888640876321,,,,,,,,,,,,,,,,4.2978010014962154e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A corporation under the authority of a state statute sued to have condemned 1,000 acres of forested land owned by a timber company, which it planned to develop for use as a state recreational area. After a hearing, the state court ordered possession of the land surrendered to the corporation, upon deposit in court of a sum deemed adequate to cover damages that might be awarded. The timber company immediately commenced an action to enjoin the court-ordered sale of their property. Which of the following would be the best ground for upholding the state court's order?",professional_law,"['The power of eminent domain may only be delegated directly to a private enterprise for a public related use or activity.'
 'The power of eminent domain may only be delegated to a public authority through a legislative determination.'
 'The injured party has not proved such irreparable injury to use as amounts to a ""taking. ""'
 ""The Fifth Amendment's power of eminent domain incorporated by the Fourteenth Amendment as applicable to the states does not require that payment be made prior to condemnation of the property.""]",0,0.004808239461142646,0.9754567053936379,0.01786477685409998,0.001466430183485056,5.341471552887371e-05,7.300925980186975e-05,1.734121918969321e-05,1.1918434030240412e-05,2.685860569625249e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"An illegal alien and her three children live in a U. S. city. The city council has enacted an ordinance requiring illegal aliens to pay a $100 ""school fee"" for each child enrolled in a city public school. Citizens and legal aliens are not required to pay the school fee. The city council has enacted this law to raise funds to hire additional teachers who are bilingual. The city determined that over 15% of children attending public schools in the city were illegal aliens. Furthermore, the city conducted a study and found that the overwhelming majority of illegal aliens residing in the city did not pay any local property taxes. As a result, since the city provided educational benefits to the children of illegal aliens, the school fee furthered a significant governmental interest. The illegal alien, who is indigent, is unable to pay the city school fee. The city will not allow her children to attend school unless the fee is paid. If she seeks your legal advice regarding the constitutionality of the fee, you should advise her that the ordinance is",professional_law,"['valid, because the city can demonstrate that the school fee is necessary to further a compelling governmental interest.'
 'valid, because the imposition of the school fee is substantially related to a legitimate governmental interest.'
 'invalid, because denying educational services to children of undocumented aliens is not substantially related to an important governmental interest.'
 'invalid, because the cost of educating the children imposed an undue burden on the public school system by requiring the school board to hire additional bilingual teachers.']",2,0.8601579296966424,0.03334892782810912,0.0027374466948788373,0.10272192938949312,0.00019830006802805606,9.367031954272154e-05,8.799512177634502e-05,3.237159622489482e-05,4.156595233151789e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A shopkeeper is the owner of a vacant lot in fee simple absolute (the record title is also in the shopkeeper). In 1960, the shopkeeper conveyed the property by general warranty deed as follows: ""The grantor hereby conveys the vacant lot to my friend, but if the property shall ever be used for church purposes, then to the children of my sister who reach the age of 25. "" At the time of the conveyance, the sister was single. Thereafter, the sister married and had two sons. Subsequently, one son died in an automobile accident. Three years after that son's death, the sister had a daughter. In an appropriate action to determine the ownership rights to the vacant lot with all minors represented, title is in",professional_law,"['the friend only.' 'the friend, the son, and the daughter.'
 'the friend, the son, the daughter, and any additional children of the sister born during her lifetime.'
 'the friend, the son, the daughter, and any additional children of the sister born within 21 years after the death of the deceased son.']",0,0.0431603617923624,0.8671255768624649,0.0431603617923624,0.0431603617923624,0.0006976222742541309,0.0006976222742541309,,8.331909894315038e-05,0.00018776248790764867,,0.00011388370565991149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A man was out taking a walk one evening when he realized that he needed to use a bathroom. The closest building was a private gymnasium. The man approached the building, and saw a sign on the door that said, ""Members only No restroom facilities available for non-members. "" The owner of the gym hung up the sign because he knew that people frequently entered the gym just to use the restroom, and he was annoyed by this. However, the owner of the gym knew that the sign was not effective and that people still regularly entered the gym just to use the restroom. The man needed to use the bathroom very urgently, so he entered the building despite the sign. The restrooms were near the front door of the gymnasium. The man walked directly to the restroom as soon as he entered the building. The clerk working at the front desk in the gymnasium was busy and did not notice the man enter the building or the restroom. After making use of the restroom facilities, the man washed his hands and proceeded to turn on the electric blow dryer. The dryer, because of a malfunctioning heating coil, emitted intense heat, which caused severe burns to the man's hands. The man was unaware of the fact that 15 minutes earlier, a gym member had received similar injuries from the malfunctioning dryer and notified the gym's owner. The owner immediately taped a ""DO NOT USE"" sign to the dryer. However, the sign had fallen to the floor and was lying face down under the bathroom sink when the man was making use of the restroom. Which of the following would best describe the duty of care that the gym owed to the man?",professional_law,"['No duty of care.'
 'A duty to inspect the premises for unknown dangers and to disclose their existence to others.'
 'A duty to warn of any known dangerous conditions on the premises.'
 'An absolute duty of care.']",2,0.9617456133812704,0.0350261702741077,0.0019760413084671195,0.0008768630152413816,0.00010472635267358401,4.101142896831433e-05,,,,,,,1.937242732474563e-05,,,,,,,,,,,,,,,,,,,,,,,,1.819871128727076e-05,,,,,,,,,,,,,,,,
An owner of a solar heated residence filed a lawsuit that tried to enjoin her neighbor from building a house that would totally interfere with her access to daily sunlight. The neighbor's plan conformed to all local building ordinances and land use regulations. The owner had been in the house for 10 years and the neighbor recently bought the adjoining lot. The owner showed that a different placement of the house would not interfere with her use and enjoyment of her residence. The trial judge ruled in favor of the defendant on the basis that the defendant had a right to build his house anywhere as long as he followed the building/zoning laws. The owner appealed. Will the appellate court likely reverse the trial court's decision?,professional_law,"[""Yes, because blocking a neighbor's sunlight is a constitutional deprivation of substantive due process.""
 ""Yes, because the proposed use is a private nuisance that unreasonably interferes with the owner's use and enjoyment of her property.""
 'No, because the trial court was correct in ruling that there had to be some violation of building regulations before the construction could be enjoined.'
 ""No, because a comparative evaluation of the benefits and detriments of each position favor the neighbor's position.""]",1,0.00023035591012354932,0.9991302609677137,0.00017940136318934637,0.00040428721282066325,1.1468745446262672e-05,4.353044773571072e-06,3.285850584322717e-06,1.7587890776645364e-06,,,,,,,,,,,1.7587890776645364e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A defendant was suspected of having burglarized his neighbor's apartment. The neighbor reported that his apartment had been ransacked and several items of clothing had been stolen. During the course of their investigation, two police detectives went to the defendant's place of work to interview him. After being advised of his Miranda rights, the defendant requested permission to call his attorney. Although his attorney was unavailable, the attorney's receptionist admonished him not to say anything. The defendant told the detectives he would have nothing further to say unless his attorney was present. The detectives then asked him if he would accompany them to the police station to answer some questions about an unrelated robbery. The defendant agreed. As they were driving to the police station, the defendant was asked where he had purchased the boots that he was wearing. He refused to answer. When they arrived at the police station, the detectives requested that he sign a waiver of his right to counsel. The defendant replied that he would not sign anything in the absence of his attorney. He was then placed in an interrogation room. Shortly thereafter, the defendant was told he could leave if he would be willing to say where he had purchased his boots. The defendant admitted that he had bought the boots and some shirts from a friend. From this information, the detectives obtained a search warrant and went to the defendant's home where they found the stolen clothing. The defendant is charged with burglarizing the apartment. At trial, the court should",professional_law,"['admit the confession because it was voluntary, and the clothing because it was obtained pursuant to a valid search warrant.'
 'suppress the confession because it was obtained in violation of his Sixth Amendment right to counsel, but admit the clothing because it was obtained pursuant to a valid search warrant.'
 'suppress the confession because the defendant failed to sign the waiver, but admit the clothing because it was obtained pursuant to a valid search warrant.'
 'suppress the confession because it was obtained in violation of his Fifth Amendment right to counsel, and the clothing because the search warrant was secured as a result of the confession.']",3,0.000803616756886881,0.05997137976082072,0.9381311717265266,0.0009693468410985421,3.530847294238471e-05,1.6678541646343658e-05,,,3.284199575544446e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1462982859400727e-05,,,,,,,,,,,,,,,
"A man and a woman are adjoining homeowners in a residential neighborhood. The man begins to operate a slaughterhouse in his backyard. The putrid smell from the slaughterhouse travels over the woman's property. The woman and her family members find the odor to be foul and nauseating. As a result of the man's slaughterhouse, the value of the woman's property was diminished by 20 percent, and the woman incurred expenses for prescription drugs to treat her family's nausea. There is no applicable zoning ordinance preventing the man's slaughterhouse operation. The woman has asserted a nuisance action against the man. The complaint seeks recovery for damages and injunctive relief enjoining operation of the slaughterhouse. The court should",professional_law,"['award damages, but not grant injunctive relief.'
 'grant injunctive relief, but not award damages.'
 'grant injunctive relief and award damages.'
 'neither award damages nor grant injunctive relief, because there was no violation of any ordinance.']",2,0.9986070234793765,0.00031468838886748366,0.0008035849523868133,0.000179304039118938,5.468464229156979e-05,6.9523720778649155e-06,,,1.5512838951454703e-06,,,,,,,1.7578349460515706e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A man was arrested and charged with sexually assaulting a child. At trial, in its case-in-chief, the prosecution seeks to introduce evidence that the man had twice been previously involved in similar cases with other children. The prosecution argues that these past crimes demonstrate the likelihood that the man molested this child. Defense counsel objects to the evidence regarding other children. The judge should find the evidence",professional_law,"[""admissible, because the man's past crimes may be introduced to show that he is more likely to have committed the crime with which he is charged.""
 'admissible, because a common plan or scheme may be proven by other similar criminal acts.'
 'inadmissible, because past crimes may not be introduced to prove disposition to commit certain acts.'
 'inadmissible, because the prosecution cannot initiate evidence of bad character.']",0,0.9841899824815099,0.002596767509370297,0.005851905916670966,0.006631078136968314,0.0002736974123641383,7.841562153054712e-05,4.467987433870613e-05,,1.6436807203333475e-05,,,,,1.7496890190249642e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ann, Bea, and Carla were three friends who lived in the same neighborhood. While Ann was away on a business trip, someone broke into her garage and stole her golf clubs. The next week, Ann was planning to go on vacation and asked Bea if she could borrow her golf clubs. Bea agreed and loaned her golf clubs to Ann, who promised to return them after her vacation. When Ann returned home, she kept the golf clubs and continued to use them. A few weeks later, Bea was having dinner with Carla and learned that Carla owed Ann $4,000. Carla had just been laid off from her job and did not have the money to repay Ann. Bea told Carla that she would contact Ann and make arrangements to repay the loan on her behalf. Thereupon, Ann and Bea entered into a written agreement wherein Bea promised to pay Ann, at a rate of $400 a month, the matured $4,000 debt that Carla owed Ann. In the same written instrument, Ann promised to return Bea's golf clubs, which she still had in her possession. Ann, however, made no written or oral. commitment to forbear to sue Carla to collect the $4,000 debt; and Bea made no oral or written request for any such forbearance. After this agreement between Ann and Bea was signed and executed, Ann promptly returned the golf clubs to Bea. For the next six months, Bea made and Ann accepted the $400 monthly payments as agreed. During that period, Ann, in fact, did forbear to take any legal action against Carla. However, Bea then repudiated her agreement with Ann, and 30 days later Ann filed a contract action against Bea. Assume that the applicable statute of limitations on Ann's antecedent claim against Carla expired the day before Ann filed her contract action against Bea. Which of the following is the most persuasive argument that Bea is not liable to Ann under the terms of their written agreement?",professional_law,"[""Since Ann did not expressly promise to forbear to sue Carla to collect the antecedent $4,000 debt, Ann's forbearance for six months could not constitute consideration for Bea's promise.""
 ""Since the written agreement between Bea and Ann shows a gross imbalance between the values of the promises exchanged, the consideration for Bea's promise was legally insufficient to support it.""
 ""Since Carla, when the agreement between Ann and Bea was made, had a pre-existing duty to repay the $4,000 debt to Ann, there was no consideration for Bea's promise to Ann.""
 ""Since Ann had a pre-existing duty to return Bea's golf clubs to her when the agreement between Ann and Bea was made, there was no consideration for Bea's promise to Ann.""]",3,0.006359424080527784,0.0021977581539457313,0.046990141287910264,0.9438845775280861,6.234559991199282e-05,0.00013198563604941595,1.57634362819527e-05,,4.5613015291668314e-05,,,,,1.6780090575643393e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In a secluded county, where prejudice festers and discrimination flourishes, there is a lovely lake, which the county has developed and maintained for recreational purposes. Although it is not the only lake in the county, it is the largest and most scenic, and it attracts visitors from miles around. One of its biggest assets is the excellent fishing and boating, which is available to the public at large. Three years ago, in order to enhance the recreational aspects of the lake, the county leased a sizable portion of the lake and surrounding parkland to a company owned by the most prominent family in the county. The lease required the company to construct and operate a first-rate yacht house and club, complete with bar, restaurant, and private marina, and to pay the county 10% of its net profits as rent. The company set up bylaws, which were reviewed and approved by the county at the time the lease was negotiated. According to the bylaws, the yacht club, complete with its restaurant and bar, would be open to members only, and the membership committee was empowered to set up strict membership ""standards,"" as well as the cost of membership fees and dues. Upon completion of the facilities, the state granted the company a license to sell alcoholic beverages in its restaurant and bar. The membership committee announced that the membership fee was $5,000 and the monthly dues $75. Furthermore, the membership committee had a policy of approving only membership applications from men, while disapproving and denying all applications from women. There were other similar facilities within the county available to women. A woman resident of the county brings suit against the company, claiming that her membership application was denied only because she is a woman, and that its policy of excluding women as a group denies her equal protection rights. Which of the following is the most accurate statement?",professional_law,"['The plaintiff will lose, because classifications based on sex have not yet been held to violate the equal protection clause.'
 'The plaintiff will prevail unless denial of membership to women can be justified by some ""compelling interest,"" since such discrimination is ""suspect"" and requires the strictest equal protection test.'
 'The plaintiff will lose, because other similar facilities are available to women.'
 'The plaintiff will prevail unless the company can prove some important basis for the exclusion of women.']",3,0.0038109467705291474,0.9926827126831826,0.0024605321666872778,0.0009051791984652739,1.463085907571378e-05,1.878639492119301e-05,6.6984953962407735e-06,4.462159909532519e-06,7.356857956111623e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A state election code provides that any political organization whose candidate received 20% or more of the vote at the most recent gubernatorial or presidential election is a political party; other political organizations are construed as political bodies. Political parties conduct primaries, and the winning candidates in each office may have their names placed on the ballot. However, nominees of political bodies or any independent candidate may only have their names placed on the ballot if they file a nominating petition signed by not less than 7% of those eligible to vote at the last election for the offices that they are seeking. The time for circulating the petition is 180 days, which is also the deadline governing party candidates in party primaries. An independent candidate, who desires to be listed on the ballot for the office of governor, challenges the constitutionality of this election law. The court will most likely declare this statute",professional_law,"[""unconstitutional, because it is a violation of the First and Fourteenth Amendments' rights of free speech.""
 ""unconstitutional, because it is a violation of the Fourteenth Amendment's due process clause.""
 ""unconstitutional, because it violates the Fifteenth Amendment's voting provisions.""
 'constitutional, because the election code is nonviolative of the equal protection clause.']",3,0.0012371854862838671,0.003159263815442939,0.0026191216950159067,0.9926856309002542,6.126902734231721e-05,4.7970910045867694e-05,6.910864831634364e-06,,1.5573874307816393e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A plaintiff sued a defendant for injuries suffered in an automobile accident that occurred six months ago. The plaintiff claimed that the defendant drove through a red light and hit her as she was crossing the street. The posted speed limit at the scene of the accident was 25 m. p. h. In his case-in-chief, the defendant testified that the traffic light was green and he was driving carefully at 20 m. p. h. The plaintiff's attorney did not cross-examine the defendant. Rather, she called a police officer who testified that the defendant told him immediately after the accident that he was going 30 m. p. h. The police officer's testimony is",professional_law,"['a prior inconsistent statement and, therefore, admissible to impeach.'
 'hearsay, but admissible as a prior inconsistent statement for any purpose.'
 'admissible, as offered against the defendant.'
 'inadmissible, because the accident report is the best evidence of what the defendant told the police officer.']",2,0.002316881876157967,0.0016950669910203867,0.0005169662240721219,0.9951863595529888,8.394457252156814e-05,1.768960298337309e-05,8.355976780613117e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A tall building was under construction in the downtown business district of a city. A lawyer drove her car to the downtown area to go to a meeting with a client. She was running late for the meeting and could not find a legal parking spot, so she decided to park illegally in front of a fire hydrant. This was in violation of a local ordinance that prohibited parking within 50 feet of a fire hydrant. The lawyer figured that it was better to get a ticket than to miss her meeting with an important client. The spot where she parked was next to the site of the construction of the new building. While the lawyer was at her meeting, an accident occurred at the construction site. A large crane was being used to lift a load of bricks. A cable on the crane broke, and the bricks fell. Most of them landed on top of the lawyer's car. The load of bricks that fell on the lawyer's car caused the gas tank of the car to rupture and explode. Shrapnel from the explosion flew in all directions and injured a pedestrian who was talking on the sidewalk near the lawyer's car. If the pedestrian sues the lawyer and relies on the doctrine of negligence per Se, which of the following, if true, is the lawyer's best defense?",professional_law,"['Payment of a small fine is the only penalty provided in the ordinance for those who park too close to fire hydrants.'
 'The police never issued a ticket to the lawyer for parking in front of the fire hydrant.'
 ""The purpose. of the parking ordinance was tofacilitate access to the hydrant by fire trucks,not to protect against accidents like the onethat occurred when bricks fell on the lawyer'scar.""
 'The pedestrian would not have been injured ifthe construction company had properly maintained the crane.']",2,0.988610125539643,0.0029555713366218837,0.0062569445687284736,0.0019082602782424345,6.134092613007293e-05,6.950837555397861e-05,8.301591611809557e-06,,1.2462165032315743e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A developer, owner of several hundred acres in a rural county, drafted a general development plan for the area. The duly recorded plan imposed elaborate limitations and restrictions upon the land in the plan, which was to be developed as a residential district. The restrictions were to extend to all persons acquiring any of the lots and to their heirs, assigns, and lessees. It was further provided that all subsequent owners would be charged with due notice of the restrictions. Among those restrictions in the general plan were the following:(22) A franchise right is created in a strip of land 10 feet in width along the rear of each lot for the use of public utility companies with right of ingress and egress. (23) No house or structure of any kind shall be built on the aforementioned strip of land running through the said blocks. The court will most likely construe restriction (23) as a (an)",professional_law,"['negative easement.' 'equitable servitude.' 'affirmative covenant.'
 'fee simple absolute.']",1,0.007873271003940169,0.02011769744079228,0.002556076857610127,0.9689607856368366,9.910980805157948e-05,3.6460460800623976e-05,,,,,,,,,,,,,,,,1.2600398087390918e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A distributor agrees to sell 100 tubes of growth hormone to a medical treatment center in exchange for $30,000. The contract has many clauses, including one that prohibits generally the assignment of the contract or any of its terms. The distributor assigns its right to receive the funds anyway. Will a court enforce the bar against assignment under these circumstances?",professional_law,"['No, a bar of assignment does not apply to the right to receive the funds unless specifically stated.'
 'No, a bar of assignment is an unconstitutional deprivation of due process.'
 'Yes, a contractual provision prohibiting assignments is enforceable in all respects.'
 'Yes, a bar against the right to receive proceeds is a favored restriction unless otherwise stated.']",0,0.9498132188872634,0.0011119956158679423,0.02098182300425515,0.026941194025907157,0.0003610121203831952,6.273452970654238e-05,3.805041568967095e-05,,,,3.574505754435972e-05,,,,,,,,3.3579373988190905e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
