question,subject,choices,answer,b,a,c,d,bc,ba,bd,ab,e,cd,3,ac,4,ad,bcd,cb,f,abc,2,band,db,1,dc,abcd,'},da,r,aa,choice,g,dd,bac,cc,option,none
What was the most important finding by the House of Lords in the Pinochet case?,international_law,"['The Pinochet case confirmed that former heads of State enjoy absolute immunity'
 'The Pinochet case confirmed that all public acts enjoy immunity'
 'The Pinochet case confirmed that former heads of State cease to enjoy personal immunity once removed from office'
 'The Pinochet case confirmed that in respect of immunities there is no difference between a current and a former head of State']",2,0.004499180129889,0.003515117360877,0.9715656450416708,0.0201639216061516,1.1152352540176425e-05,,,,1.7273101515274582e-05,4.410840993745594e-05,2.8478529879195816e-05,,,,,,,,,,,,,,,,,,,,,,,,
Which one of the statements below is false?,international_law,"['The war crimes trials at Nuremberg and Tokyo took place immediately after the First World War'
 ""The war crimes trials introduced a 'crime against humanity' as an offence""
 'The war crimes trials held individuals legally responsible for acts such as war crimes and crimes against humanity'
 'The war crimes trials found that ""superior orders"" could not be used as a defence for war crimes or crimes against humanity']",0,0.0024586790932278,0.9919040986162604,0.0019148212031271,0.0035773569719478,,,,5.725211721870467e-06,3.733307006391103e-05,,,3.696474511713362e-06,,2.2643651614961923e-05,,,3.4725164426605967e-06,,,,,,,,,,,,,,,,,,
Which State exercises jurisdiction over vessels on the high seas?,international_law,"['All States may exercise jurisdiction over foreign vessels on the high seas'
 'States may exercise jurisdiction over foreign vessels on the high seas only in cases of criminal activity that concerns them'
 'The flag State is to exercise exclusive jurisdiction over its vessels on the high seas, with the exception of specific cases, such as piracy'
 'The flag State is the only State to exercise exclusive jurisdiction over its vessels on the high seas with no exception']",2,0.165011136191003,0.145621816580525,0.4485467730013843,0.2400897864743042,6.272549628221665e-05,,6.272549628221665e-05,,4.3110561101610486e-05,7.107729908004275e-05,,,,2.0363987134298627e-05,6.272549628221665e-05,,,,,,,,,,,,,,,,,,,,
Should treaties assume a particular form?,international_law,"['Treaties should always be designated as such and assume a particular form'
 'Treaties should always assume a particular form, no matter how they are designated'
 'Treaties do not have to assume a particular form or designated as such'
 'Treaties have to be designated as such, no matter what form they assume']",2,0.3252881820475749,0.4176782934972353,0.1741142170031303,0.0822457324689696,0.0001401154245482,,,4.0143741247188485e-05,2.759036296975157e-05,,,3.54267273088013e-05,,2.1487396286066817e-05,,,,1.8962560667061703e-05,,,,,,,,,,,,,,,,,
What is the fundamental premise of monist theory?,international_law,"['Monism posits that international law is superior to domestic laws'
 'Monism posits that international and domestic law are part of the same legal order'
 'Monism posits that domestic laws are superior to international law'
 'Monism posits that domestic and international law never clash']",1,0.9955503367762188,0.001496741146764,0.0019218536746473,0.0009078193951658,1.3784509405254595e-05,,6.511341188986208e-06,7.378316195690031e-06,4.475174989740282e-06,,,,,,,,,,4.763798979266319e-06,,,,,,,,,,,,,,,,
Where do we find the 'general principles of law recognized by civilized nations' (article 38 ICJ Statute)?,international_law,"['We look for established principles of law recognized only among the most civilised nations'
 'We look for established principles of law, which are common to all major legal systems'
 'We look for general principles of international law recognized by international courts and tribunals'
 'We look for general principles of law recognized by all nations']",1,0.1805986713452128,0.3823273902380426,0.2318932842272894,0.2046451050607521,4.163879582525944e-05,,2.525520630153425e-05,2.228764133523893e-05,9.98862785757552e-05,2.525520630153425e-05,,,,3.242832679486239e-05,,,,,,,,,,,,,,,,,,,,,
When does an illegal act of violence on the high seas fall short of qualifying as piracy?,international_law,"['When it is committed against a public vessel of another State'
 ""When it is committed for 'private ends'""
 'When it is committed by a warship even when its crew has mutinied and taken control of the ship'
 ""When it is not committed against another vessel and when it is not committed for 'private ends'""]",3,0.1622622335600971,0.1622622335600971,0.0319513282326929,0.6417596212144956,,,0.0003132397999296,8.974470524736702e-05,0.0003549471947292,,,,,0.0001899895424995,,,,,,,0.0001016940739219,,,5.443291527940135e-05,,,,,,,,,,,
"What is the meaning of ""armed attack"" in Article 51 UN Charter?",international_law,"['Armed attack includes all types of armed force'
 'Armed attack includes all high intensity instances of armed force'
 'Armed attack includes terrorist attacks'
 'An ""armed attack"" gives the right to invade the aggressor State']",1,0.6958166339700641,0.1209148148175612,0.1552576769716817,0.0269797419945601,0.0004941512116835,,,3.810484985734871e-05,5.208315452775514e-05,,,4.056240153104469e-05,,,2.0396056368146112e-05,,,4.056240153104469e-05,,,,,,,,,,,,,,,,,
Who is an 'injured State' in the law of international responsibility?,international_law,"[""A State is 'injured' in case that it has suffered a damage from the internationally wrongful conduct""
 ""A State is 'injured' in cases that there has been a violation of a peremptory norm of international law""
 ""A State is 'injured' should it acknowledge the existence of the internationally wrongful conduct""
 ""A State is 'injured' if the obligation breached was owed to it individually or if it was owed to a group of States, including that State, and it was specially affected""]",3,0.1201066442376063,0.2243887525576581,0.0441847651631078,0.6099519049440407,,,0.0001241059118766,0.0001095230828235,0.0002318603681569,4.565601350723971e-05,,,,0.0001593551452107,,,,,,,,,,9.665378135329496e-05,,,,,,,,,,,
What is personal (ratione personae) immunity?,international_law,"['Personal immunity is afforded to all physical persons'
 'Personal immunity is that which is afforded in a personal capacity and hence does not cover conduct of the State as such'
 'Personal immunity is afforded only to particular persons irrespective if their conduct was undertaken in a private or public capacity'
 'Personal immunity is afforded to State officials for conduct undertaken in a public capacity']",2,0.4835009617888332,0.0654347396088664,0.1569697802148798,0.2932581573254738,6.761357804369594e-05,,0.0002359945759536,,5.966877319622346e-05,5.265750752668994e-05,,,,2.64778576016622e-05,8.68175527213058e-05,,,,,,,,,,,,,,,,,,,,
Which of the following statements best describes the UN Human Rights Council?,international_law,"['The UN Human Rights Council has the power to impose economic sanctions on a state for human rights violations'
 'The UN Human Rights Council scrutinises the human rights records of member states on the Council and each member state of the UN'
 'The UN Human Rights Council replaced the Economic and Social Committee of the UN'
 'The UN Human Rights Council consists of 27 member states']",1,0.9516781536306916,0.013574956755233,0.011979857289213,0.0223813252873103,6.286455152085957e-05,,6.286455152085957e-05,3.1610281639669333e-05,1.1628772744873458e-05,,,,,,1.6919764506337016e-05,,,,,,2.6205843913169168e-05,,,,,,,,,,,,,,
When a reservation is considered as invalid under the law of treaties?,international_law,"['A reservation is invalid when the majority of the State parties objects to it'
 'A reservation is invalid only when an international tribunal says so'
 'A reservation is invalid only when is incompatible with a peremptory norm of international law (jus cogens)'
 'A reservation is invalid when it is incompatible with the object and purpose of the treaty']",3,0.0013956644214346,0.0091220672897118,0.2659666242246498,0.7229721985139586,,,,,5.411578234004691e-05,0.0001666883445561,,,,1.870191394518856e-05,2.119204485637932e-05,,,,,,,,6.948603996856186e-05,,,,,,,,,,,,
What kind of rights do coastal States enjoy over their continental shelf?,international_law,"['The coastal State enjoy ipso facto and ab initio sovereign rights over its continental shelf for the purpose of exploring it and exploiting its natural resources'
 'The coastal State may exercise sovereign rights over its continental shelf only upon its declaration'
 'The coastal State exercise sovereign rights over its continental shelf for the purpose of exploiting its fishing resources'
 'The coastal State may exercise only limited rights over its continental shelf and only upon the consent of its neighbouring States']",0,0.0007088420855011,0.9981400629900338,0.0008032233126543,0.0002301273320253,,,,,,,,,,,,,,,,,,3.1144347660142535e-05,,,,,,1.0763198546387597e-05,6.132685670900488e-06,,,,,5.412076109094613e-06,
Are there any limits to the application of article 103 of the UN Charter?,international_law,"['No, there are no limits to article 103'
 'Yes, Article 103 cannot trump multilateral treaties'
 'Yes, article 103 of the UN Charter cannot trump jus cogens norms'
 'Yes, when a case is submitted to the ICJ, article 103 ceases to have any effect']",2,0.0871584151589835,0.0249713040297806,0.8269359696548761,0.0599030442951819,0.0004036234413134,,4.8205945658095366e-05,,,0.000131037346106,,,,,0.0001156400520615,,,4.254159772943049e-05,,,,,2.923838402207594e-05,,,,,,,,,,,,
Can countries rely on their domestic law as an excuse to violate their obligations under international law?,international_law,"['Domestic law always prevails over international law'
 'Only customary international law prevails over domestic law'
 'Obligations under international law prevail over domestic law'
 'Constitutional obligations always prevail over obligations under international law']",2,0.0201537948453378,0.0074191131250397,0.9710643123172684,0.001136999301525,3.433440385906146e-05,,,,,,3.433440385906146e-05,6.760844981025137e-06,,,,,,,,,,,,,,,,,,,,,6.35122609083194e-06,,1.2630921304626142e-05
What is meant by an international organisation's implied powers?,international_law,"['Implied are those powers which are necessary in order for an organisation to carry out the tasks conferred upon it and which are not stipulated in its charter'
 'It refers to new powers assumed unilaterally by the organisation'
 'It refers to powers conferred upon the organisation by the international Community'
 ""Implied powers are those whose determination depends on an expansive interpretation of an organisation's charter""]",0,0.0011953237986389,0.9009206293875476,0.0025305005015761,0.0949563307768755,,,,5.200074049131215e-06,2.8111334716555365e-05,,,,,0.0002077162292364,,,4.049821741492681e-06,,,,,1.1008556848397918e-05,,,,3.3908742286707254e-05,,,,,,,,,
What are the criteria for statehood under the 1933 Montevideo Convention?,international_law,"['It requires that the entity in question is not an aggressor and that it is peaceful'
 'It requires recognition by the majority of other nations'
 'It requires a permanent population, a defined territory, a government and a capacity to enter into foreign relations'
 'It requires stable and indissoluble borders as well as recognition']",2,0.0001308203334418,7.453917912072846e-05,0.9958231402538922,0.0035914987784402,,,,,8.902435414553292e-06,2.7421431560311627e-05,0.0001679766331588,,3.9897947496794e-05,,8.902435414553292e-06,,,,7.3803781813850815e-06,,,,,,,,,,,,,,,,
