question,subject,choices,answer,a,b,d,c,Ð°,1,e,option,2,3,4,f,Ñ,cd,dc,bd,ad,r,',ac,ab,bc,pan,choice,sol,solution,ba,abc,cont,ap,rules,band,red,letter,h,i,none,hard,bs,the,john,m,not,bcd,rail,ret,l,ais,g,exist,ca,roman,u,mar,cb,re,rob,sun,s,db,bx
"This question refers to the following information.
In fact, the peculiar aggravation of the Cawnpore massacres was this, that the deed was done by a subject race â by black men who dared to shed the blood of their masters, and that of poor helpless ladies and children. Here we had not only a servile war, but we had a war of religion, a war of race, and a war of revenge, of hope, of national promptings to shake off the yoke of a stranger, and to re-establish the full power of native chiefs, and the full sway of native religions. Whatever the causes of the mutiny and the revolt, it is clear enough that one of the modes by which the leaders, as if by common instinct, determined to effect their end was, the destruction of every white man, woman or child who fell into their hands.
British journalist William Howard Russell, My Indian Mutlny Diary, 1860
Violence, it must be emphasized, was an essential component of the British presence in India. A dominant power is always uneasy with violence directed against it. The right to violence is, therefore, everywhere a privilege that authority enjoys and refuses to share with those under it: power always insists on violence as its exclusive monopoly. British rule in India, as an autocracy, had meticulously constructed a monopoly of violence. The revolt of 1857 shattered that monopoly by matching an official, alien violence by an indigenous violence of the colonized. The bodies of the British had acquired certain dignities in India that were predestined by birth and by the colour of their skin. This was the condition of their domination, of their superiority: rulers and ruled were arranged hierarchically as superior and inferior races, as civilized and uncivilized. And this superiority manifested itself by denying to the Indians a ""humanness""; by treating them and conceiving of them as animals.
Rudrangshu Mukherjee, ""The Kanpur [Cawnpore] Massacres in India in the Revolt of 1857,"" 1990
The passages above can best be connected with which of the following forms of violence?",high_school_world_history,"['Banditry due to socio-economic breakdown'
 'Killing of civilians during wartime'
 'Collateral damage caused by weapons of mass destruction'
 'State-sponsored campaigns of genocide']",1,3.3922697684965605e-05,2.7531040155372325e-05,0.9998078829980734,0.0001097723599119,,,3.725921117225871e-06,,,,7.409878934535005e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Although in Protestant Europe, [Peter the Great] was surrounded by evidence of the new civil and political rights of individual men embodied in constitutions, bills of rights and parliaments, he did not return to Russia determined to share power with his people. On the contrary, he returned not only determined to change his country but also convinced that if Russia was to be transformed, it was he who must provide both the direction and the motive force. He would try to lead; but where education and persuasion were not enough, he could driveâand if necessary flogâthe backward nation forward.
âRobert K. Massie, Peter the Great: His Life and World
Based on the above passage, what kinds of reforms did Peter the Great embrace?",high_school_world_history,"['Creation of an elected assembly' 'Declarations of human rights'
 'Development of a constitutional monarchy'
 'Reduction of aristocratic influence']",2,4.9855462515143145e-05,4.261537883241954e-05,0.9992194617966804,0.0006262287191481,,,4.781312993343949e-06,,,,1.3835187885355791e-05,,,,,,,,,,,,,,,,,,,,,,2.9000129241454915e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The Romanists have, with great adroitness, drawn three walls round themselves, with which they have hitherto protected themselves, so that no one could reform them, whereby all Christendom has fallen terribly.
Firstly, if pressed by the temporal power, they have affirmed and maintained that the temporal power has no jurisdiction over them, but, on the contrary, that the spiritual power is above the temporal.
Secondly, if it were proposed to admonish them with the Scriptures, they objected that no one may interpret the Scriptures but the Pope.
Thirdly, if they are threatened with a council, they pretend that no one may call a council but the Popeâ¦
â¦The second wall is even more tottering and weak: that they alone pretend to be considered masters of the Scriptures; although they learn nothing of them all their life. They assume authority, and juggle before us with impudent words, saying that the Pope cannot err in matters of faith, whether he be evil or good, albeit they cannot prove it by a single letter. That is why the canon law contains so many heretical and unchristian, nay unnatural, laws; but of these we need not speak now. For whereas they imagine the Holy Ghost never leaves them, however unlearned and wicked they may be, they grow bold enough to decree whatever they like. But were this true, where were the need and use of the Holy Scriptures? Let us burn them, and content ourselves with the unlearned gentlemen at Rome, in whom the Holy Ghost dwells, who, however, can dwell in pious souls only. If I had not read it, I could never have believed that the devil should have put forth such follies at Rome and find a following.""
Martin Luther, Address to the Nobility of the German Nation, 1520
When the author of the passage above discusses the ""second wall,"" to what is he referring?",high_school_world_history,"['The differing views of Catholics and Reformers on the appropriate definition of ""Holy Ghost""'
 'The differing views of Catholics and Reformers on the appropriate use and interpretation of biblical texts'
 'The differing views of Catholics and Reformers on the appropriate theological belief about the divinity of Jesus'
 'The differing views of Catholics and Reformers on the appropriate method of baptism']",1,1.1069794556083536e-05,0.9997729293321675,4.00560900230121e-05,0.0001589291410201,,,,,8.937721781754612e-06,1.0027845922488138e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""My little homestead in the city, which I recently insured for ï¿¡2,000 would no doubt have shared the common fate, as the insurance companies will not make good that which is destroyed by the Queen's enemies. And although I have a farm of 50 acres close to the town, no doubt the crops and premises would have been destroyed. In fact, this has already partly been the case, and I am now suing the Government for damages done by a contingent of 1,500 natives that have recently encamped not many hundred yards from the place, who have done much damage all around.""
Letter from a British citizen to his sister during the Anglo-Zulu War, South Africa, 1879
The inclusion of the author's pending litigation with the British government serves to do which of the following?",high_school_world_history,"[""Highlight the extent of the author's property losses""
 'Express his opposition to the ongoing war' 'Belittle British officials'
 'Place blame on both his home country as well as the Zulus']",3,0.9998833983222868,2.1442483889282067e-05,4.539373874982714e-05,1.892292561601151e-05,1.7601062605446904e-06,,,,,,,,,,,,1.0028783169597356e-06,,,,,,,5.093036336823441e-06,,,,,,,,,,1.0675584113725077e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Every two months His Majesty sends from Lima 60,000 pesos to pay for the mita of the Indians. Up on the Huanacavelica range there are 3,000 or 4,000 Indians working in the mercury mine, with picks and hammers, breaking up the ore. And when they have filled up their little sacks, the poor fellows, loaded down, climb up those ladders and rigging, so distressing that a man can hardly get up them. That is the way they work in this mine, with many lights and the loud noise of the pounding and great confusion. Nor is that the greatest evil; that is due to thievish and undisciplined superintendents. According to His Majesty's warrant, the mine owners at PotosÃ­ have a right to the mita of 13,300 Indians. These mita Indians earn each day 4 reals. Besides these there are others not under obligation, who hire themselves out voluntarily: these each get from 12 to 16 reals, and some up to 24, according to how well they wield their picks or their reputation for knowing how to get the ore out.
Antonio Vasquez de Espinosa, report on mining in Huanacavelica and PotosÃ­, 1620s
The third principal reason the local Yakut and Tungus natives are ruined is that from the time they first came under Russian control, they have been forced to pay yasak tribute. Some have paid in sables, others in red foxes, still others in cash. At first there were plenty of furbearing animals there, but now there are no sables and not many foxes in those lands, from the shores of the Arctic Ocean all the way south to the great Lena River. Moreover, almost half the natives cannot hunt because they no longer have horses, many of which have been pawned to the yasak collectors.
Heinrich von FÃ¼ch, ""On the Treatment of Natives in Northeast Siberia,"" 1744
According to the second passage, which of the following contributed most to the burden faced by native Siberians attempting to fulfill their tribute obligations?",high_school_world_history,"['Interference by Russian Orthodox missionaries'
 'Native inexperience in hunting deep into the subarctic tundra'
 'Competition from Russian hunters and trappers'
 'Overhunting and depletion of furbearing animals']",3,0.019880969166312,0.9561010872604409,0.0082716529132551,0.0154534821164714,,,6.315484933841074e-05,,,9.685109826388431e-06,,1.3237975575142868e-05,,,,,,,,,,,,,,,,,,,,,,,1.3237975575142868e-05,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""Let a woman retire late to bed, but rise early to duties; let her nor dread tasks by day or by night. Let her not refuse to perform domestic duties whether easy or difficult. That which must be done, let her finish completely, tidily, and systematically, When a woman follows such rules as these, then she may be said to be industrious.
Let a woman be correct in manner and upright in character in order to serve her husband. Let her live in purity and quietness of spirit, and attend to her own affairs. Let her love not gossip and silly laughter. Let her cleanse and purify and arrange in order the wine and the food for the offerings to the ancestors. When a woman observes such principles as these, then she may be said to continue ancestral worship.
No woman who observes these three fundamentals of life has ever had a bad reputation or has fallen into disgrace. If a woman fail to observe them, how can her name be honored; how can she but bring disgrace upon herself?""
Â© The East Asian Library and the Gest Collection, Princeton University.
Ban Zhao, Lessons for a Woman, ca. 80 C.E.
In what way were women's lives in the period 600 B.C.E. to 600 C.E. generally more restricted than women's lives had been globally before the advent of sedentary societies?",high_school_world_history,"['Women were increasingly thought of as primary earners for the family.'
 'Women were increasingly responsible for the care of their children.'
 ""Women's power increasingly fell within the private sphere.""
 ""Women's power increasingly fell within the public sphere.""]",2,2.9280100177633097e-05,0.0001793623588023,0.0008050552404454,0.9989266293857176,,,7.880632053234677e-06,,,1.146625197922146e-05,,,1.7584066921091026e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
The passage below is the Chinese emperor's response to English King George III's diplomatic envoys, who were seeking expanded trading privileges (1793).
Strange and costly objects do not interest me. If I have commanded that the tribute offerings sent by you, O King, are to be accepted, this was solely in consideration for the spirit which prompted you to dispatch them from afar. . . . As your Ambassador can see for himself, we possess all things. I set no value on objects strange or ingenious, and have no use for your country's manufactures. It behooves you, O King, to display even greater devotion and loyalty in future, so that, by perpetual submission to our Throne, you may secure peace and prosperity.
According to the passage, what was the Chinese reaction to the British goods?",high_school_world_history,"['Awe at their technological superiority'
 'Fascination with their strangeness' 'Offense at a perceived bribe'
 'Interpreting them as an act of submission']",3,0.0017458737927595,0.7937218991195321,0.0036754837640897,0.2007044865473811,,,1.032367745864807e-05,,,,,4.303549035921525e-06,,,,,,,,,,5.940866192975622e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""To slacken the tempo would mean falling behind. And those who fall behind get beaten. But we do not want to be beaten. No, we refuse to be beaten! One feature of the history of old Russia was the continual beatings she suffered because of her backwardness. She was beaten by the Mongol khans. She was beaten by the Turkish beys. She was beaten by the Swedish feudal lords. She was beaten by the Polish and Lithuanian gentry. She was beaten by the British and French capitalists. She was beaten by the Japanese barons. All beat herââbecause of her backwardness, because of her military backwardness, cultural backwardness, political backwardness, industrial backwardness, agricultural backwardness. They beat her because it was profitable and could be done with impunity. You remember the words of the pre-revolutionary poet: ""You are poor and abundant, mighty and impotent, Mother Russia."" Those gentlemen were quite familiar with the verses of the old poet. They beat her, saying: ""You are abundant,"" so one can enrich oneself at your expense. They beat her, saying: ""You are poor and impotent,"" so you can be beaten and plundered with impunity. Such is the law of the exploitersââto beat the backward and the weak. It is the jungle law of capitalism. You are backward, you are weakââtherefore you are wrong; hence you can be beaten and enslaved. You are mightyââtherefore you are right; hence we must be wary of you.
That is why we must no longer lag behind.""
Joseph Stalin, speech delivered at the first All-Union Conference of Leading Personnel of Socialist Industry, February 4, 1931
The speech as a whole is best understood in the context of which of the following historical developments?",high_school_world_history,"[""Stalin's drive to motivate Soviet industry for the Winter War with Finland""
 ""Stalin's push to make the Soviet Union a nuclear nation""
 ""Stalin's implementation of five-year plans for the Soviet economy""
 ""Stalin's purges of dissidents and other political prisoners""]",2,3.064885155567028e-06,3.287953923839573e-06,0.0002305033656076,0.9997568441814252,,,2.535397822438453e-07,,,8.849407933912143e-07,,,9.42014571035322e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""My little homestead in the city, which I recently insured for ï¿¡2,000 would no doubt have shared the common fate, as the insurance companies will not make good that which is destroyed by the Queen's enemies. And although I have a farm of 50 acres close to the town, no doubt the crops and premises would have been destroyed. In fact, this has already partly been the case, and I am now suing the Government for damages done by a contingent of 1,500 natives that have recently encamped not many hundred yards from the place, who have done much damage all around.""
Letter from a British citizen to his sister during the Anglo-Zulu War, South Africa, 1879
Which of the following reasons explains why European citizens moved in large numbers to Zulu lands in 1867?",high_school_world_history,"['The British crown offered incentives to those who would establish homesteads in the unsettled lands of South Africa.'
 'The Zulu created attractive trade ports along the Indian Ocean.'
 'The Berlin Conference clarified boundaries, thus making it logistically sound for Europeans to move to the African colonies.'
 'A diamond rush ensued following the discovery of diamonds on Zulu lands.']",3,0.9995295391904582,6.602268762533968e-05,7.028078514003882e-05,0.0002304418227858,4.492900277930837e-06,,,8.93519912981775e-06,,,,,,,,,,,,,,,,7.885285556040736e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The struggle against neo-colonialism is not aimed at excluding the capital of the developed world from operating in less developed countries. It is aimed at preventing the financial power of the developed countries being used in such a way as to impoverish the less developed.
Non-alignment, as practiced by Ghana and many other countries, is based on co-operation with all States whether they be capitalist, socialist or have a mixed economy. Such a policy, therefore, involves foreign investment from capitalist countries, but it must be invested in accordance with a national plan drawn up by the government of the non-aligned State with its own interests in mind. The issue is not what return the foreign investor receives on his investmentsâ¦The question is one of power. A State in the grip of neo-colonialism is not master of its own destiny.""
Kwame Nkrumah, Neo-Colonialism, 1965
Which of the following most inspired the national plan advanced by Nkrumah in the second paragraph?",high_school_world_history,['Fascism' 'Social Darwinism' 'Classical liberalism' 'Socialism'],3,8.360284719408604e-06,5.14274462447887e-05,0.9996652221311286,0.0002614956431429,,,4.493680172586965e-06,,,,4.2214218542341095e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Source 1:
""It is impossible to demand that an impossible position should be cleared up by peaceful revision and at the same time constantly reject peaceful revision. It is also impossible to say that he who undertakes to carry out these revisions for himself transgresses a law, since the Versailles ""Diktat"" is not law to us. A signature was forced out of us with pistols at our head and with the threat of hunger for millions of people. And then this document, with our signature, obtained by force, was proclaimed as a solemn law.""
Adolf Hitler, speech to the Reichstag, September 1, 1939
Source 2:
""We shall not flag or fail. We shall go on to the end. We shall fight in France, we shall fight on the seas and the oceans, we shall fight with growing confidence and growing strength in the air, we shall defend our island, whatever the cost may be. We shall fight on the beaches, we shall fight on the landing grounds, we shall fight in the fields and in the streets, we shall fight in the hills; we shall never surrender.""
Winston Churchill, speech before Parliament, June 4, 1940
Winston Churchill's speech in Source 2 is best understood in the context of which of the following?",high_school_world_history,"['British support for growing resistance movements in Eastern Europe'
 'British trade deals with American manufacturers of military hardware'
 'British appeasement of the Axis powers'
 'British fears about a possible invasion attempt by Nazi Germany']",3,2.1649072813448805e-05,7.888264036172017e-06,0.9998689358204396,8.549609949799031e-05,,,2.901930165439748e-06,,,,4.494597364753444e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The spontaneous forces of capitalism have been steadily growing in the countryside in recent years, with new rich peasants springing up everywhere and many well-to-do middle peasants striving to become rich peasants. On the other hand, many poor peasants are still living in poverty for lack of sufficient means of production, with some in debt and others selling or renting out their land. If this tendency goes unchecked, the polarization in the countryside will inevitably be aggravated day by day. Those peasants who lose their land and those who remain in poverty will complain that we are doing nothing to save them from ruin or to help them overcome their difficulties. Nor will the well-to-do middle peasants who are heading in the capitalist direction be pleased with us, for we shall never be able to satisfy their demands unless we intend to take the capitalist road. Can the worker-peasant alliance continue to stand in these circumstances? Obviously not! There is no solution to this problem except on a new basis. And that means to bring about, step by step, the socialist transformation of the whole of agriculture simultaneously with the gradual realization of socialist industrialization and the socialist transformation of handicrafts and capitalist industry and commerce; in other words, it means to carry out co-operation and eliminate the rich-peasant economy and the individual economy in the countryside so that all the rural people will become increasingly well off together. We maintain that this is the only way to consolidate the worker-peasant alliance.""
Mao Zedong, On the Question of Agricultural Co-operation, 1955
Which of the following later developments would most undermine the hopes expressed by Mao in the second-to-last line of the passage?",high_school_world_history,"['The development of Special Economic Zones along the Chinese coast brought economic growth to China.'
 'Political friction with the Soviet Union pushed China into the orbit of the United States during the Cold War.'
 'The cooperatives of peasants on the farmland and an emphasis on countryside steel production brought famine and poverty to the Chinese peasantry.'
 'Opposition voices in the Communist Party led by men such as Deng Xiaopeng were rooted out and silenced during the Cultural Revolution.']",2,3.3757863139406454e-05,3.535089243812313e-05,8.480238248950188e-05,0.9998291962768182,,,2.560810059161597e-06,,,1.370702850432636e-06,,,1.1363525753815295e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
By what principle of reason then, should these foreigners send in return a poisonous drug? Without meaning to say that the foreigners harbor such destructive intentions in their hearts, we yet positively assert that from their inordinate thirst after gain, they are perfectly careless about the injuries they inflict upon us! And such being the case, we should like to ask what has become of that conscience which heaven has implanted in the breasts of all men? We have heard that in your own country opium is prohibited with the utmost strictness and severity. This is a strong proof that you know full well how hurtful it is to mankind. Since you do not permit it to injure your own country, you ought not to have this injurious drug transferred to another country, and above all others, how much less to the Inner Land! Of the products which China exports to your foreign countries, there is not one which is not beneficial to mankind in some shape or other.
Lin Zexu, Chinese trade commissioner, letter to Queen Victoria, 1839
Which of the following most likely prompted the complaint voiced in the passage?",high_school_world_history,"['British sale of opium in China' 'British exports of tobacco to China'
 'British introduction of gunpowder to China'
 'British encouragement of heroin use to China']",0,0.9999665604983012,8.93934995209788e-06,1.3006677432570044e-05,6.143919381437463e-06,6.893286502049572e-07,3.0588773429027134e-07,3.0588773429027134e-07,1.5381001211513305e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Gunpowder Weaponry: Europe vs. China
In Western Europe during the 1200s through the 1400s, early cannons, as heavy and as slow to fire as they were, proved useful enough in the protracted sieges that dominated warfare during this period that governments found it sufficiently worthwhile to pay for them and for the experimentation that eventually produced gunpowder weapons that were both more powerful and easier to move. By contrast, China, especially after the mid-1300s, was threatened mainly by highly mobile steppe nomads, against whom early gunpowder weapons, with their unwieldiness, proved of little utility. It therefore devoted its efforts to the improvement of horse archer units who could effectively combat the country's deadliest foe.
According to this passage, why did the Chinese, despite inventing gunpowder, fail to lead in the innovation of gunpowder weaponry?",high_school_world_history,"['They were discouraged by Confucian traditionalism from doing so.'
 'They put too much faith in the numerical strength of their existing armed forces.'
 'They logically decided to develop weapons better suited to their immediate military needs.'
 'They could not afford the initial expense of converting to a new military technology.']",2,6.143409643648039e-06,5.828704783347005e-05,4.006006306832053e-05,0.9998733957241276,,,1.5532972111629515e-06,6.082799277927918e-07,,1.3005598317661364e-05,,,8.314200841616451e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
The condition of foreign states is not what it once was; they have invented the steamship, and introduced radical changes in the art of navigation. They have also built up their armies to a state of great efficiency and are possessed of war implements of great power and precision, in short have license to be formidable powers. If, therefore, we persistently cling to our antiquated systems, heaven only knows what a mighty calamity may befall our Empire.
âAdapted from a letter written by Lord Ii to Lord Tokugawa, 1847
How did Japan respond to the concerns raised by Lord Ii during this era?",high_school_world_history,"['The government dismantled the Chinese-style civil service system.'
 'The government undertook a program of conquest in the Pacific.'
 'The country sent emissaries to study western democracies and industry.'
 'The country turned inward and closed its ports to all foreigners.']",2,0.0002398281513933,5.470618503673206e-05,0.998986005662466,0.0006260794323838,,,2.012528077993451e-05,,,,8.389465192520566e-06,,,,,,,,,,,,,,,,,,,,,,,,,2.4036220207487407e-06,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
At the peak of their power, the domains of the Mongol khans, or rulers, made up a vast realm in which once-hostile peoples lived together in peace and virtually all religions were tolerated. . . . The law code first promulgated by Chinggis Khan ordered human interaction. The result was an important new stage in international contact. From eastern Europe to southern China, merchants and travelers could move across the well-policed Mongol domains without fear for their lives or property. The great swath of Mongol territory that covered or connected most of Europe, Asia, and the Middle East served as a bridge between the civilizations of the Eastern Hemisphere. The caravans and embassies that crossed the Mongol lands transmitted new food, inventions, and ideas from one civilized pool to others and from civilized pools to the nomadic peoples who served as intermediaries. Secure trade routes made for prosperous merchants and wealthy, cosmopolitan cities. They also facilitated the spread of foods [and] inventions . . . a major force for economic and social development and the enhancement of civilized life.
âRobert Guisepi, 1992
Which of the following was a long-term consequence of the Mongol conquest of Russia in the 1200s?",high_school_world_history,"['Russia was excluded from Western European developments (like the Renaissance).'
 'Russia benefited by becoming the administrative center of Mongol political activity.'
 'Islam became the dominant religion of Russia.'
 'Russia developed a centralized bureaucracy.']",0,0.0039594261947904,0.9661370548405188,0.0291744771707764,0.0004161515665367,,,7.231629879016511e-05,,,,,,,,,3.8708125395629904e-05,,,,,,,,,,,,,,,,,,,,,1.825034682678481e-05,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
An Act to place certain restrictions on Immigration and to provide for the removal from the Commonwealth of Prohibited Immigrants.
â¦
3. The immigration into the Commonwealth of the persons described in any of the following paragraphs in this section (hereinafter called ""prohibited immigrants"") is prohibited, namely
(a) Any person who when asked to do so by an officer fails to write out at dictation and sign in the presence of the officer a passage of fifty words in length in a European language directed by the officer;
(b) Any person in the opinion of the Minister or of an officer to become a charge upon the public or upon any public or charitable organisation;
â¦
(g) Any persons under a contract or agreement to perform manual labour within the Commonwealth: Provided that this paragraph shall not apply to workmen exempted by the Minister for special skill required by Australiaâ¦
Immigration Restriction Act of 1901 (Australia)
Whereas in the opinion of the Government of the United States the coming of Chinese laborers to this country endangers the good order of certain localities within the territory thereof;
Therefore,
Be it enacted by the Senate and House of Representatives of the United States of America in Congress assembled, That from and after the expiration of ninety days next after the passage of this act, the coming of Chinese laborers to the United States be suspended; and during such suspension it shall not be lawful for any Chinese laborer to come, or having so come after the expiration of said ninety days to remain within the United States.
SEC. 2. That the master of every vessel who shall knowingly bring within the United States on such vessel, and land or permit to be landed, any Chinese laborer, from any foreign port or place, shall be deemed guilty of a misdemeanor, and on conviction thereof shall be punished by a fine of not more than five hundred dollars for each and every such Chinese laborer so brought, and may be also imprisoned for a term not exceeding one yearâ¦.
Chinese Exclusion Act of 1882 (United States)
The passages are best seen as examples of which prominent social or economic trend from the 1800s?",high_school_world_history,"['The rise of anti-Semitic ideologies' 'Trade protectionism'
 'A growing desire to attract skilled labor from abroad'
 'Hardening of anti-immigrant sentiment']",3,8.802855265030618e-05,0.0001583406258309,0.999266228880008,0.0003352071075145,,,2.7515474959052333e-05,,,,1.77653258612757e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6198128896804836e-05,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""And then Shapur, King of Kings, passed away. Then his son Hormizd, King of Kings, rose over the empire. And Hormizd, King of Kings, conferred on me cap and belt and created for me a higher rank and dignity, and at court and in kingdom after kingdom, place after place, throughout the whole empire he gave me more authority and power in matters of the divine services, and created for me the title ""Kerdir, Ahura Mazda's [Chief Priest]"" after the name of Ahura Mazda, the Deity. And thereupon in kingdom after kingdom, place after place, many divine services were performed in magnificence, and many Warham fires were established, and many magi became happy and prosperous, and many fires and magi were imperially installedâ¦
And then Hormizd, King of Kings, passed away. Then Bahram, King of Kings, son of Shapur, King of Kings, and brother of Hormizd, King of Kings, rose over the empire. And Bahram, King of Kings, also held me in high honor and dignity and at court and in kingdom after kingdom, place after place, gave me authority and power for divine services of every sort. And thereupon in kingdom after kingdom, place after place, many divine services were performed in magnificence and many Warharan fires were established, and many magi became happy and prosperous, and many fires and magi were imperially installedâ¦
And in kingdom after kingdom and place after place throughout the whole empire the services of Ahura Mazda and the gods became preeminent, and great dignity came to the Mazdayanian religion and the magi in the empire, and the gods and water and fire and small cattle in the empire attained great satisfaction, while Ahriman [the evil counterpart to Ahura Mazda] and the demons were punished and rebuked, and the teachings of Ahriman and the demons departed from the empire and were abandoned. And Jews, Buddhists, Hindus, Nasoreans [Orthodox Christians], Christians, Maktak [Baptists], and Manichaeans in the empire were smitten, and destruction of idols and scattering of the stores of the demons and god-seats and nests was abandoned.""
Excerpt from the inscription of Kerdir at Naqsh-e-Rustam, Persia, late third century C.E.
Which of the following best describes Persia's relationship with Arabia in the period 600â1450 C.E.?",high_school_world_history,"['Persian armies were largely in control of Arabia throughout the period.'
 'Persia and Arabia interacted infrequently throughout the period.'
 'Persia supported Arabian client states throughout the period.'
 'Persia was brought into the Arabian orbit over the course of the period.']",3,0.0011806147810163,0.9958083657550504,0.0019223064351256,0.0009080332640721,,,2.273216796591682e-05,,1.562357532665021e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,5.399363155080097e-06,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
New York! I say New York, let black blood flow into your blood.
Let it wash the rust from your steel joints, like an oil of life
Let it give your bridges the curve of hips and supple vinesâ¦
See your rivers stirring with musk alligators
And sea cows with mirage eyesâ¦
Just open your eyes to the April rainbow
And your eyes, especially your ears, to God
Who in one burst of saxophone laughter
Created heaven and earth in six days,
And on the seventh slept a deep Negro sleep.
Senegalese poet LÃ©opold SÃ©dar Senghor, ""To New York,"" 1956
Which of the following best explains the phenomenon of an African poet writing so lyrically about New York?",high_school_world_history,"['Outmigration from Africa due to political violence'
 'Stronger transatlantic influences linking art in Afro-Eurasia with that in the Americas'
 'Preference on the part of African intellectuals for Western cultural advancements'
 'Lack of a rich indigenous artistic tradition in Africa']",1,0.0001458822958135,0.9993030381562455,0.0003352246902881,0.00012332227173,,,4.219856084523323e-06,,4.219856084523323e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1398543739058135e-06,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""From the confines of Jerusalem and the city of Constantinople a horrible tale has gone forth and very frequently has been brought to our ears, namely, that a race from the kingdom of the Persians, an accursed race, a race utterly alienated from God, a generation forsooth which has not directed its heart and has not entrusted its spirit to God, has invaded the lands of those Christians and has depopulated them by the sword, pillage and fire; it has led away a part of the captives into its own country, and a part it has destroyed by cruel tortures; it has either entirely destroyed the churches of God or appropriated them for the rites of its own religionâ¦.The kingdom of the Greeks is now dismembered by them and deprived of territory so vast in extent that it cannot be traversed in a march of two months. On whom therefore is the labor of avenging these wrongs and of recovering this territory incumbent, if not upon you? You, upon whom above other nations God has conferred remarkable glory in arms, great courage, bodily activity, and strength to humble the hairy scalp of those who resist you.
Let the deeds of your ancestors move you and incite your minds to manly achievements; the glory and greatness of king Charles the Great, and of his son Louis, and of your other kings, who have destroyed the kingdoms of the pagans, and extended in these lands the territory of the holy church. Let the holy sepulchre of the Lord our Savior, which is possessed by unclean nations, especially incite you, and the holy places which are now treated with ignominy and irreverently polluted with their filthiness. Oh, most valiant soldiers and descendants of invincible ancestors, be not degenerate, but recall the valor of your progenitors.
Jerusalem is the navel of the world; the land is fruitful above others, like another paradise of delights. This the Redeemer of the human race has made illustrious by His advent, has beautified by residence, has consecrated by suffering, has redeemed by death, has glorified by burial. This royal city, therefore, situated at the center of the world, is now held captive by His enemies, and is in subjection to those who do not know God, to the worship of the heathens. She seeks therefore and desires to be liberated and does not cease to implore you to come to her aid. From you especially she asks succor, because, as we have already said, God has conferred upon you above all nations great glory in arms. Accordingly undertake this journey for the remission of your sins, with the assurance of the imperishable glory of the kingdom of heaven.""
Pope Urban II, Speech at the Council of Clermont as recorded by Robert the Monk, 1095 C.E.
The speech above is best understood in context of which of the following?",high_school_world_history,"['The Mongol invasions of the Middle East' 'The Protestant Reformation'
 'The Age of Discovery' 'The Crusades']",3,2.932430003300665e-05,1.3002671514237284e-05,0.9996513381671374,0.0002677037926346,,,6.142027119604054e-06,,,,5.091919326805453e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8918775420315893e-05,,,,,,,,,,,,,,,,,,,,,
