question,subject,choices,answer,c,d,b,a,e,cho,f,none,the,s,4,bc,',Ñ,Ð´,3,indust,ind,1,ch,fin,financial,2,Ð°,ab,pol,poland,g,not,n,sol,h,false,option,all,r,chart,cd,ad,(,p,ba,Ð±,je,col,m,cl,an,j,bro,pred,fr,ar,art,ii,im,emp,i,t
"This question refers to the following information.
The excerpts below are from the Navigation Acts of 1651.
[A]fter the first day of December, one thousand six hundred fifty and one, and from thence forwards, no goods or commodities whatsoever of the growth, production or manufacture of Asia, Africa or America, or of any part thereof; or of any islands belonging to them, or which are described or laid down in the usual maps or cards of those places, as well of the English plantations as others, shall be imported or brought into this Commonwealth of England, or into Ireland, or any other lands, islands, plantations, or territories to this Commonwealth belonging, or in their possession, in any other ship or ships, vessel or vessels whatsoever, but only in such as do truly and without fraud belong only to the people of this Commonwealth, or the plantations thereof, as the proprietors or right owners thereof; and whereof the master and mariners are also of the people of this Commonwealth, under the penalty of the forfeiture and loss of all the goods that shall be imported contrary to this act, , , ,
[N]o goods or commodities of the growth, production, or manufacture of Europe, or of any part thereof, shall after the first day of December, one thousand six hundred fifty and one, be imported or brought into this Commonwealth of England, or any other lands or territories to this Commonwealth belonging, or in their possession, in any ship or ships, vessel or vessels whatsoever, but in such as do truly and without fraud belong only to the people of this Commonwealth, and in no other, except only such foreign ships and vessels as do truly and properly belong to the people of that country or place, of which the said goods are the growth, production or manufacture.
Which of the following was the desired outcome of the above legislation by the Rump Parliament of England in 1651?",high_school_european_history,"[""To prevent England's colonies from being bombarded with cheap goods manufactured by their mainland European competitors""
 'To reclaim domination of the slave trade from Portugal in order to meet the growing need for slaves for sugar plantations in the English Caribbean colonies'
 'To end Dutch domination of maritime trade by limiting their ability to move goods between England and her colonies as well as goods to and from England from other countries'
 'To extricate the French from the Atlantic sea trade as well as the cod and whaling industries which at this time were dominated by the French']",2,0.0687183082098382,0.0072428563985201,0.2717946293486869,0.6520159158680889,1.3981995425489985e-05,,,,,,,,,,,,,,,,,,,,,,,,,9.330686873804436e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Apart from the desire to produce beautiful things, the leading passion of my life has been and is hatred of modern civilization. What shall I say of it now, when the words are put into my mouth, my hope of its destructionâwhat shall I say of its supplanting by Socialism?
What shall I say concerning its mastery of and its waste of mechanical power, its commonwealth so poor, its enemies of the commonwealth so rich, its stupendous organizationâfor the misery of life! Its contempt of simple pleasures which everyone could enjoy but for its folly? Its eyeless vulgarity which has destroyed art, the one certain solace of labor? All this I felt then as now, but I did not know why it was so. The hope of the past times was gone, the struggles of mankind for many ages had produced nothing but this sordid, aimless, ugly confusion; the immediate future seemed to me likely to intensify all the present evils by sweeping away the last survivals of the days before the dull squalor of civilization had settled down on the world.
This was a bad lookout indeed, and, if I may mention myself as a personality and not as a mere type, especially so to a man of my disposition, careless of metaphysics and religion, as well as of scientific analysis, but with a deep love of the earth and the life on it, and a passion for the history of the past of mankind.
William Morris, How I Became a Socialist, 1896
From the passage, one may infer that Morris",high_school_european_history,"['chose to become a socialist because he was appalled by the great waste of resources and general misery caused by modern society'
 ""chose to become a socialist because of the persuasiveness of Marx's arguments""
 'rejected socialism because it produced nothing but ugly confusion'
 'rejected socialism because of a deep love of the Earth and the life on it']",0,5.473509589690189e-05,7.481400578567168e-05,0.0003352931120378,0.9995079464100304,,,,1.4586408982712905e-06,,,,,,,,,,,,,,,,1.3702663137900322e-06,1.2872460747076255e-06,,,,,,,,,1.7594567745374218e-06,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
The pair of excerpts below is written by explorer Christopher Columbus and the Dominican Bishop of Chiapas, Mexico, Bartholomew de las Casas.
Source 1
Indians would give whatever the seller required. . . . Thus they bartered, like idiots, cotton and gold for fragments of bows, glasses, bottles, and jars; which I forbad as being unjust, and myself gave them many beautiful and acceptable articles which I had brought with me, taking nothing from them in return; I did this in order that I might the more easily conciliate them, that they might be led to become Christians, and be inclined to entertain a regard for the King and Queen, our Princes and all Spaniards, and that I might induce them to take an interest in seeking out, and collecting and delivering to us such things as they possessed in abundance, but which we greatly needed.
âChristopher Columbus: letter to Raphael Sanchez, 1493
Source 2
It was upon these gentle lambs . . . that from the very first day they clapped eyes on them the Spanish fell like ravening wolves upon the fold, or like tigers and savage lions who have not eaten meat for days. The pattern established at the outset has remained unchanged to this day, and the Spaniards still do nothing save tear the natives to shreds, murder them and inflict upon them untold misery, suffering and distress, tormenting, harrying and persecuting them mercilessly. We shall in due course describe some of the many ingenious methods of torture they have invented and refined for this purpose, but one can get some idea of the effectiveness of their methods from the figures alone. When the Spanish first journeyed there, the indigenous population of the island of Hispaniola stood at some three million; today only two hundred survive. Their reason for killing and destroying such an infinite number of souls is that the Christians have an ultimate aim, which is to acquire gold, and to swell themselves with riches in a very brief time and thus rise to a high estate disproportionate to their merits.
âBartholomew de las Casas: A Short Account of the Destruction of the Indies, 1542
Which of the following motives for exploration does de las Casas seem to be criticizing in Source 2?",high_school_european_history,"['Converting the natives to Christianity' 'Financial gain'
 'Personal glory' 'Finding new mates']",1,0.0009827998254621,0.0004941827870667,0.9511559740673023,0.0473552514303651,,,,,,,,,,,,,,,4.506363712136068e-07,,1.806416200807518e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Read the following excerpt.
Never were talents of the highest genius of the most exalted kind, more profusely bestowed upon a human being. The genius of Napoleon is astounding. All branches of human knowledge seemed alike familiar to his gigantic mind. His conversations at St. Helena, scattered through the numerous and voluminous memorials of those who gleaned them, are replete with intensest interest. During the long agony of his imprisonment and his death, he conversed with perfect freedom upon the events of his marvelous career, and upon all those subjects or morals, politics, and religion, which most deeply concern the welfare of our race. There is no mind which will not be invigorated by familiarity with these profound thoughts, expressed with so much glow of feeling and energy of diction.
âJohn S. C. Abbott, historian, Napoleon at St. Helena, 1855
Which of the following features of the French empire under Napoleon does Abbott seem most impressed with?",high_school_european_history,"[""Napoleon's secret police"" ""Napoleon's domestic reforms""
 ""Napoleon's suppression of women's rights"" ""Napoleon's military tactics""]",1,0.0149861011813642,0.0055130785279389,0.1611157906152197,0.818238505141728,3.714683092304902e-05,,,2.072133305976405e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0642745247607988e-05,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Read the following quote.
I had now decided beyond all question that there existed in the heavens three stars wandering about Jupiter as do Venus and Mercury about the sun, and this became plainer than daylight from observations on similar occasions which followed. Nor were there just three such stars; four wanderers complete their revolutions about Jupiter, and of their alterations as observed more precisely later on we shall give a description here. Also I measured the distances between them by means of the telescope. . . .
Such are the observations concerning the four Medicean planets recently first discovered by me, and although from this data their periods have not yet been reconstructed in numerical form, it is legitimate at least to put in evidence some facts worthy of note. Above all, since they sometimes follow and sometimes precede Jupiter by the same intervals, and they remain within very limited distances either to east or west of Jupiter, accompanying that planet in both its retrograde and direct movements in a constant manner, no one can doubt that they complete their revolutions about Jupiter and at the same time effect all together a twelve-year period about the center of the universe.
âGalileo Galilei, 1610
Which of the following Polish thinkers was most likely the person whose ideas convinced Galileo to have written the statement above?",high_school_european_history,"['Nicolaus Copernicus' 'Johannes Kepler' 'Galileo Galilei'
 'Josef Pilsudski']",0,0.052299387642753,0.013223352879736,0.4962639810835359,0.4379514261705207,1.2058142764963848e-05,,,4.208705367976102e-05,,,,,,,,,,,,,,,,,,,,,,4.2589646590977614e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
The following quote is from Voltaire in response to the 1755 Lisbon earthquake.
My dear sir, nature is very cruel. One would find it hard to imagine how the laws of movement cause such frightful disasters in the best of possible worlds. A hundred thousand ants, our fellows, crushed all at once in our ant-hill, and half of them perishing, no doubt in unspeakable agony, beneath the wreckage from which they cannot be drawn. Families ruined all over Europe, the fortune of a hundred businessmen, your compatriots, swallowed up in the ruins of Lisbon. What a wretched gamble is the game of human life! What will the preachers say, especially if the palace of the Inquisition is still standing? I flatter myself that at least the reverend father inquisitors have been crushed like others. That ought to teach men not to persecute each other, for while a few holy scoundrels burn a few fanatics, the earth swallows up one and all.
âVoltaire, in a letter, 1755
Which of the following Enlightenment philosophes questioned reliance on reason and began the Romantic Movement for the rationale given?",high_school_european_history,"['Jean-Jacques Rousseau because he thought society corrupted noble souls.'
 'Baron Montesquieu because he thought that governments were not capable of being fair.'
 'Mary Wollstonecraft because she railed against the subjugation of women emotionally.'
 'Adam Smith because he stated that reason could not be used to understand how another feels.']",0,0.077237869688397,0.1852840173541459,0.0040934571286964,0.7329377883439231,7.497428257571892e-05,,,4.013084159366575e-05,,3.541534340452307e-05,,,,,,,,,,,,,,,,,,,,,,,,,,4.84070350650013e-05,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Read the the following poem to answer questions.
Take up the White Man's burdenâ
Send forth the best ye breedâ
Go bind your sons to exile
To serve your captives' need;
To wait in heavy harness,
On fluttered folk and wildâ
Your new-caught, sullen peoples,
Half-devil and half-child.
...
Take up the White Man's burdenâ
The savage wars of peaceâ
Fill full the mouth of Famine
And bid the sickness cease;
And when your goal is nearest
The end for others soughtâ¦
Watch sloth and heathen Folly
Bring all your hopes to naught.
Rudyard Kipling, The White Man's Burden, 1899
The poem describes which kind of attitude toward the native peoples who were under the rule or influence of the British Empire?",high_school_european_history,"['They are ""exiled sons"" of the British race.'
 'While ""savage,"" they fight wars for the sake of a lasting peace.'
 'They are ready for conversion to Christianity.'
 'They are the product of a less-civilized and less-developed civilization.']",3,0.0011704190982781,0.0111046272222923,0.1053726772669874,0.88225377029473,,,,,9.51259481425961e-06,8.936255829767209e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
The excerpts below are from the Navigation Acts of 1651.
[A]fter the first day of December, one thousand six hundred fifty and one, and from thence forwards, no goods or commodities whatsoever of the growth, production or manufacture of Asia, Africa or America, or of any part thereof; or of any islands belonging to them, or which are described or laid down in the usual maps or cards of those places, as well of the English plantations as others, shall be imported or brought into this Commonwealth of England, or into Ireland, or any other lands, islands, plantations, or territories to this Commonwealth belonging, or in their possession, in any other ship or ships, vessel or vessels whatsoever, but only in such as do truly and without fraud belong only to the people of this Commonwealth, or the plantations thereof, as the proprietors or right owners thereof; and whereof the master and mariners are also of the people of this Commonwealth, under the penalty of the forfeiture and loss of all the goods that shall be imported contrary to this act, , , ,
[N]o goods or commodities of the growth, production, or manufacture of Europe, or of any part thereof, shall after the first day of December, one thousand six hundred fifty and one, be imported or brought into this Commonwealth of England, or any other lands or territories to this Commonwealth belonging, or in their possession, in any ship or ships, vessel or vessels whatsoever, but in such as do truly and without fraud belong only to the people of this Commonwealth, and in no other, except only such foreign ships and vessels as do truly and properly belong to the people of that country or place, of which the said goods are the growth, production or manufacture.
The aforementioned 1651 Navigation Acts above conflict with which of the following economic philosopher's theories and beliefs?",high_school_european_history,['Thomas Malthus' 'Josiah Child' 'Adam Smith' 'Jean-Baptiste Colbert'],2,0.068645301266295,0.1452921111196103,0.2113933948182467,0.574615672338169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Perestroika [Restructuring] is an urgent necessity arising from the profound processes of development in our socialist society. This society is ripe for change. It has long been yearning for it. Any delay in beginning perestroika could have led to an exacerbated internal situation in the near future, which, to put it bluntly, would have been fraught with serious social, economic, and political crises.
Mikhail Gorbachev, Perestroika: New Thinking for Our Country and the World, 1987
From the passage, one may infer that Gorbachev argued that",high_school_european_history,"['a restructuring of the socialist society of the Soviet Union was inevitable'
 'a restructuring of the socialist society of the Soviet Union would exacerbate the current situation'
 'a restructuring of the socialist society of the Soviet Union was necessary in order to avoid a crisis'
 'a restructuring of socialist society was necessary in order to avoid the collapse of the Soviet Union']",2,0.4621805252655579,0.0108687150185583,0.5237051229630103,0.0031139389885233,9.910985214174913e-06,,,,,4.68161791988697e-06,,,,,,,,,,,,,8.746413753071083e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
From this moment until that in which the enemy shall have been driven from the soil of the Republic, all Frenchmen are in permanent requisition for the service of the armies. The young men shall go to battle; the married men shall forge arms and transport provisions; the women shall make tents and clothing and shall serve in the hospitals; the children shall turn old linen into lint; the aged shall betake themselves to the public places in order to arouse the courage of the warriors and preach the hatred of kings and the unity of the Republic. â¦
The Committee of Public Safety is charged to take all necessary measures to set up without delay an extraordinary manufacture of arms of every sort which corresponds with the ardor and energy of the French people. It is, accordingly, authorized to form all the establishments, factories, workshops, and mills which shall be deemed necessary for the carrying on of these works, as well as to put in requisition, within the entire extent of the Republic, the artists and workingmen who can contribute to their success.
The representatives of the people sent out for the execution of the present law shall have the same authority in their respective districts, acting in concert with the Committee of Public Safety; they are invested with the unlimited powers assigned to the representatives of the people to the armies.
The LevÃ©e en Masse, August 23, 1793
It could be argued that the passage represents a turning point in the history of warfare in modern European history because",high_school_european_history,"['it represented the introduction of weaponry produced by large-scale industrialization'
 ""it advocated the total extinction of a nation's enemies""
 'it was war run by a committee' 'it advocated total war']",3,0.0008042992704835,0.9990401861615498,4.002416716217005e-05,0.000102205291333,5.088501827156801e-06,,6.469304093215821e-07,,,3.252970385565578e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Read the following excerpt.
If civilized education developed in every child its natural inclinations, we should see nearly all rich children enamored of various very plebeian occupations, such as that of the mason, the carpenter, the smith, the saddler. I have instanced Louis the XVI, who loved the trade of locksmith; an Infanta of Spain preferred that of shoemaker; a certain king of Denmark gratified himself by manufacturing syringes; the former king of Naples loved to sell the fish he had caught in the market-place himself; the prince of Parma, whom Condillac had trained in metaphysical subtitles, in the understanding of intuition, of cognition, had no taste but for the occupation of church-warden and lay-brother.
The great majority of wealthy children would follow these plebeian tastes, if civilized education did not oppose the development of them; and if the filthiness of the workshops and the coarseness of the workmen did not arouse a repugnance stronger than the attraction. What child of a prince is there who has no taste for one of the four occupations I have just mentioned, that of mason, carpenter, smith, saddler, and who would not advance in them if he beheld from an early age the work carried on in blight workshops, by refined people, who would always arrange a miniature workshop for children, with little implements and light labor?
âCharles Fourier, On Education, 1838
Many in Fourier's circles advocated for universal male suffrage, which was propagated most by which of the following groups?",high_school_european_history,['Luddites' 'Liberals' 'Benthamites' 'Chartists'],3,3.321026197344596e-05,0.9998946339882684,2.7532274198385988e-05,4.005922258356584e-05,,,2.1021150756416417e-07,,,2.699169185926342e-07,3.6893268529713133e-07,,,,,,,,,,,,,,,,,,,,,,,,,,1.6371288670159158e-07,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
I am of opinion that the principal and true profession of the Courtier ought to be that of arms; which I would have him follow actively above all else, and be known among others as bold and strong, and loyal to whomsoever he serves. . . .
I would have him well built and shapely of limb, and would have him show strength and lightness and suppleness, and know all bodily exercises that befit a man of war; whereof I think the first should be to handle every sort of weapon well on foot and on horse, to understand the advantages of each, and especially to be familiar with those weapons that are ordinarily used among gentlemen. . . .
Our Courtier then will be esteemed excellent and will attain grace in everything, particularly in speaking. . . .
I would have him more than passably accomplished in letters, at least in those studies that are called the humanities, and conversant not only with the Latin language but with the Greek, for the sake of the many different things that have been admirably written therein. Let him be well versed in the poets, and not less in the orators and historians, and also proficient in writing verse and prose, especially in this vulgar [vernacular] tongue of ours. . . .
You must know that I am not content with the Courtier unless he be also a musician and unless, besides understanding and being able to read notes, he can play upon divers instruments. . . .
I wish our Courtier to guard against getting the name of a liar or a boaster, which sometimes befalls even those who do not deserve it.
âFrom Baldassare Castiglione's Book of the Courtier, 1528
Which of the following themes of the Renaissance era is the above writing most connected to?",high_school_european_history,['Secularism' 'Individualism' 'Humanism' 'Perspective'],2,0.9996445827488716,0.0001583980182771,0.0001088652597436,8.478434953762261e-05,2.381417887678962e-07,,,,,1.1974521142698377e-07,,,,,,1.1974521142698377e-07,,,,,,,,,,,,,,,,,,,,,,1.1249032310295086e-07,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Read the following excerpt.
The revolutionary seed had penetrated into every country and spread more or less. It was greatly developed under the rÃ©gime of the military despotism of Bonaparte. His conquests displaced a number of laws, institutions, and customs; broke through bonds sacred among all nations, strong enough to resist time itself; which is more than can be said of certain benefits conferred by these innovators.
The monarchs will fulfil the duties imposed upon them by Him who, by entrusting them with power, has charged them to watch over the maintenance of justice, and the rights of all, to avoid the paths of error, and tread firmly in the way of truth. Placed beyond the passions which agitate society, it is in days of trial chiefly that they are called upon to despoil realities of their false appearances, and to show themselves as they are, fathers invested with the authority belonging by right to the heads of families, to prove that, in days of mourning, they know how to be just, wise, and therefore strong, and that they will not abandon the people whom they ought to govern to be the sport of factions, to error and its consequences, which must involve the loss of society.
Union between the monarchs is the basis of the policy which must now be followed to save society from total ruin. . . .
Let them not confound concessions made to parties with the good they ought to do for their people, in modifying, according to their recognized needs, such branches of the administration as require it.
Let them be just, but strong; beneficent, but strict.
Let them maintain religious principles in all their purity, and not allow the faith to be attacked and morality interpreted according to the social contract or the visions of foolish sectarians.
Let them suppress Secret Societies; that gangrene of society.
âKlemens von Metternich, Political Confession of Faith, 1820
The final result of the negotiations led by Metternich during the Congress of Vienna is being referenced in the document above in which of the following ways?",high_school_european_history,"[""Metternich's statement about the military despotism of Bonaparte led to the elimination of all empires in Europe.""
 ""Metternich's statement about fulfilling duties indicated his support for the Holy Alliance that controlled the fate of Europe.""
 ""Metternich's statement about the unity of monarchs alludes to the creation of the Concert of Europe.""
 ""Metternich's disgust for secret societies led to the creation of the Carlsbad Decrees.""]",2,0.9623823342160512,0.0373134850663878,6.76616982332893e-05,0.0001839235647902,2.8205592180406743e-05,,1.8031231821620384e-06,,,,,,,,,,,,,,,,,,,,,1.919414636157828e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
The assumption by a government of the office of Reliever-general to the poor is necessarily forbidden by the principle that a government cannot rightly do anything more than protect. In demanding from a citizen contributions for the mitigation of distress â¦ the state is â¦ reversing its function. â¦ To enforce the fundamental lawâto take care that every man has freedom to do all that he wills, provided he infringes not the equal freedom of any other man. â¦ [But that] is quite a separate thing from insuring him satisfaction. â¦
The poverty of the incapable, the distresses that come upon the imprudent, the starvation of the idle, and those shoulderings aside of the weak by the strong â¦ are the decrees of a large, farseeing benevolence. â¦ When regarded not separately, but in connection with the interests of universal humanity, these harsh fatalities are seen to be full of the highest beneficence.
Herbert Spencer, Social Statistics: Survival of the Fittest Applied to Humankind, 1851
From the passage, one may infer that Spencer was an advocate of which nineteenth-century political philosophy?",high_school_european_history,['Conservatism' 'Anarchism' 'Liberalism' 'Socialism'],2,0.4842456123649929,0.2287165213637649,0.057828592815482,0.2287165213637649,6.771030468328224e-05,,3.198408320828581e-05,5.97541341560558e-05,,2.1982317481013203e-05,,,,,,,,,,,,,,,,,,,4.653656647249004e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Read the list of complaints below.
Article 3: Frenchmen should regard as laws of the kingdom those alone which have been prepared by the national assembly and sanctioned by the king.
Article 11: Personal liberty, proprietary rights and the security of citizens shall be established in a clear, precise and irrevocable manner. All lettres de cachet shall be abolished forever, subject to certain modifications which the States General may see fit to impose.
Article 12: And to remove forever the possibility of injury to the personal and proprietary rights of Frenchmen, the jury system shall be introduced in all criminal cases, and in civil cases for the determination of fact, in all the courts of the realm.
Article 17: All distinctions in penalties shall be abolished; and crimes committed by citizens of the different orders shall be punished irrespectively, according to the same forms of law and in the same manner. The States General shall seek to bring it about that the effects of transgression shall be confined to the individual and shall not be reflected upon the relatives of the transgressor, themselves innocent of all participation.
Article 21: No tax shall be legal unless accepted by the representatives of the people and sanctioned by the king.
âCahiers of the Third Estate of Versailles, 1789
Which of the following was NOT one of the problems in France that caused the French Revolution referenced in the document above?",high_school_european_history,"['Financial problems caused by debts and low revenues.'
 'The legal system of France was not equitable.'
 'The proliferation of Enlightenment ideals.'
 'There was a lot of social and political inequality in France in 1789.']",0,0.973081972986229,0.0201925992103614,0.0015570860557418,0.005105488622595,1.6249651144794083e-05,,,,,5.9779125823777344e-06,,,,,,8.170837726614115e-06,,,,,,,,,,,,3.406111917181712e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Read the the following quotation to answer questions.
1848 was the decisive year of German, and so of European, history: it recapitulated Germany's past and inspired Germany's future. â¦ Never has there been a revolution so inspired by a limitless faith in the power of ideas; never has a revolution so discredited the power of ideas in its result. The success of the revolution discredited conservative ideas; the failure of the revolution discredited liberal ideas. After it, nothing remained but the idea of Force, and this idea stood at the helm of German history from then on. For the first time since 1521, the German people stepped on to the centre of the German stage only to miss their cue once more. German history reached its turning-point and failed to turn. This was the fateful essence of 1848.
A. J. P. Taylor, The Course of German History, 1945
From the quotation, one may infer that Taylor argues that the most important effect of the political revolutions of 1848 was",high_school_european_history,"['the failure to bring about a change in the ruling class'
 'the demonstration of the power of ideas'
 'the discrediting of both conservative and liberal political ideology'
 'the creation of the idea of a modern police force']",2,0.806526636924251,0.0130349225074416,0.1799759060428068,0.0003263228998164,,,,,,,,1.1166155593726672e-05,,,,,,,,,,,8.69621072029148e-06,,,,,,,,,,,,,,,1.6246660523163312e-05,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Addison's Act had been conceived in the belief that, unless working-class aspirations were quickly met after the war, Britain might experience a revolution similar to that in Russia. By 1920 that fear was beginning to recede and Addison's policy was being regarded as extravagant. An immediate victim of the new attitude was the Borough's Kingfield Street scheme, provisional plans for which were approved in September 1920. Much to the Council's surprise, the Government's Housing Board deferred the scheme, ""having regard to the Council's present commitments and the money available at the present time, and in May 1921 the Government announced a drastic curtailment of the housing programme, cutting the housing target by half.
âExcerpt from a work by English historian Hermione Hobhouse Public Housing in Poplar: The Inter-war Years, 1994
Which of the following is the best description of the plans being changed above?",high_school_european_history,"['Welfare programs were questioned after the First World War.'
 'Housing was a large part of the British budget.'
 'Workers were threatening communist revolution.'
 'The government Housing Board wanted to build more houses.']",0,0.0219373563122768,0.0170817671429731,0.0281670044832601,0.9326943388751512,7.910423774439811e-05,,1.0705594420354466e-05,,,,,,,,,,,,,,,,,,,,,1.1396045939889282e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Read the the following quotation to answer questions.
1848 was the decisive year of German, and so of European, history: it recapitulated Germany's past and inspired Germany's future. â¦ Never has there been a revolution so inspired by a limitless faith in the power of ideas; never has a revolution so discredited the power of ideas in its result. The success of the revolution discredited conservative ideas; the failure of the revolution discredited liberal ideas. After it, nothing remained but the idea of Force, and this idea stood at the helm of German history from then on. For the first time since 1521, the German people stepped on to the centre of the German stage only to miss their cue once more. German history reached its turning-point and failed to turn. This was the fateful essence of 1848.
A. J. P. Taylor, The Course of German History, 1945
Why might it be important to note that Taylor was writing his analysis in 1945?",high_school_european_history,"['A historian writing at the end of World War II might be inclined to look for, and find, the origins of perceived German belligerence.'
 'A historian writing in 1945 would be dead now, and therefore, his analysis is irrelevant.'
 'Historical analysis written in 1945 is ""out of date,"" and one should look for a more recent book.'
 'A historian writing at the end of World War II would be looking for the origins of the Cold War.']",0,2.1434755505113648e-05,0.0003149814328154,6.202352159391018e-05,0.9995883221462264,,,,,8.311156647774241e-07,,,,,,,,,,,,,,,6.472735305515692e-07,,,,,,,,,,,,,,,5.712168858367552e-07,5.04097132454955e-07,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
We have, by this perpetual and irrevocable edict, established and proclaimed:
""First, that the recollection of everything done be one party or the other â¦ during all the preceding period of troubles, remain obliterated and forgotten, as if no such things had ever happened. â¦
""We ordain that the Catholic Apostolic and Roman religion shall be restored and reestablished in all places and localities of this our kingdom and countries subject to our sway, where the exercise of the same has been interrupted, in order that it may be peaceably and freely exercised, without any trouble or hindrance. â¦
""And in order to leave no occasion for troubles or differences between our subjects, we have permitted, and herewith permit, those of the said religion called Reformed to live and abide in all the cities and places of this our kingdom and countries of our sway, and without being annoyed, molested, or compelled to do anything in the matter of religion contrary to their consciences. â¦""
Henry IV of France, The Edict of Nantes, 1598
From the passage, one may infer that",high_school_european_history,"['Henry IV was a Catholic' 'Henry IV was a Protestant'
 'prior to 1598, France had been free of religious conflict'
 'prior to 1598, France was stricken with religious conflict']",3,0.0197458041727797,0.9510881785694516,0.0223658772066187,0.0064079326334522,0.000299702997461,,2.460112013416813e-05,,,,,,,,,,,,,,,,,,,,,1.4017295721591102e-05,,,,5.843278204933382e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
In order to make the title of this discourse generally intelligible, I have translated the term ""Protoplasm,"" which is the scientific name of the substance of which I am about to speak, by the words ""the physical basis of life."" I suppose that, to many, the idea that there is such a thing as a physical basis, or matter, of life may be novelâso widely spread is the conception of life as something which works through matter. â¦ Thus the matter of life, so far as we know it (and we have no right to speculate on any other), breaks up, in consequence of that continual death which is the condition of its manifesting vitality, into carbonic acid, water, and nitrogenous compounds, which certainly possess no properties but those of ordinary matter.
Thomas Henry Huxley, ""The Physical Basis of Life,"" 1868
From the passage, one may infer that Huxley's view is representative of the nineteenth-century ideology known as",high_school_european_history,['anarchism' 'materialism' 'conservatism' 'romanticism'],1,5.771667115203364e-06,2.405988810555704e-06,0.9999845231585912,5.093478351916336e-06,,,,,,1.0571177066804694e-07,,,5.1519802374082536e-08,,,,,,,,,,,,9.329031018128453e-08,,,,,,,,,,,,,,,,5.3155216455116286e-08,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Under the name of Chartist well-meaning inconsiderate men and other misled men have in very many cases, all over the country from the extreme west to the extreme east and from Brighton in the south to nearly the extreme north of Scotland, denounced every man who is not a working man, applied to him, the grossest epithets and most atrocious intentions and conduct, have threatened them with vengeance and in some places, have proposed plans for the seizure and division of their propertyânumbers of misled men and others of bad character, under the self-denomination of Chartists have gone from place to place and in the most violent manner disturbed and dispersed meetings of various kinds. Your Committee object to the words Household Suffrage since under any honest definition of the wordsâthey would exclude a large majority of the men of these kingdomsâand because they have become reasonably obnoxious to the political portion of the working people.
âExcerpt of a letter from British social reformer Francis Place, written in 1842
The primary goal of the Chartist movement was which of the following?",high_school_european_history,"['Universal suffrage' 'Universal male suffrage' 'Universal health care'
 'Social security and unemployment insurance']",1,4.9738158823295583e-05,1.3386843839802248e-05,0.9668425911596912,0.0330839682420695,,,,,,,,,,,,,,,2.326284644397735e-06,,,,,,6.261110181444185e-07,,,,,,,,,,,,,,,,,5.190642652552999e-07,,,,,,,,,,,,,,,,,
