question,subject,choices,answer,c,a,d,b,3,s,Ñ,sol,cho,Ð°,ch,p,none,not,unknown,undefined,im,the,no,n,other,bc,Ð±,cor,ac,1,social,Ð´,4,g,ap,k,o,e,supp,co,cl,cd,all,op,ab,ag,option,carter,f,correct,choice,ind,daw,dw,sur,false,2,br,i,h,war,r,ronald,re,reagan,third,anti,w,wilson,dp,wood,american,progress,gre,pro,con,imper,imperial,wrong,al,cent,.,as,in,solutions,",",based,because,answers,according,for,t,will,bar,lev,policy,new,mut,ad,Unnamed: 99,however,since,so,to,if,cont,sl,slavery,true,inc,pe,{',{,{$,equal,',five,v,land,col,ce,sen,q,bl,sal,pres,exp,expand,fishing,fish,prop,yes,square,ment,mental,m,po,j,man,manifest,ante,slave,ant,an,ins,.','.,'},;,(,.},declaration,decl,iraq,self,middle,states,st,de,be,car,pol,ev,many,ge,mil,vi,and,specifically,:,regarding,execut,executive,span,rep,republican,lin,poss,maybe,possible,partial,govern,government,imm,immigration,second,crit,null,south,cal,ba,governments,or,gover,versus,farmers,und,pur,best,appro,se,div,separ,sep,intern,equ,john,great,small,limited,limiting,minimal,minim,having,smaller,keeping,support,qu,res,respect,pop,un,quote,most,given,aj
"This question refers to the following information.
I come not to urge personal claims, nor to seek individual benefits; I appear as the advocate of those who cannot plead their own cause; I come as the friend of those who are deserted, oppressed, and desolate. In the Providence of God, I am the voice of the maniac whose piercing cries from the dreary dungeons of your jails penetrate not your Halls of Legislation. I am the Hope of the poor crazed beings who pine in the cells, and stalls, and cages, and waste rooms of your poor-houses. I am the Revelation of hundreds of wailing, suffering creatures, hidden in your private dwellings, and in pens and cabinsâshut out, cut off from all healing influences, from all mind-restoring cares.â¦ Could their melancholy histories be spread before you as revealed to my grieved spirit during the last three months, how promptly, how earnestly would you search out the most approved means of relief; how trifling, how insignificant, by comparison, would appear the sacrifices you are asked to make; how would a few dimes and dollars, gathered from each citizen, diminish in value as a possession, compared with the certain benefits and vast good to be secured for the suffering insane...by the consecration and application of a sufficient fund to the construction of a suitable hospital.â¦
âDorothea Dix, Memorial Soliciting a State Hospital for the Protection and Cure of the Insane,
Submitted to the General Assembly of North Carolina, November 1848
Which of the following was a popular reform movement of the 1840s?",high_school_us_history,"['The free coinage of silver' 'Regulation of big business'
 'The gay rights movement' 'The temperance movement']",3,0.230618659873074,0.4882196776823292,0.230618659873074,0.0147429541650481,,,,,,,,,,,,,,0.0017180294003385,,,,,,,,,,,,,,,,0.0003467210492203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0312108416535705,0.0012101753723501,0.0008853832161777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""We are men; we have souls, we have passions, we have feelings, we have hopes, we have desires, like any other race in the world. The cry is raised all over the world today of Canada for the Canadians, of America for the Americans, of England for the English, of France for the French, of Germany for the Germansâdo you think it is unreasonable that we, the Blacks of the world, should raise the cry of Africa for the Africans?""
âMarcus Garvey, 1920
The passage could best be understood as",high_school_us_history,"['an argument in favor of restrictions on immigration into the United States.'
 'an attempt to unite working-class African American and white men and women.'
 'an expression of black nationalism.'
 'a pamphlet designed to promote the advancement of African Americans in industry.']",2,0.9999925613490012,1.2098498401395823e-06,3.288712835615507e-06,1.994705165791279e-06,1.9750255714592572e-07,,7.734303890129565e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,1.275172349870075e-07,,,4.4068735178453895e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The question, therefore, should be quickly settled, whether free colored persons, born and naturalized in this country, are not American citizens, and justly entitled to all the rights, privileges and immunities of citizens of the several states; and whether the Constitution of the United States makes or authorizes any invidious distinction with regard to the color or condition of free inhabitants.
""For myself, I have not the shadow of doubt on the subject. I believe that the rights of the free colored persons need only to be vindicated before the U.S. Supreme Court, to be obtained; that no prejudice or sophistry . . . can prevent their acknowledgement . . . and that the present laws, affecting your condition, are clearly unconstitutional. The fact that you have been treated, by common consent and common usage, as aliens and brutes, is not proof that such treatment is legal, but only shows the strength, the bitterness, and the blindness of prejudice.""
âWilliam Lloyd Garrison, ""To the Free People of Color of the United States,"" The Liberator, January 15, 1831
The approach of William Lloyd Garrison and The Liberator can best be seen as",high_school_us_history,"['an outgrowth of the Second Great Awakening.'
 'an expression of Transcendentalist individualism.'
 'a reflection of literary romanticism.'
 'a rejection of the idea of ""Republican motherhood.""']",0,3.112246529812917e-05,0.0024723636497542,0.9974285549335856,6.588625955316685e-05,,5.3020847976071524e-08,,,,,,,,,,,,,,,,,,,,,,,,6.395535067868866e-08,,,,6.87584818466719e-07,,,,,,,,,,,1.7384866758260524e-07,,,,,,,,,,,,,,,7.71448786009609e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""I know that whenever the subject has occurred in conversation where I have been present, it has appeared to be the opinion of every one that we could not be taxed by a Parliament wherein we were not represented. But the payment of duties laid by an act of Parliament as regulations of commerce was never disputed. . . . An external tax is a duty laid on commodities imported; that duty is added to the first cost and other charges on the commodity, and, when it is offered for sale, makes a part of the price. If the people do not like it at that price, they refuse it; they are not obliged to pay it. But an internal tax is forced from the people without their consent if not laid by their own representatives. The Stamp Act says we shall have no commerce, make no exchange of property with each other, neither purchase nor grant, nor recover debts; we shall neither marry nor make our wills, unless we pay such and such sums; and thus it is intended to extort our money from us or ruin us by the consequence of refusing to pay it.""
âBenjamin Franklin, Examination before Parliament, 1766
President Jackson's policy was later altered by the",high_school_us_history,"['Homestead Act of 1862.' 'Immigration Act of 1921.'
 'Supreme Court decision in Plessy v. Ferguson.' 'Dawes Act of 1887.']",3,1.7777460715687923e-05,1.7602069775142882e-06,0.9999748531743644,4.784738641303909e-06,,,,,,,,,,,,,,,,,,,,,,,,4.406596146916776e-08,2.237852041983621e-07,,,,,1.8552445049838892e-07,,,,,,,,,,,6.411559561453556e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The only force which is strong enough to break down social convention is economic necessity. . . . The economic necessity which has forced women out of the home and into the world of business has completely annihilated the old idea that a woman should eat only in the privacy of her household or in the homes of her friends, has created the absolutely new social phenomenon of women eating in public, unescorted by men, by the tens of thousands, and has given rise to a wholly new phase of the restaurant business.""
âThe New York Times, October 15, 1905
Which of the following groups would have most likely supported the scenario described in this passage?",high_school_us_history,"['Ku Klux Klan.' 'American Temperance Union.'
 'National Woman Suffrage Association.'
 'Southern Christian Leadership Conference.']",2,0.9999825560020076,2.5612374761140125e-06,8.39797437389169e-06,2.902262283995376e-06,1.287871081672719e-06,3.689812426367557e-07,,3.058961942082579e-07,,,,,,,,,,,,,,,,,,,,,,,,,,1.855354204767185e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Perhaps, however, I am more conscious of the importance of civil liberties in this particular moment of our history than anyone else, because I travel through the country and meet people and see things that have happened to little people, I realize what it means to democracy to preserve our civil liberties.
All through the years we have had to fight for civil liberty, and we know that there are times when the light grows rather dim, and every time that happens democracy is in danger. Now, largely because of the troubled state of the world as a whole, civil liberties have disappeared in many other countries.
It is impossible, of course, to be at war and keep freedom of the press and freedom of speech and freedom of assembly. They disappear automatically. And so in many countries where ordinarily they were safe, today they have gone. In other countries, even before war came, not only freedom of the press and freedom of assembly, and freedom of speech disappeared, but freedom of religion disappeared.
And so we know here in this country, we have a grave responsibility. We are at peace. We have no reason for the fears which govern so many other peoples throughout the world; therefore, we have to guard the freedoms of democracy.
âEleanor Roosevelt, Address to the American Civil Liberties Union, Chicago, Illinois, March 14, 1940
In her speech, Eleanor Roosevelt alluded to the earlier threat to civil liberties created by which of the following?",high_school_us_history,['World War I' 'The New Deal' 'The Cold War' 'The Great Depression'],0,0.9931441286862144,4.799534603316793e-05,0.0059052912413886,0.000799194262748,,,,,,,,,,,,,,0.0001008167497264,,,,,,,,,,,,,,,,,,,,5.67567297113548e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
At a meeting of working girls held at Hull House during a strike in a large shoe factory, the discussions made it clear that the strikers who had been most easily frightened, and therefore the first to capitulate, were naturally those girls who were paying board and were afraid of being put out if they fell too far behind. After a recital of a case of peculiar hardship one of them exclaimed: ""Wouldn't it be fine if we had a boarding club of our own, and then we could stand behind each other in a time like this?"" After that events moved quickly. We â¦ discussed all the difficulties and fascinations of such an undertaking, and on the first of May, 1891, two comfortable apartments near Hull House were rented and furnished. The Settlement was responsible for the furniture and paid the first month's rent, but beyond that the members managed the club themselves.â¦ At the end of the third year the club occupied all of the six apartments which the original building contained, and numbered fifty members.
âJane Addams, Twenty Years at Hull House, 1912
Which of the following best reflects the perspective of Jane Addams in the passage above?",high_school_us_history,"['Poor people need the leadership of reformers like herself.'
 'Poor people need support in helping themselves.'
 ""Poor people don't need outside help."" ""Poor people don't deserve help.""]",1,1.0676826271691727e-06,1.3007037157436464e-05,8.315120661110865e-07,0.9999840258529714,,,,,,,,,,,,,,,,,,,7.73425963421433e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.653405561417804e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6373443389043458e-07,4.9936133358412096e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
They ask us how we shall govern these new possessions. I answer: Out of local conditions and the necessities of the case methods of government will grow. If England can govern foreign lands, so can America. If Germany can govern foreign lands, so can America. If they can supervise protectorates, so can America. Why is it more difficult to administer Hawaii than New Mexico or California? Both had a savage and an alien population; both were more remote from the seat of government when they came under our dominion than the Philippines are to-day.
Will you say by your vote that American ability to govern has decayed; that a century's experience in self-rule has failed of a result? Will you affirm by your vote that you are an infidel to American power and practical sense? Or will you say that ours is the blood of government; ours the heart of dominion; ours the brain and genius of administration? Will you remember that we do but what our fathers didâwe but pitch the tents of liberty farther westward, farther southwardâwe only continue the march of the flag?
âAlbert Beveridge, ""The March of the Flag,"" Indianapolis, September 16, 1898
The theme of Beveridge's speech can most directly be compared to which of the following?",high_school_us_history,"['The Monroe Doctrine' 'Containment' 'Manifest Destiny'
 ""The ideology of states' rights""]",2,0.9999068209702356,1.1477805229708246e-05,5.828910458359545e-05,1.670010806788539e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5357774680335824e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.648078096768111e-06,1.994543476922544e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Here is the case of a woman employed in the manufacturing department of a Broadway house. It stands for a hundred like her own. She averages three dollars a week. Pay is $1.50 for her room; for breakfast she has a cup of coffee; lunch she cannot afford. One meal a day is her allowance. This woman is young, she is pretty. She has ""the world before her."" Is it anything less than a miracle if she is guilty of nothing less than the ""early and improvident marriage,"" against which moralists exclaim as one of the prolific causes of the distresses of the poor? Almost any door might seem to offer a welcome escape from such slavery as this. ""I feel so much healthier since I got three square meals a day,"" said a lodger in one of the Girls' Homes. Two young sewing-girls came in seeking domestic service, so that they might get enough to eat. They had been only half-fed for some time, and starvation had driven them to the one door at which the pride of the American-born girl will not permit her to knock, though poverty be the price of her independence.
âJacob Riis, How the Other Half Lives, 1890
The situation faced by the young women in the passage above is most directly comparable to which of the following?",high_school_us_history,"['American revolutionaries in the 1770s' 'Slaves in the antebellum South'
 'Populist farmers in the 1890s' 'Detroit autoworkers in the 1930s']",3,0.0130489585224281,0.0662680635761331,0.0005733312244545,0.9148024884092626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3664194520063376e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0048004435691002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002708223649361,6.847461728534699e-05,9.26703172483109e-06,6.7799052438307815e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""We found that not only was it a civil war, an effort by a people who had for years been seeking their liberation from any colonial influence whatsoever, but also we found that the Vietnamese whom we had enthusiastically molded after our own image were hard put to take up the fight against the threat we were supposedly saving them from.
""We found most people didn't even know the difference between communism and democracy. They only wanted to work in rice paddies without helicopters strafing them and bombs with napalm burning their villages and tearing their country apart. They wanted everything to do with the war, particularly with this foreign presence of the United States of America, to leave them alone in peace, and they practiced the art of survival by siding with whichever military force was present at a particular time, be it Viet Cong, North Vietnamese or American.""
John Kerry, 1971
Which of the following pairs of words best characterizes the differences between the approaches of Presidents Lyndon Johnson (1963â1969) and Richard Nixon (1969â1974) to the Vietnam conflict?",high_school_us_history,"['Aggression vs. pacifism' 'Competency vs. failure'
 'Insurgence vs. retreat' 'Appeasement vs. provocation']",2,0.9438060642359296,0.0092524927081506,0.0020645101797418,0.0030038445869162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0418372176721464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""With 78 percent of the Union electorate casting ballots, Lincoln was reelected in an Electoral College landslide, 212 to McClellan's 21. The 55% popular vote for the president was the third largest in the nineteenth century, surpassed only by Jackson's first victory in 1828 and Grant's reelection in 1872. McClellan won only New Jersey, Delaware, and Kentucky. Republicans drew support from native-born farmers, skilled and professional workers, those of New England descent, younger voters, and military personnel. Democrats were strongest in the cities and among Irish- and German-Americans (the most populous immigrant groups). It has been estimated that Lincoln received 78% of the vote of Union soldiers and sailors. The figure was not necessary for his reelection, but was perhaps the margin of victory in a few close states and, more importantly, of great symbolic value. Republicans also gained seats in Congress to retain unassailable control, 149 to 42 in the House and 42 to 10 in the Senate; took back several state legislatures; and lost only the governorship of New Jersey (McClellan's home state).""
Election of 1864, Harpweek.com
Which of the following conclusions is best supported by the excerpt above?",high_school_us_history,"['Lincoln received more votes in the heavily populated states of the North, while McClellan won more sparsely populated states.'
 'Lincoln won the Election of 1864 due to Union successes during the Civil War.'
 'The Emancipation Proclamation mobilized black voters in the South to vote for Lincoln in the Election of 1864.'
 'Republicans managed to gain control of Congress through the efforts of Lincoln to campaign on their behalf.']",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0022146880542039,,0.0005260345206754,,0.7407117588861319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0135666090963975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2404739001237257,0.0011854370916171,0.0005260345206754,0.0001817925791962,0.0001102627729907,0.0001102627729907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""I am in Birmingham because injustice is here. . . . Moreover, I am cognizant of the interrelatedness of all communities and states. I cannot sit idly by in Atlanta and not be concerned about what happens in Birmingham. Injustice anywhere is a threat to justice everywhere. We are caught in an inescapable network of mutuality, tied in a single garment of destiny. Whatever affects one directly affects all indirectly. Never again can we afford to live with the narrow, provincial 'outside agitator' idea. Anyone who lives inside the United States can never be considered an outsider anywhere in this country. . . .""
âMartin Luther King, Jr., ""Letter from a Birmingham Jail,"" April 16, 1963
On which of these documents is Susan B. Anthony basing her appeal for women's equality?",high_school_us_history,"['Articles of Confederation.'
 'Proclamation of Amnesty and Reconstruction.' 'Compromise of 1850.'
 'Declaration of Independence.']",3,3.089406763982457e-06,1.4738735361526265e-05,0.9999726805620226,6.962085614486254e-06,,,,,,,,,,,,,,,,,,,,,,,,,3.256210772799297e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.067670408581093e-06,5.638505465323684e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""The petition of several poor negroes and mulattoes, who are inhabitants of the town of Dartmouth, humbly showeth,â
""That we being chiefly of the African extract, and by reason of long bondage and hard slavery, we have been deprived of enjoying the profits of our labor or the advantage of inheriting estates from our parents, as our neighbors the white people do, having some of us not long enjoyed our own freedom; yet of late, contrary to the invariable custom and practice of the country, we have been, and now are, taxed both in our polls and that small pittance of estate which, through much hard labor and industry, we have got together to sustain ourselves and families withall. We apprehend it, therefore, to be hard usage, and will doubtless (if continued) reduce us to a state of beggary, whereby we shall become a burthen to others, if not timely prevented by the interposition of your justice and your power.
""Your petitioners further show, that we apprehend ourselves to be aggrieved, in that, while we are not allowed the privilege of freemen of the State, having no vote or influence in the election of those that tax us, yet many of our colour (as is well known) have cheerfully entered the field of battle in the defence of the common cause, and that (as we conceive) against a similar exertion of power (in regard to taxation), too well known to need a recital in this place.""
âPaul Cuffe's Petition, Massachusetts, 1780
The petition by Paul Cuffe, above, best illustrates which of the following developments?",high_school_us_history,"['The rhetoric of the American Revolution raised awareness of social inequalities and inspired groups and individuals to call for greater political democracy.'
 'Slave rebellions, such as the Stono Rebellion, inspired enslaved Americans throughout North America to engage in similar behavior.'
 'African Americans who had fought alongside the British during the American Revolution felt doubly vulnerableâas African Americans and as traitors to the patriot causeâafter the British defeat.'
 'African Americans received worse treatment under the state government of Massachusetts than they had under British law during the colonial period.']",0,7.8114372611608e-07,0.999994906254522,4.737876195315706e-07,3.2887379265989447e-06,,,,,,1.4449705998576038e-07,,,,,,,,,,,,,,,3.2241682883650204e-08,2.2159362976111183e-08,,,,,,,,,,,,,,,,,,,,,6.825564320030807e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""Your sentiments, that our affairs are drawing rapidly to a crisis, accord with my own. What the event will be is also beyond the reach of my foresight. We have errors to correct. We have probably had too good an opinion of human nature in forming our confederation. Experience has taught us that men will not adopt and carry into execution measures the best calculated for their own good without the intervention of a coercive power. I do not conceive that we can exist long as a nation without having lodged somewhere a power which will pervade the whole Union in as energetic a manner as the authority of the state governments extends over the several states. . . .
""What astonishing changes a few years are capable of producing. I am told that even respectable characters speak of a monarchical form of government without horror. . . . What a triumph for our enemies to verify their predictions! What a triumph for the advocates of despotism to find that we are incapable of governing ourselves, and that systems founded on the basis of equal liberty are merely ideal and fallacious. . . .""
âGeorge Washington, letter to John Jay, August 1, 1786
Based on the context of the letter, which of the following most closely describes the meaning of Washington's phrase, ""We have probably had too good an opinion of human nature""?",high_school_us_history,"['Contemporary Deist spiritual beliefs were misguided in that they abandoned the Calvinist notions of ""original sin.""'
 'The United States had overestimated the good will and honor of Great Britain in terms of following the stipulations of the Treaty of Paris (1783).'
 'The U.S. Army misread the willingness of American Indians in the Ohio Valley and Great Lakes regions to live side-by-side with white settlers.'
 'The framers of the Articles of Confederation made a mistake in allowing for too great a degree of democracy in the new republic.']",3,6.1438842257493485e-06,3.1201218614275894e-05,0.9999492519764008,6.1438842257493485e-06,,8.314843118647449e-07,,8.851104426571503e-07,,,,,,,,,,,,,,,,,,3.058859839916236e-07,,,1.653604006375266e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Tonight, the daughter of a woman whose highest goal was a future for her children talks to our nation's oldest political party about a future for us all. Tonight, the daughter of working Americans tells all Americans that the future is within our reach, if we're willing to reach for it. Tonight, the daughter of an immigrant from Italy has been chosen to run for (vice) president in the new land my father came to love.â¦ Americans want to live by the same set of rules. But under this administration, the rules are rigged against too many of our people. It isn't right that every year the share of taxes paid by individual citizens is going up, while the share paid by large corporations is getting smaller and smaller.â¦ It isn't right that young couples question whether to bring children into a world of 50,000 nuclear warheads. That isn't the vision for which Americans have struggled for more than two centuries.â¦ Tonight, we reclaim our dream. We're going to make the rules of American life work for all Americans again.â¦ The issue is not what America can do for women, but what women can do for America.
âGeraldine Ferraro, Vice Presidential Nomination Acceptance Address, July 19, 1984
Geraldine Ferraro can be most directly compared to which of the following women?",high_school_us_history,"['Abigail Adams' ""Sandra Day O'Connor"" 'Jane Addams' 'Rosa Parks']",1,5.142901570984526e-05,0.9997097369998896,6.203523444716219e-05,0.0001584125207127,,,,,,3.287746978296571e-06,,,,1.0673751685539406e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,5.373090201015013e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Clearly, no longer can a dictator count on EastâWest confrontation to stymie concerted United Nations action against aggression. A new partnership of nations has begun. And we stand today at a unique and extraordinary moment. The crisis in the Persian Gulf, as grave as it is, also offers a rare opportunity to move toward an historic period of cooperation. Out of these troubled times, our fifth objectiveâa new world orderâcan emerge; a new era, freer from the threat of terror, stronger in the pursuit of justice, and more secure in the quest for peace. An era in which the nations of the world, east and west, north and south, can prosper and live in harmony.
âPresident George Herbert Walker Bush, Speech to a Joint Session of Congress, September 11, 1990
President Bush was responding to which of the following?",high_school_us_history,"[""Iraqi dictator Saddam Hussein's conquest of Kuwait""
 'The fall of the Berlin Wall' 'Terror attacks by Al-Qaeda'
 'The break-up of Yugoslavia and the start of the Bosnian War']",0,1.538148527850229e-07,0.9999865597830512,,1.2219027225996918e-05,,1.5944407787511545e-07,,,,1.9750218044005266e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4119509039359e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.233107931207634e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""Lincoln was strongly anti-slavery, but he was not an abolitionist or a Radical Republican and never claimed to be one. He made a sharp distinction between his frequently reiterated personal wish that 'all men everywhere could be free' and his official duties as a legislator, congressman, and president in a legal and constitutional system that recognized the South's right to property in slaves. Even after issuing the Emancipation Proclamation he continued to declare his preference for gradual abolition. While his racial views changed during the Civil War, he never became a principled egalitarian in the manner of abolitionists such as Frederick Douglass or Wendell Phillips or Radical Republicans like Charles Sumner.""
âEric Foner, The Fiery Trial, 2010
Which of these statements best describes the Emancipation Proclamation?",high_school_us_history,"['It guaranteed the freedom of all slaves living within the boundaries of the United States at the conclusion of the Civil War.'
 'It freed only the slaves in states and portions of states in rebellion against the United States at the time it was issued.'
 'It declared that the freedom of the slaves was conditional upon the agreement of individual southern states to sign a peace treaty with the U.S. government.'
 'It prohibited the use of slaves in combat in both the Union and Confederate Armies.']",1,7.338082224315262e-07,5.422150121403128e-06,1.459351907437153e-06,0.9999917225575602,,,,,,,,,,,,,,,,,,,4.1398587564927343e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.32931572190559e-08,1.5229689258672488e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6211919826897707e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
