question,subject,choices,answer,c,b,a,the,d,flag,just,Ð°,correct,ab,sol,Ñ,s,option,4,four,Ð´,e,it,false,3,choice,Ð±,un,options,cd,most,principal,best,closest,available,given,yes,bc,cho,ad,an,1,ind,in,ter,t,j,ac,abc,bas,wrong,not,i,its,f,**,port,none,all,both,9,art,res,co,no,there,inc,rec,p,univers,2,provided,answered,clear,determin,specified,address,from,im,ba,function,em,k,compet,comp,ca,collect,states,natural,dc,',or,Unnamed: 92,and,"""","',",de,prote,cl,der,act,acts,true,they,good,\,mon,we,when,personal,person,second,but,y,o,(
What is a derogation?,international_law,"['Derogations are exemptions from particular human rights obligations contained in a treaty'
 'A derogation refers to the ability of rights holders to bring a claim against the State for breach of an obligation'
 'A State may suspend particular rights by means of a derogation in circumstances that threaten its existence'
 'Derogations are enforcement clauses in human rights treaties']",2,2.122702674870509e-06,7.029425845226203e-05,0.9998875650288254,,2.930300655021301e-05,,,5.041860780313634e-07,,,,,,1.537680660235754e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.993506649395705e-06,,,,,,,,,,,,,,,,
What is an act jure gestionis?,international_law,"['Acts jure gestionis are those undertaken by States in a private capacity'
 'All purchases by the State are acts jure gestionis'
 'All acts undertaken by State corporations are jure gestionis'
 'All conduct undertaken by government officials in their free time is considered jus gestionis.']",0,0.8442457428352191,0.146702038684279,0.0082763636665202,,0.0004970342713736,,,,,,,,,,,,,,,,,2.051505445326932e-05,,,,,,,,,,,,,2.474587925005205e-05,,,,,,,,,,,,,,,,,,,,8.11386143375736e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1838161789903347e-05,1.700757750281676e-05,,,,,,,,,,,,,,
What is the meaning of cultural relativism?,international_law,"['Culture relativism posits that human rights apply equally to all without restrictions'
 'Culture relativism posits that human rights have a cultural origin'
 'Cultural relativism posits that the application of human rights is relative to the laws in each nation'
 'Cultural relativism posits that local culture should validate the existence and practice of all human rights']",3,0.9998764014905976,1.1477378340212816e-05,1.2097067770615682e-06,,0.0001088943337858,,,,,,,,6.824692120800336e-08,1.4447887111682997e-07,,,,,,,,7.73338931934226e-08,,,,1.2750215624952138e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Is recognition of governments prevalent in contemporary international practice?,international_law,"['Recognition of governments is very prevalent in contemporary practice'
 'Recognition of governments has largely been replaced by functional Recognition'
 'Government recognition is common in respect of rebel entities'
 'Only democratic governments are recognised in contemporary practice']",1,1.0012995562586882e-06,0.0017007051458681,0.9982953014835833,,1.9716757300411448e-07,,,3.683575212016594e-07,,2.86877125962094e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.349970637665969e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the legal nature of the Universal Declaration of Human Rights (UDHR)?,international_law,"['The UDHR is a multilateral treaty'
 'The UDHR is a UN General Assembly resolution'
 'The UDHR is a UN Security Council resolution'
 'The UDHR is a declaration adopted by several States at an international conference']",1,1.8923918188990865e-05,7.410712841580243e-06,3.321251074552412e-05,5.368302376946801e-07,0.9999376434938404,,,,,,,,,,4.450478985685953e-07,,1.855235658509806e-07,,,,,1.275083577724499e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Under what circumstances do human rights violations taking place outside the territory of ECHR member States fall within the remit of the ECHR?,international_law,"['The ECHR applies outside Europe where human rights are violated by ECHR member States abroad'
 'The ECHR applies extraterritorially in circumstances where a member State exercises effective control'
 'The ECHR applies extraterritorially where a member State has contributed forces to a UN peacekeeping mission'
 'The ECHR applies extraterritorially where human rights violations are taking place in former colonies of member States']",1,0.6224445493332261,0.3775315394888667,8.096257047508543e-06,1.3216776306795044e-06,1.0957092406809904e-06,,,,,,,,7.074430566391058e-07,,,,,,,,,,,,,,,,,,,,,1.9230296055316044e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What does the principle 'pacta sunt servanda' mean?,international_law,"['Parties to a treaty should be cognizant of its terms and not misinterpret them'
 'Parties to a treaty should safeguard the object and purpose of the treaty'
 'Parties to a treaty should adhere to its terms in good faith'
 'Parties to a treaty should not violate the most important provisions of the treaty']",2,0.0259561263232763,8.260797100696306e-05,1.1900806574209862e-05,,0.9739463646521028,,,,,,,,,,,,2.7988014449379e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.179708756979016e-07,,,,,,,,,,,,,,,,,,,,,,,,,,
What was the consequence from the absence of implementing legislation in the Tin Council case?,international_law,"['The International Tin Council was headquartered in London and hence the absence of implementing legislation was inconsequential'
 'The constitutive treaties of international organisations are subject to the doctrine of incorporation'
 ""The absence of implementing legislation with respect to the Council's founding treaty meant that individuals did not derive rights and duties from it in the English legal system""
 'The absence of implementing legislation in England in respect of an international organisation is inconsequential under international law']",2,0.0013250844267587,4.217172684369638e-06,1.2082402032596658e-06,1.852896363115957e-07,0.9986687432691148,,,,,,,,,,,,2.99078323933412e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following statements is true?,international_law,"['The Human Rights Act 1998 incorporates the European Convention on Human Rights into UK law'
 'The Human Rights Act 1998 allows a court to invalidate primary legislation'
 'The Human Rights Act 1998 allows any person with a reasonable case to bring a case before a court'
 'The Human Rights Act 1998 incorporates the EU charter of fundamental rights into UK law']",0,0.0003111627848322,0.0109688714941398,0.9874211080322683,3.279631623382783e-05,6.127158522251761e-05,,,,,,,,,,,,,,,9.5623177625669e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0009714172579902,,,,,,,,,,,,,
What forms may the obligation of reparation take?,international_law,"['Reparation may take only the form of pecuniary compensation, including the interest'
 'Reparation denotes only the physical restitution of the wrongful act'
 'Reparation includes restitution, compensation, and satisfaction, either alone or alongside other forms of reparation'
 'The form of reparation is a matter for the responsible State to decide']",2,0.9840829650328632,5.68003479273724e-06,1.8440373101434176e-06,,0.0159062163859525,,,,,,,,,,,,,4.3799725234784987e-07,,,,,,,,9.870420448696818e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.150101772423377e-08,,,,,,,,,,,,,,,,,
What is jus cogens?,international_law,"['They are peremptory norms of international law, from which no derogations are allowed and which can never be altered even with the consent of the States'
 'They are rules of international law that are laid down in multilateral treaties with a wide participation'
 'They are the decisions of the UN Security Council'
 'They are the rules of international law on which the ICJ founds its decisions']",0,9.420460146886642e-07,0.0002034252961225,0.9997920229844116,,1.854998588717797e-07,,,4.449910284818956e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5378478442306022e-07,,,,,5.042408955528761e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7426099057420606e-07,,,,,,,,,,,,
What is 'unilateral acts'?,international_law,"['They are acts that States perform as practice in the context of custom'
 'They are acts creating unilateral legal obligations to the acting State'
 'Unilateral acts are simply political acts of State devoid of any legal effect'
 'Unilateral acts are those that State perform in order to be bound by a treaty']",1,0.7977829297125133,0.2017108215360196,0.0004696899117078,,1.591334089842227e-06,,,,,,,,,,,,,,,,,2.1750958110796265e-06,,,,,,,,,,,,8.081461336368403e-06,3.36885429463231e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Is extra-territorial abduction a ground for refusal of otherwise lawful jurisdiction by English courts?,international_law,"['Such abduction constitutes abuse of process and leads to a stay of proceedings'
 ""Such abduction gives rise to the abductor's liability but does not lead to a stay of proceedings""
 'The stay of proceedings under such circumstances would prevent the administration of justice in respect of international criminals'
 'The courts may, but will seldom, stay proceedings in cases of extra-territorial abduction']",0,2.1443813124981255e-05,1.0782626391348302e-05,8.939111248888194e-06,,0.9999566064137604,,,,,,,,,1.1252680392194643e-07,2.3821924577213174e-07,,1.5380590499954074e-07,5.714582632302429e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the meaning of 'secondary rules' in the law of international responsibility?,international_law,"['Secondary rules are the rules of interpretation of international law, including the law of international responsibility'
 'Secondary rules are the rules that govern the legal consequences arising from a breach of the primary rules, ie of the international obligations of the States'
 'Secondary rules are the rules that govern exclusively the concept of attribution in the law of international responsibility'
 'Secondary rules are the rules that govern exclusively the law of countermeasures']",1,5.14412297463091e-05,0.9999312248599108,1.6700522161086985e-05,,8.232668247548179e-08,,,,,,,,,,,,,,,,,4.1396455658259127e-08,2.6727560595092574e-08,,,,,,,,,,,9.3288352893216e-08,1.357337525435023e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What does the doctrine of incorporation suggest in respect of treaties?,international_law,"['The doctrine of incorporation requires that all treaties undergo legislative transformation before they become domestic law'
 'The doctrine of incorporation does not require any further action at the domestic level'
 'The doctrine of incorporation treats treaties as inferior to domestic law'
 'The doctrine of incorporation suggests that ratified treaties automatically pass into the sphere of domestic law']",3,3.288603064813728e-06,6.143919381437463e-06,7.410981407893709e-06,,0.9999816096669704,,,,,,,,,4.9934799937595614e-08,2.699449780497842e-07,,6.411755229709021e-08,3.466162129231374e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Are the provisional measures issued by the ICJ binding upon the parties?,international_law,"['No, according to the literal interpretation of the relevant provision of the State, the provisional measures are not binding'
 'No, unless the parties have agreed so beforehand'
 'It depends upon the Court whether the provisional measures will be binding'
 'Yes, it has been consistently held by the Court since the La Grand case (2001) that they are binding']",3,2.586341339615767e-05,0.0001088890375784,2.282438221237408e-05,,0.9998272961999944,,,,,,,,,,6.082491832197376e-07,,,2.873165698850453e-07,,,,,,,,,,,,,,,1.1848844180043488e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When are countermeasures illegal?,international_law,"['Countermeasures are illegal when inter alia are disproportionate or in violation of a peremptory norm of international law (e.g. the use of force, human rights)'
 'Countermeasures are illegal when they are taken in the course of an armed conflict'
 'Countermeasures are illegal when they violate bilateral treaties'
 'Countermeasures are illegal when the responsible State does not consent to them']",0,0.0709590186289018,0.0626211141504485,0.1928909912258875,,0.6732471837543919,,,,,,,,,,,,,1.274141596182113e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4369166823605454e-05,0.0001208871888269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the difference between political and legal means of dispute settlement?,international_law,"['The outcome arising from legal methods, ie arbitration or adjudication by the ICJ, is final and binding upon the parties, whereas this is not the case with diplomatic methods'
 'The political methods are pursued upon the consent of then parties to the dispute, whereas the legal methods not'
 'The political means lead to a final settlement of the dispute, whereas this is not the case with the legal methods'
 'The legal methods of dispute settlement are pursued only in respect of significant disputes, whereas the political means are employed in all disputes']",0,1.0676459718244211e-06,0.9999499062318724,4.539746191498293e-05,,9.42194263191972e-07,,,,1.742884137898821e-07,,1.855290507329125e-07,,,,,,,,,,,1.4449016999328668e-07,1.1252916485301525e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the rationale for the exhaustion of local remedies in international human rights?,international_law,"['The local remedies rule aims to free up international tribunals to deal with the most serious cases'
 'The local remedies rule aims to dissuade applicants abusing the system from filing unnecessary petitions'
 'The local remedies rule aims on the one hand to restrict the volume of petitions to international tribunals while at the same time building up the capacity of local courts'
 'The local remedies rule helps demonstrate that national courts are always better placed than international ones to deal with cases']",2,0.0001158338711619,0.0001397223193031,0.0005526122292421,7.404462383715783e-06,0.9991775326338912,,,,,,,,,,3.086868107442853e-06,,,1.3697894192528398e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which of the following cases best illustrates the 'living instrument principle' used by the European Court of Human Rights?,international_law,"['Golder v UK (1978)' 'A v UK (2009)' 'Goodwin v UK (2002)'
 'Osman v UK (1998)']",2,0.9999787804104096,1.4738833753528276e-05,3.345263172238638e-06,,2.260273361605241e-06,,,,,,,2.3823105961103081e-07,1.0571439188016033e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.028768037082386e-08,,,,,,,,,,,
Is the recognition of foreign judgments subject to the same rules as those applicable to the incorporation and transformation of treaties?,international_law,"['Foreign judgments are enforced on the basis of the doctrine of incorporation'
 'Foreign judgments are enforced on the basis of the doctrine of transformation'
 'The recognition of foreign judgments is dependent on the existence of appropriate bilateral or multilateral treaties'
 'The courts exercise discretion as to the enforcement of foreign judgments on the basis of the rule of comity']",2,2.92461218920007e-06,3.5277556904384407e-06,,,0.9998956122470984,,,,,,,,,,,,1.297788791987869e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1610123533615694e-05,2.1610123533615694e-05,3.1132334698871047e-06,2.7747947874924462e-05,,,,,,,,,,,,1.297788791987869e-06,,,,,,,,,,
What was the most important finding by the House of Lords in the Pinochet case?,international_law,"['The Pinochet case confirmed that former heads of State enjoy absolute immunity'
 'The Pinochet case confirmed that all public acts enjoy immunity'
 'The Pinochet case confirmed that former heads of State cease to enjoy personal immunity once removed from office'
 'The Pinochet case confirmed that in respect of immunities there is no difference between a current and a former head of State']",2,0.3473930762103876,0.0023406484549375,0.0012528588356506,1.0082168620743535e-06,0.6490040394863125,,,,,,,,,6.115144384873589e-07,,,,6.115144384873589e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which one of the statements below is false?,international_law,"['The war crimes trials at Nuremberg and Tokyo took place immediately after the First World War'
 ""The war crimes trials introduced a 'crime against humanity' as an offence""
 'The war crimes trials held individuals legally responsible for acts such as war crimes and crimes against humanity'
 'The war crimes trials found that ""superior orders"" could not be used as a defence for war crimes or crimes against humanity']",0,2.561037191860625e-06,5.828893781736811e-05,0.9999208499070386,6.892938091489296e-07,7.410606831240941e-06,,,1.5533475775278152e-06,,,,,,,,,,,,2.5805727355663137e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Which State exercises jurisdiction over vessels on the high seas?,international_law,"['All States may exercise jurisdiction over foreign vessels on the high seas'
 'States may exercise jurisdiction over foreign vessels on the high seas only in cases of criminal activity that concerns them'
 'The flag State is to exercise exclusive jurisdiction over its vessels on the high seas, with the exception of specific cases, such as piracy'
 'The flag State is the only State to exercise exclusive jurisdiction over its vessels on the high seas with no exception']",2,0.009667457551051,0.0010189425293655,0.0031392437312579,3.3295088380781133e-05,0.986120275147192,,,,,,,,,1.0528704074631864e-06,,,,4.718637797610147e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Should treaties assume a particular form?,international_law,"['Treaties should always be designated as such and assume a particular form'
 'Treaties should always assume a particular form, no matter how they are designated'
 'Treaties do not have to assume a particular form or designated as such'
 'Treaties have to be designated as such, no matter what form they assume']",2,6.96178684059653e-06,0.9999281000157716,5.144103351396493e-05,,3.5006062625544848e-06,,,,,,6.96178684059653e-06,,2.102277465299448e-07,5.714582632302429e-07,,,,,,,,,,,2.102277465299448e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is the fundamental premise of monist theory?,international_law,"['Monism posits that international law is superior to domestic laws'
 'Monism posits that international and domestic law are part of the same legal order'
 'Monism posits that domestic laws are superior to international law'
 'Monism posits that domestic and international law never clash']",1,0.0004878544150388,0.999508901701096,8.311180426218161e-07,,9.926289481034949e-08,,,,,,,,,7.730602020823468e-08,,,,,,,,7.334590982959244e-07,,,,,,,,,,,,,1.9740783824854767e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.324886003752229e-08,,,,,,,,,
Where do we find the 'general principles of law recognized by civilized nations' (article 38 ICJ Statute)?,international_law,"['We look for established principles of law recognized only among the most civilised nations'
 'We look for established principles of law, which are common to all major legal systems'
 'We look for general principles of international law recognized by international courts and tribunals'
 'We look for general principles of law recognized by all nations']",1,0.5621645440219423,8.820091806374315e-06,1.848791678334152e-06,,0.4378084765327975,,,,,,,,,,,,,,,,1.4398404068225346e-06,2.094955430347166e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.435020680847764e-06,,,,,,,,
When does an illegal act of violence on the high seas fall short of qualifying as piracy?,international_law,"['When it is committed against a public vessel of another State'
 ""When it is committed for 'private ends'""
 'When it is committed by a warship even when its crew has mutinied and taken control of the ship'
 ""When it is not committed against another vessel and when it is not committed for 'private ends'""]",3,0.000108822493481,0.0002610515910395,0.0003804750870505,,0.999224931724651,,,,,,,,,,,,,6.535298705542594e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.470821995114743e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2253603771708375e-06,,,,,,,
"What is the meaning of ""armed attack"" in Article 51 UN Charter?",international_law,"['Armed attack includes all types of armed force'
 'Armed attack includes all high intensity instances of armed force'
 'Armed attack includes terrorist attacks'
 'An ""armed attack"" gives the right to invade the aggressor State']",1,0.9990119714164608,0.0009109762524222,6.599089838943839e-05,,4.490736993278952e-06,,,,,,3.055984875943392e-07,,,3.686221399135942e-07,,,,,,,,7.803730763208786e-07,,,,,,,,,,,,,5.038467267905761e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Who is an 'injured State' in the law of international responsibility?,international_law,"[""A State is 'injured' in case that it has suffered a damage from the internationally wrongful conduct""
 ""A State is 'injured' in cases that there has been a violation of a peremptory norm of international law""
 ""A State is 'injured' should it acknowledge the existence of the internationally wrongful conduct""
 ""A State is 'injured' if the obligation breached was owed to it individually or if it was owed to a group of States, including that State, and it was specially affected""]",3,1.209525665014041e-06,0.0002304947925866,0.9997650581853896,,7.336143995403278e-07,,,8.312940219866711e-07,,1.357050186191263e-07,,,,,,,,,,,,,,,1.2748306718015317e-07,,,,,,,,,,1.357050186191263e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What is personal (ratione personae) immunity?,international_law,"['Personal immunity is afforded to all physical persons'
 'Personal immunity is that which is afforded in a personal capacity and hence does not cover conduct of the State as such'
 'Personal immunity is afforded only to particular persons irrespective if their conduct was undertaken in a private or public capacity'
 'Personal immunity is afforded to State officials for conduct undertaken in a public capacity']",2,0.0024722905581135,0.9974000938049528,6.588431172691993e-05,,1.4700777026896718e-05,,,,,,,,,,,,,,,,,1.1336022014147233e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.397892334062086e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9235986105364062e-05,4.772643533866965e-06,1.2845395809262423e-06,,,,
Which of the following statements best describes the UN Human Rights Council?,international_law,"['The UN Human Rights Council has the power to impose economic sanctions on a state for human rights violations'
 'The UN Human Rights Council scrutinises the human rights records of member states on the Council and each member state of the UN'
 'The UN Human Rights Council replaced the Economic and Social Committee of the UN'
 'The UN Human Rights Council consists of 27 member states']",1,1.892467618887054e-05,0.9999582737668998,1.892467618887054e-05,6.168557758360961e-07,1.1365151435488623e-06,,,,,,,,,,,,,,,,,1.2751346513546445e-07,,,,,,,,,,,,,1.1253023801987619e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When a reservation is considered as invalid under the law of treaties?,international_law,"['A reservation is invalid when the majority of the State parties objects to it'
 'A reservation is invalid only when an international tribunal says so'
 'A reservation is invalid only when is incompatible with a peremptory norm of international law (jus cogens)'
 'A reservation is invalid when it is incompatible with the object and purpose of the treaty']",3,4.777133470424934e-06,4.487701584920655e-06,,,0.9990922378430174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.135902493218516e-05,0.0007547153620336,8.924860294235545e-06,1.7749204077933466e-05,,,,,,,,,,,,5.762322897547982e-06,,,,,,,2.4783441958729017e-06,,,
What kind of rights do coastal States enjoy over their continental shelf?,international_law,"['The coastal State enjoy ipso facto and ab initio sovereign rights over its continental shelf for the purpose of exploring it and exploiting its natural resources'
 'The coastal State may exercise sovereign rights over its continental shelf only upon its declaration'
 'The coastal State exercise sovereign rights over its continental shelf for the purpose of exploiting its fishing resources'
 'The coastal State may exercise only limited rights over its continental shelf and only upon the consent of its neighbouring States']",0,1.7602959489646475e-06,2.1444794767312607e-05,0.9999741398938232,,,,,3.9277511700111403e-07,,1.742929016360258e-07,,,,2.2379651564891357e-07,,,,,,,,3.466228241657852e-07,,,,,,,,,,,,,2.699501268907354e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Are there any limits to the application of article 103 of the UN Charter?,international_law,"['No, there are no limits to article 103'
 'Yes, Article 103 cannot trump multilateral treaties'
 'Yes, article 103 of the UN Charter cannot trump jus cogens norms'
 'Yes, when a case is submitted to the ICJ, article 103 ceases to have any effect']",2,0.9861969778805252,0.0031388288535624,0.0019037959352762,,0.0014826777652013,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007252467880313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.78037885295098e-06,,
Can countries rely on their domestic law as an excuse to violate their obligations under international law?,international_law,"['Domestic law always prevails over international law'
 'Only customary international law prevails over domestic law'
 'Obligations under international law prevail over domestic law'
 'Constitutional obligations always prevail over obligations under international law']",2,0.5595568862617043,0.4357723481698353,0.0013869681920838,,0.0029362116856827,,,,,,,,,,,,,,,,,,,,1.1999626054332504e-05,,,,,,,,,,7.278141107039199e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002612123543634,
What is meant by an international organisation's implied powers?,international_law,"['Implied are those powers which are necessary in order for an organisation to carry out the tasks conferred upon it and which are not stipulated in its charter'
 'It refers to new powers assumed unilaterally by the organisation'
 'It refers to powers conferred upon the organisation by the international Community'
 ""Implied powers are those whose determination depends on an expansive interpretation of an organisation's charter""]",0,2.8734972657649857e-07,1.0129427024666352e-05,0.99994640112757,2.102295509369106e-07,4.006266104178053e-05,,,5.714631681169092e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.810975401655712e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2751066822085502e-07
What are the criteria for statehood under the 1933 Montevideo Convention?,international_law,"['It requires that the entity in question is not an aggressor and that it is peaceful'
 'It requires recognition by the majority of other nations'
 'It requires a permanent population, a defined territory, a government and a capacity to enter into foreign relations'
 'It requires stable and indissoluble borders as well as recognition']",2,0.6513173774098217,2.7777442770554902e-05,1.6847870688754585e-05,,0.348621890484841,,,,,,,,,,,,,7.402437761475616e-07,,,,,,,,2.7503392843437674e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0770483390192598e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
