question,subject,choices,answer,d,b,c,a,the,phys,pro,life,e,in,cho,Ð°,4,s,Ð´,choice,co,Ñ,1,class,mon,bi,col,3,pat,social,sol,par,indust,cd,industrial,ii,f,ab,options,n,nin,fin,financial,not,none,ex,option,r,ch,both,either,germany,these,any,them,this,Unnamed: 56,{',{,{$,equal,"{""",approximately,:,cur,curt,w,ac,(,.,",",;,described,it,with,accurately,but,and,an,he,Ð±,cal,l,acc,to,ad,all,dom,ke,j,je,jean,ae,they,smith,sm,per,g,total,chart,human,h,li,cl,there,dis,p,material,bc,univers,mass,ne,op,ca,we,weapons,can,war,fix,fixed,asc,creat,und,cre,create,m,business,bus,businesses,pl,2,br,ression,ress,gress,regation,res,ession,reement,reation,aration,re,therefore,however,since,i,appro,dc,un,or,u,hand,that,que,had,inc,tol,vol,berlin,ber,food,len,cons,le,fr,francisco,personal,tor,dar,darwin,be,sub,ste,comp,free,rel,transport,ag,con,conserv,mer,mar,pred,pre,predict,en,absolute,when,abs,using,wrong,france,francia,ap,o,k,art,econom,ce,rev,emp,mexico,de,national,infl,np,napoleon,nap,bl,during,at,as,more,around,further
"This question refers to the following information.
Read the the following quotation to answer questions.
What is tolerance? â¦ We are full of weakness and errors; let us mutually pardon our follies. This is the last law of nature. â¦ Of all religions, the Christian ought doubtless to inspire the most tolerance, although hitherto the Christians have been the most intolerant of all men.
Voltaire, Letters on the English Nation, 1733
From the quotation, one can infer that",high_school_european_history,"['Voltaire was an atheist' 'tolerance was a value of the Enlightenment'
 'Voltaire believed tolerance violated the laws of nature'
 'Voltaire believed tolerance was uniquely English']",1,6.475569278307876e-07,0.999953653686082,1.6700713284489266e-05,1.1478221188591436e-05,,,,,,,,,,,,3.46612246238076e-07,,,,,,,,,,,2.123257423911326e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1478221188591436e-05,3.46612246238076e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
The following excerpt is from a speech by Vladimir I. Lenin.
The independence of our country cannot be upheld unless we have an adequate industrial basis for defense. And such an industrial basis cannot be created if our industry is not more highly developed technically. That is why a fast rate of development of our industry is necessary and imperative. We cannot go on indefinitely, that is, for too long a period, basing the Soviet regime and socialist construction on two different foundations, the foundation of the most large-scale and united socialist industry and the foundation of the most scattered and backward, small commodity economy of the peasants. We must gradually, but systematically and persistently, place our agriculture on a new technical basis, the basis of large-scale production, and bring it up to the level of socialist industry. Either we accomplish this taskâin which case the final victory of socialism in our country will be assured, or we turn away from it and do not accomplish itâin which case a return to capitalism may become inevitable.
âVladimir I. Lenin Industrialization of the Country and the Right Deviation in the C.P.S.U., November 19,1928
Which of the following policies of Joseph Stalin was NOT used to correct the problem cited by Lenin above?",high_school_european_history,"['Collectivization' 'Persecution of the better-off peasants'
 'The Berlin blockade' 'The five-year plans']",2,0.9995956195150588,0.0001583963566245,9.025152350462836e-05,9.025152350462836e-05,3.725125259614184e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.287411503349154e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2819158723672812e-05,2.485909650620655e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Read the the following petition to answer questions.
The Scribbling-Machines have thrown thousands of your petitioners out of employ, whereby they are brought into great distress, and are not able to procure a maintenance for their families, and deprived them of the opportunity of bringing up their children to labour. â¦ The number of Scribbling-Machines extending about seventeen miles south-west of Leeds exceed all belief, being no less than one hundred and seventy! And as each machine will do as much work in twelve hours, as ten men can in that time do by hand, â¦ [And, as the machines do] as much work in one day as would otherwise employ twenty men, â¦ [a] full four thousand men are left to shift for a living how they can, and must of course fall to the Parish, if not timely relieved. â¦ How are those men, thus thrown out of employ to provide for their families; and what are they to put their children apprentice to, that the rising generation may have something to keep them at work, in order that they may not be like vagabonds strolling about in idleness? â¦ Many more evils we could enumerate, but we would hope, that the sensible part of mankind, who are not biased by interest, must see the dreadful tendency of their continuance; a depopulation must be the consequence; trade being then lost, the landed interest will have no other satisfaction but that of being last devoured.
Leeds Woolen Workers Petition, 1786
The sentiments expressed by the Leeds woolen workers illustrate which of the following historical trends?",high_school_european_history,"['The social effects of industrialization' 'The rise of nationalism'
 'Imperial expansion' 'Cultural changes in a material age']",0,1.1247187260552621e-07,0.0005527737820576,4.735247221504057e-07,0.9994440907247116,1.067917543727869e-06,,,,,,,,,,,,,,1.3566710432797997e-07,,,,,,,,,,,,,,,1.1972579935206348e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Florence is more beautiful and five hundred forty years older than your Venice. â¦ We have round about us thirty thousand estates, owned by nobleman and merchants, citizens and craftsman, yielding us yearly bread and meat, wine and oil, vegetables and cheese, hay and wood, to the value of nine thousand ducats in cash. â¦ We have two trades greater than any four of yours in Venice put togetherâthe trades wool and silk. â¦ Our beautiful Florence contains within the city â¦ two hundred seventy shops belonging to the wool merchant's guild, from whence their wares are sent to Rome and the Marches, Naples and Sicily, Constantinople â¦ and the whole of Turkey. It contains also eighty-three rich and splendid warehouses of the silk merchant's guild.
Benedetto Dei, ""Letter to a Venetian,"" 1472
From the passage, one may infer that the economy of Renaissance Florence was primarily based on",high_school_european_history,"['banking' 'the export of agricultural goods' 'war and conquest'
 'the manufacture and export of wool and silk products']",3,0.9953852654401716,2.3949636933424616e-06,0.0046097937058065,4.430237367216564e-07,5.343886324451785e-07,,,,1.1201394252461201e-07,,,,,,2.0926959529765173e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Perestroika [Restructuring] is an urgent necessity arising from the profound processes of development in our socialist society. This society is ripe for change. It has long been yearning for it. Any delay in beginning perestroika could have led to an exacerbated internal situation in the near future, which, to put it bluntly, would have been fraught with serious social, economic, and political crises.
Mikhail Gorbachev, Perestroika: New Thinking for Our Country and the World, 1987
From the passage, one may infer that Gorbachev believed that",high_school_european_history,1.282997619909798e-05,1,3.712476709353014e-05,0.320226579484991,0.598283129980651,0.0809659589229216,0.0001143523331136,,,,,,0.0002274167695972,,,,,,,,,,,,,,,,,,,,,,,,1.5475905390703202e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.647401553514059e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
The text below is the government proclamation.
On the basis of the above-mentioned new arrangements, the serfs will receive in time the full rights of free rural inhabitants.
The nobles, while retaining their property rights to all the lands belonging to them, grant the peasants perpetual use of their household plots in return for a specified obligation[; . . . the nobles] grant them a portion of arable land fixed by the said arrangements as well as other property. . . . While enjoying these land allotments, the peasants are obliged, in return, to fulfill obligations to the noblemen fixed by the same arrangements. In this status, which is temporary, the peasants are temporarily bound. . . .
[T]hey are granted the right to purchase their household plots, and, with the consent of the nobles, they may acquire in full ownership the arable lands and other properties which are allotted them for permanent use. Following such acquisition of full ownership of land, the peasants will be freed from their obligations to the nobles for the land thus purchased and will become free peasant landowners.
WE have deemed it advisable:
3. To organize Peace Offices on the estates of the nobles, leaving the village communes as they are, and to open cantonal offices in the large villages and unite small village communes.
4. To formulate, verify, and confirm in each village commune or estate a charter which will specify, on the basis of local conditions, the amount of land allotted to the peasants for permanent use, and the scope of their obligations to the nobleman for the land.
6. Until that time, peasants and household serfs must be obedient towards their nobles, and scrupulously fulfill their former obligations.
7. The nobles will continue to keep order on their estates, with the right of jurisdiction and of police, until the organization of cantons and of cantonal courts.
âAlexander II, ""The Abolition of Serfdom in Russia,"" Manifesto of February 19, 1861
Which of the following best describes the long-term effects of Tsar Alexander II's emancipation?",high_school_european_history,"['Food production soared, which allowed Russians to export agricultural goods while investing the profits into their industrial sector.'
 ""The program was a complete disaster as agricultural output plummeted until Pyotr Stolypin's reforms made privatized Russian farming profitable.""
 'The emancipation terms relegated former serfs to communal farming, thus keeping them in perpetual poverty, and made wealthy conservatives nervous.'
 'No longer tied to the land, former serfs moved to the cities, thus spurning the commencement of an industrial revolution in Russia.']",2,2.1444447097181075e-05,4.495000302728458e-06,7.888971214341532e-06,0.9999604431908152,,,,,,,,8.314914485824668e-07,,,,1.6536181994332093e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1023396177469405e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.893306223928662e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Read the following governmental regulation.
Press Law
So long as this decree shall remain in force no publication which appears in the form of daily issues, or as a serial not exceeding twenty sheets of printed matter, shall go to press in any state of the union without the previous knowledge and approval of the state officials. Writings which do not belong to one of the above-mentioned classes shall be treated according to the laws now in force, or which may be enacted, in the individual states of the union. . . . Each state of the union is responsible, not only to the state against which the offense is directly committed, but to the whole Confederation, for every publication appearing under its supervision in which the honor or security of other states is infringed or their constitution or administration attacked. . . .
âCarlsbad Resolutions adopted by the Germanic States, 1819
According to the above-mentioned decrees, the German confederated states most feared which of the following?",high_school_european_history,"['The effect liberal, young students would have on an impressionable faculty and the surrounding communities, where they would surely spread their message.'
 'The dissemination of liberal ideas by the media and the sharing of nationalist or liberal ideas at the university in the classroom or in secret.'
 'The dissolution of the union of German states that they had just created.'
 ""Support of Bonapartism, which was growing in strength prior to the passage of these Carlsbad Resolutions and preceeding Napoleon's invasion.""]",1,1.9946842406110967e-06,0.9999775504166312,4.495090325723068e-06,4.784998744067482e-06,8.764030907938659e-08,,,,,,,,,3.256232510423933e-07,,,,,,,,,,,,,8.939554559922333e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3573996608381405e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""It's come! It's posted at the district mayor's office,"" a passerby shouted at me as he ran. I reached the Rue Drout in one leap. â¦ I read the message at a glance. â¦ ""The First Day of Mobilization Will Be Sunday, August 2 [1914]."" â¦ It was an announcement to a million and a half Frenchmen. â¦ War! â¦ Dead tired but exhilarated, I got back to [my newspaper's office] and burst into the office of Georges Clemenceau, our chief. ""What is Paris saying?"" he asked me. ""It's singing, sir!"" ""It will be all right then[,"" Clemenceau replied].
Roland DoregelÃ¨s, After 50 Years, c. 1965
From the passage, one may infer that Clemenceau",high_school_european_history,"['was disgusted to hear that Paris was reacting with joy at the advent of war'
 ""had grave doubts about France's ability to win a war against Germany""
 'would one day serve as prime minister of France'
 'was relieved to hear that Paris was reacting with joy at the advent of war']",3,0.999967141489133,6.962005940195285e-06,1.892469423685677e-05,6.143948677997893e-06,,,,,4.406747437986296e-08,,,,6.825303950381516e-08,,1.1516262179968403e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
The following excerpt is from a speech by Vladimir I. Lenin.
The independence of our country cannot be upheld unless we have an adequate industrial basis for defense. And such an industrial basis cannot be created if our industry is not more highly developed technically. That is why a fast rate of development of our industry is necessary and imperative. We cannot go on indefinitely, that is, for too long a period, basing the Soviet regime and socialist construction on two different foundations, the foundation of the most large-scale and united socialist industry and the foundation of the most scattered and backward, small commodity economy of the peasants. We must gradually, but systematically and persistently, place our agriculture on a new technical basis, the basis of large-scale production, and bring it up to the level of socialist industry. Either we accomplish this taskâin which case the final victory of socialism in our country will be assured, or we turn away from it and do not accomplish itâin which case a return to capitalism may become inevitable.
âVladimir I. Lenin Industrialization of the Country and the Right Deviation in the C.P.S.U., November 19,1928
Which of the following events was most likely the greatest influence on Lenin in his desire to industrialize his new nation?",high_school_european_history,"['His exile in Switzerland and other places led him to see how the industrialization of the West was needed in the Soviet Union.'
 'Russia had a large percentage of its population working in factories before the revolution occurred, and he wanted to build on that.'
 'Trotsky was able to lead the Bolshevik revolt in 1917 because he had control of the rail and telegraph stations.'
 'The humiliating defeat of Russia during the First World War had led to his rise to power and he knew another defeat would spell his doom.']",3,1.27518207870014e-07,1.2098590705965475e-06,1.0030083984192143e-06,0.999994690929762,8.233186448617815e-08,,,,,,,8.315231680690172e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.549857728412403e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Albeit the king's Majesty justly and rightfully is and ought to be the supreme head of the Church of England, and so is recognized by the clergy of this realm in their convocations, yet nevertheless, for corroboration and confirmation thereof, and for increase of virtue in Christ's religion within this realm of England, and to repress and extirpate all errors, heresies, and other enormities and abuses heretofore used in the same, be it enacted, by authority of this present Parliament, that the king, our sovereign lord, his heirs and successors, kings of this realm, shall be taken, accepted, and reputed the only supreme head in earth of the Church of England, called Anglicans Ecclesia; and shall have and enjoy, annexed and united to the imperial crown of this realm, as well the title and style thereof, as all honors, dignities, preeminences, jurisdictions, privileges, authorities, immunities, profits, and commodities to the said dignity of the supreme head of the same Church belonging and appertaining; and that our said sovereign lord, his heirs and successors, kings of this realm, shall have full power and authority from time to time to visit, repress, redress, record, order, correct, restrain, and amend all such errors, heresies, abuses, offenses, contempts, and enormities, whatsoever they be, which by any manner of spiritual authority or jurisdiction ought or may lawfully be reformed, repressed, ordered, redressed, corrected, restrained, or amended, most to the pleasure of Almighty God, the increase of virtue in Christ's religion, and for the conservation of the peace, unity, and tranquility of this realm; any usage, foreign land, foreign authority, prescription, or any other thing or things to the contrary hereof notwithstanding.
English Parliament, Act of Supremacy, 1534
The passage can be used as evidence for which of the following historical trends of the time period?",high_school_european_history,"['The consolidation of the power of the monarchy'
 'The increased power of the Catholic Church'
 'The increased piety of the nobility'
 'The increasing religiosity of the masses']",0,,0.0011695008272135,6.46832319972997e-07,0.9988263360649636,1.1360910923675436e-06,,,,,,,1.055924735457747e-07,,,,,,,,,,,,,,,,,,,,,,8.753923523014084e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2084418669260575e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""But you, my dear Pangloss,"" said Candide, ""how can it be that I behold you again?""
""It is true,"" said Pangloss, ""that you saw me hanged&â¦.A surgeon purchased my body, carried home, and dissected me. He began with making a crucial incision on me from the navel to the clavicula. One could not have been worse hanged than I was. The executioner of the Holy Inquisition was a sub-deacon, and knew how to burn people marvellously well, but he was not accustomed to hanging. The cord was wet and did not slip properly, and besides it was badly tied; in short, I still drew my breath, when the crucial incision made me give such a frightful scream that my surgeon fell flat upon his back&â¦[At length he] sewed up my wounds; his wife even nursed me. I was upon my legs at the end of fifteen days&â¦.
One day I took it into my head to step into a mosque, where I saw an old Iman and a very pretty young devotee who was saying her paternosters&â¦.She dropped her bouquet; I picked it up, and presented it to her with a profound reverence. I was so long in delivering it that the Iman began to get angry, and seeing that I was a Christian he called out for help. They carried me before the cadi, who ordered me a hundred lashes on the soles of the feet and sent me to the galleys. I was chained to the very same galley and the same bench as the young Baron. On board this galley there were four young men from Marseilles, five Neapolitan priests, and two monks from Corfu, who told us similar adventures happened daily. The Baron maintained that he had suffered greater injustice than I&â¦.We were continually disputing, and received twenty lashes with a bull's pizzle when the concatenation of universal events brought you to our galley, and you were good enough to ransom us.""
""Well, my dear Pangloss,"" said Candide to him, ""when you had been hanged, dissected, whipped, and were tugging at the oar, did you always think that everything happens for the best?""
""I am still of my first opinion,"" answered Pangloss, ""for I am a philosopher and I cannot retract, especially as Leibnitz could never be wrong; and besides, the pre-established harmony is the finest thing in the world, and so is his plenum and materia subtilis.""
Voltaire, French Enlightenment writer, Candide, 1759
The critiques offered by Voltaire through Candide are most closely shared by what other philosopher?",high_school_european_history,['Cesare Baccaria' 'Jean-Jacques Rousseau' 'Adam Smith' 'David Hume'],3,0.0365489778707243,0.0104714574802994,0.0072198266797579,0.9426365050139778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.574319958348038e-05,,,,,,0.0030270676939605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""After all the slaves had been brought together and severally marked with the letter G, the emperor's fifths and then CortÃ©s' were deducted before we were aware of it; and, besides this, on the night preceding, the finest of the Indian females had been secretly set apart, so that when it came to a division among us soldiers, we found none left but old and ugly women&â¦.Another soldier asked CortÃ©s if the division he had made of the gold in Mexico was not a sufficient imposition, for, at first, he had merely spoken of 300,000 pesos, but when we were obliged to retreat from the city, it was estimated at 700,000 pesos. And now he was going to deprive the poor soldier, who had undergone so many hardships, and suffered from innumerable wounds, of this small remuneration, and not even allow him a pretty Indian female for a companion&â¦
[Later], when CortÃ©s learnt that there were still a great many bars of gold among the men, and heavy gambling in consequence, (for, according to the old saying, gold and love cannot lie long concealed,) he made known, under threats of severe punishment, that everyone should produce the gold he had obtained on the night of our retreat, of which one third was to be returned to him; but that anyone who refused to pay this, should have the whole taken from him. Many of our men refused downright to comply with this; yet CortÃ©s managed to extort a good deal of it under the pretence of a loan&â¦""
The Memoirs of the Conquistador Bernal Diaz del Castillo, 1568
The motivations described in the text are most similar to those of which explorer?",high_school_european_history,"['Christopher Columbus' 'Vasco de Gama' 'Francisco Pizarro'
 'Bartholomew Dias']",2,0.0024724897968619,2.423944860629092e-05,0.9974833425945432,1.2974441887515926e-05,,,,,3.917941963679082e-07,,,,,,,,,,,,,,,,,,,,,,,,6.459594252886331e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0817000644292046e-06,3.457571647452997e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
The passage below is written by John Calvin.
If we need to be recalled to the origin of election, to prove that we obtain salvation from no other source than the mere goodness of God, they who desire to extinguish this principle, do all they can to obscure what ought to be magnificently and loudly celebrated, and to pluck up humility by the roots. In ascribing the salvation of the remnant of the people to the election of grace, Paul clearly testifies, that it is then only known that God saves whom upon which there can be no claim. They who shut the gates to prevent anyone from presuming to approach and taste this doctrine, do no less injury to man than to God; for nothing else will be sufficient to produce in us suitable humility, or to impress us with a due sense of our great obligations to God. Nor is there any other basis for solid confidence, even according to the authority of Christ, who, to deliver us from all fear, and render us invincible amidst so many dangers, snares, and deadly conflicts, promises to preserve in safety all whom the Father has committed to His care.
âJohn Calvin, Institutes of the Christian Religion, 1559
Which of the following religions that started around the same time as Calvinism was destroyed for supporting adult baptism and pacifism?",high_school_european_history,['Huguenots' 'Lutherans' 'Presbyterians' 'Anabaptists'],3,0.999966334112416,6.540236747032248e-06,2.9022124637889925e-06,6.962045777226795e-06,,,,,,,,,,,2.1307999231573923e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.676933304050928e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
""After all the slaves had been brought together and severally marked with the letter G, the emperor's fifths and then CortÃ©s' were deducted before we were aware of it; and, besides this, on the night preceding, the finest of the Indian females had been secretly set apart, so that when it came to a division among us soldiers, we found none left but old and ugly women&â¦.Another soldier asked CortÃ©s if the division he had made of the gold in Mexico was not a sufficient imposition, for, at first, he had merely spoken of 300,000 pesos, but when we were obliged to retreat from the city, it was estimated at 700,000 pesos. And now he was going to deprive the poor soldier, who had undergone so many hardships, and suffered from innumerable wounds, of this small remuneration, and not even allow him a pretty Indian female for a companion&â¦
[Later], when CortÃ©s learnt that there were still a great many bars of gold among the men, and heavy gambling in consequence, (for, according to the old saying, gold and love cannot lie long concealed,) he made known, under threats of severe punishment, that everyone should produce the gold he had obtained on the night of our retreat, of which one third was to be returned to him; but that anyone who refused to pay this, should have the whole taken from him. Many of our men refused downright to comply with this; yet CortÃ©s managed to extort a good deal of it under the pretence of a loan&â¦""
The Memoirs of the Conquistador Bernal Diaz del Castillo, 1568
The encomienda system, which is described in the text and was used during the colonization of the Americas to regulate the indigenous people, was NOT ended by which of the following?",high_school_european_history,"['The protests of the Catholic missionaries against abuses of forced labor'
 'The lack of new land to assign to well-connected Spaniards and conquistadores'
 ""The Spanish royal crown's desire to control the estates more directly""
 'An increase in the number of mestizos, who by law were forbidden from working on the encomiendas']",1,0.9080756898844372,0.0017529986543972,0.0114309871435064,0.035209919199194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0010632474303269,,,,0.0025810565857345,0.0354784998030118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002861690272121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
[T]he the end and measure of this power, when in every man's hands in the state of nature, being the preservation of all of his society, that is, all mankind in general, it can have no other end or measure, when in the hands of the magistrate, but to preserve the members of that society in their lives, liberties, and possessions, and so cannot be an absolute, arbitrary power over their lives and fortunes, which are as much as possible to be preserved, but a power to make law, and annex such penalties to them, as may tend to the preservation of the whole by cutting off those parts, and those only, which are so corrupt that they threaten the sound and healthy, without which no severity is lawful. And this power has its original only from compact, and agreement, and the mutual consent of those who make up the community. â¦
Whensoever, therefore, the legislative shall transgress this fundamental rule of society; and either by ambition, fear, folly or corruption, endeavor to grasp themselves, or put into the hands of any other, an absolute power over the lives, liberties, and estates of the people; by this breach of trust they forfeit the power the people had put into their hands for quite contrary ends.
John Locke, Second Treatise of Government, 1690
Based on the passage, one could argue that Locke was an advocate of",high_school_european_history,['divine right monarchy' 'absolutism' 'constitutionalism' 'socialism'],2,3.535449993866565e-05,3.535449993866565e-05,0.999924000757211,2.902074078814e-06,,,,,,,2.6993493809239097e-07,,,,,1.6372381608066677e-07,,1.8552338892200515e-07,,,,,,,,,,,,1.2750823617106197e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This question refers to the following information.
Read the excerpts below.
This corruption is repeatedly designated by Paul by the term sin . . . such as adultery, fornication, theft, hatred, murder, revellings, he terms, in the same way, the fruits of sin, though in various passages of Scripture . . . we are, merely on account of such corruption, deservedly condemned by God, to whom nothing is acceptable but righteousness, innocence, and purity.
âJohn Calvin, from The Institutes of Christian Religion, Book 2: Chapter 1, 1545
The covenant of life is not preached equally to all, and among those to whom it is preached, does not always meet with the same reception. This diversity displays the unsearchable depth of the divine judgment, and is without doubt subordinate to God's purpose of eternal election. But if it is plainly owing to the mere pleasure of God that salvation is spontaneously offered to some, while others have no access to it, great and difficult questions immediately arise, questions which are inexplicable, when just views are not entertained concerning election and predestination[,] . . . the grace of God being illustrated by the contrast, viz., that he does not adopt all promiscuously to the hope of salvation, but gives to some what he denies to others.
âJohn Calvin, from The Institutes of Christian Religion, Book 3: Chapter 21, 1545
Which of the following justifications used by Protestant reformers such as Calvin is alluded to above?",high_school_european_history,"['They believed that their church should not be subordinate to the state.'
 'The corruption of the Roman Catholic Church and its leaders meant that reform was needed.'
 'Religion was used to challenge the authority of earthly monarchs.'
 'The concept that salvation comes from faith alone rather than through good works is supported.']",1,0.9999739802933952,6.540292882575435e-06,4.495073178347e-06,1.3845800141063954e-05,,,,,,,,,2.382301508333925e-07,1.1253195510814158e-07,5.658462055918193e-08,,,,,,,,,,,,,,,,,,6.825408097049358e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
